time_milisec,gx,gy,gz
1.42163E+12,-0.009593239,0,0.028777853
1.42163E+12,-0.054358847,-0.025580462,0.014921425
1.42163E+12,-0.062885754,-0.03837109,0.007460579
1.42163E+12,-0.037305295,-0.020251475,0.014921425
1.42163E+12,-0.00106633,0.018119348,0.004263188
1.42163E+12,0.006394783,0.03304104,-0.009593239
1.42163E+12,-0.01279063,0.031975243,-0.007461112
1.42163E+12,-0.050095126,0.02131674,0.019185146
1.42163E+12,-0.05968783,0.001065797,0.03943609
1.42163E+12,-0.013856427,0.008526376,0.015987223
1.42163E+12,0.022382537,0.02131674,-0.004263721
1.42163E+12,0.011724034,0.03304104,0
1.42163E+12,-0.002132127,0.049028795,0.019185146
1.42163E+12,-0.005329518,0.030909447,0.038370293
1.42163E+12,0.020250943,0.007460579,0.018119348
1.42163E+12,0.038370293,0.013855628,-0.006395315
1.42163E+12,-0.006395315,0.027712055,-0.007461112
1.42163E+12,-0.035173167,0.02557993,0.02131674
1.42163E+12,0.004263188,0.035172634,0.041567683
1.42163E+12,0.049028795,0.050094593,0.045831405
1.42163E+12,0.04369928,0.05542411,0.041567683
1.42163E+12,0.001065797,0.040501885,0.036238696
1.42163E+12,-0.01811988,0.02131674,0.04369928
1.42163E+12,0.003197391,0.03304104,0.054358315
1.42163E+12,0.03410684,0.052226186,0.05116039
1.42163E+12,0.015987223,0.058621503,0.037304495
1.42163E+12,-0.02238307,0.02131674,0.030909447
1.42163E+12,-0.010659036,0.005328985,0.01705302
1.42163E+12,0.027712055,0.011724034,0.001065797
1.42163E+12,0.03943609,0.019185146,-0.00106633
1.42163E+12,0.020250943,0.031975243,0.008526376
1.42163E+12,-0.007461112,0.012789832,0.031975243
1.42163E+12,0.018119348,0,0.023448335
1.42163E+12,0.04369928,-0.014922224,0.013855628
1.42163E+12,0.035172634,-0.01279063,0.010658237
1.42163E+12,0.028777853,0.004263188,0.004263188
1.42163E+12,0.00959244,0.007460579,0.008526376
1.42163E+12,-0.003197924,-0.010659036,0.014921425
1.42163E+12,0.02131674,-0.005329518,-0.010659036
1.42163E+12,0.037304495,-0.007461112,-0.028778385
1.42163E+12,0.012789832,-0.024514664,-0.023448868
1.42163E+12,-0.006395315,-0.029844182,-0.020251475
1.42163E+12,0.012789832,-0.023448868,-0.02238307
1.42163E+12,0.030909447,-0.020251475,-0.033041574
1.42163E+12,0.014921425,-0.029844182,-0.026646258
1.42163E+12,0.001065797,-0.031975776,-0.002132127
1.42163E+12,0.011724034,0.001065797,0.010658237
1.42163E+12,0.022382537,0.005328985,0.019185146
1.42163E+12,0.040501885,-0.011724833,0.001065797
1.42163E+12,0.013855628,-0.029844182,0.002131594
1.42163E+12,-0.027712587,-0.033041574,0.018119348
1.42163E+12,-0.01279063,-0.006395315,0.013855628
1.42163E+12,0.023448335,0.01705302,0.003197391
1.42163E+12,0.014921425,0.013855628,-0.003197924
1.42163E+12,-0.019185679,-0.004263721,-0.013856427
1.42163E+12,-0.041568484,-0.028778385,-0.013856427
1.42163E+12,-0.006395315,-0.01811988,-0.01811988
1.42163E+12,0.028777853,0.014921425,-0.024514664
1.42163E+12,0.018119348,0.013855628,-0.021317273
1.42163E+12,-0.008526909,-0.026646258,-0.008526909
1.42163E+12,-0.008526909,-0.05542464,-0.009593239
1.42163E+12,0.024514131,-0.035173167,-0.019185679
1.42163E+12,0.03304104,-0.010659036,-0.00106633
1.42163E+12,0.02557993,-0.003197924,0.010658237
1.42163E+12,0.014921425,-0.006395315,-0.005329518
1.42163E+12,0.012789832,-0.010659036,-0.013856427
1.42163E+12,0.014921425,-0.017053818,0.004263188
1.42163E+12,0.003197391,-0.007461112,0.027712055
