time_milisecc,gx,gy,gz
1421632163458.00,-0.75142473,1.9505053,-0.40075967
1421632163480.00,-1.0583895,2.0400364,0.77167517
1421632163498.00,0.6608264,-0.7279759,1.2267932
1421632163519.00,0.4369981,-0.4529864,1.4058559
1421632163539.00,-0.30909687,-0.38370612,2.3619232
1421632163558.00,1.4367653,-4.5490484,2.0538924
1421632163578.00,3.797623,-4.817642,1.531626
1421632163598.00,3.1815617,0.023448335,0.884655
1421632163662.00,3.2476444,1.8428545,-0.010659036
1421632163663.00,3.273225,1.331246,-0.5478474
1421632163663.00,2.2095068,1.1713691,-0.020251475
1421632163678.00,-0.12577072,-1.0818381,0.088465154
1421632163698.00,-0.5670325,-0.75462216,0.22169644
1421632163718.00,-1.2363864,0.70772415,0.18545748
1421632163738.00,-2.5601718,0.38050818,-0.6928027
1421632163762.00,-2.9055073,-0.95073867,-0.9901748
1421632163779.00,-2.7189837,-1.4474243,-0.74396366
1421632163798.00,-3.0024996,-1.4730048,-0.42207694
1421632163818.00,-3.263633,-2.4770358,-0.7098565
1421632163838.00,-3.179431,-2.8277001,-1.5060464
1421632163858.00,-2.7701442,0.8878529,-1.4250418
1421632163878.00,-1.3717493,4.6332493,-0.61179817
1421632163898.00,0.46790782,5.4294395,-1.0221505
1421632163918.00,-0.43806496,0.9368817,-2.408821
1421632164001.00,-1.1351306,-2.8628733,-2.1039884
1421632164002.00,-0.64803714,-2.6859424,-0.968858
1421632164002.00,-0.39969388,-3.0675166,-0.26433098
1421632164003.00,0.10445291,-2.4290724,0.15987702
1421632164018.00,1.0690472,-1.4420953,0.4114179
1421632164038.00,2.5601714,0.037304495,0.5126737
1421632164061.00,3.5855193,1.3834728,0.55743927
1421632164078.00,3.1783643,2.4248085,0.8537455
1421632164098.00,0.28138402,2.263865,0.07460926
1421632164118.00,-1.436766,4.2495437,-1.614763
1421632164138.00,0.6832095,4.8634734,-1.365354
1421632164160.00,-1.5444169,3.258303,0.3677181
1421632164179.00,-0.19398493,0.536122,0.78553104
1421632164198.00,1.1990811,-1.444227,0.26433045
1421632164219.00,0.36452016,1.3099294,1.9259907
1421632164238.00,-0.12470465,0.20997214,2.85328
1421632164307.00,2.312894,-5.087302,2.2883797
1421632164308.00,4.084337,-4.3241534,1.3099294
1421632164308.00,2.64011,0.5190687,0.82816505
1421632164318.00,2.7349708,1.1681712,0.088465154
1421632164338.00,3.1890228,1.5572065,0.09912392
1421632164358.00,2.7999876,1.3845385,0.44126156
1421632164378.00,0.5553077,0.015987223,0.3666523
1421632164398.00,-0.46790862,-0.6363128,0.17586477
1421632164419.00,-1.0413357,1.0008327,-0.027712587
1421632164441.00,-2.4717064,0.89318186,-0.80151933
1421632164458.00,-3.055792,-0.94114596,-1.0424014
1421632164478.00,-2.4972868,-1.5167049,-1.0050969
1421632164497.00,-2.8905854,-1.6531335,-1.1553818
1421632164518.00,-3.3723497,-2.4290724,-1.387737
1421632164538.00,-3.0984263,-0.3581262,-0.7716757
1421632164558.00,-1.8417892,3.3243856,0.047962997
1421632164622.00,-0.30803105,6.909905,-0.7535564
1421632164623.00,-0.4199451,2.420545,-2.3096974
1421632164623.00,-1.8876206,-1.9920738,-2.299039
1421632164638.00,-1.3802762,-1.508178,-1.2108059
1421632164658.00,-1.2406496,-2.4120185,-0.55957144
1421632164678.00,-0.81217784,-3.3425062,-0.015988022
1421632164698.00,0.49348828,-2.2436147,0.21743326
1421632164720.00,2.25747,-0.1332313,0.49561986
1421632164740.00,3.654799,1.9462416,0.800453
1421632164760.00,3.412851,2.746695,0.77380675
1421632164778.00,1.1948174,3.4171147,-0.37304762
1421632164799.00,-1.8055502,6.093464,-2.064552
1421632164818.00,0.6288512,3.2327225,-0.062885754
1421632164838.00,-1.1020893,2.371516,0.96459377
1421632164858.00,-0.051160924,-0.53612256,0.6075339
1421632164878.00,0.6693533,-0.76101744,0.38583744
1421632164955.00,-0.02238307,2.9875772,2.086934
1421632164956.00,0.30483288,1.3951974,3.3606248
1421632164957.00,3.2561715,-5.4123864,2.5495129
1421632164964.00,4.495755,-5.054261,1.5113751
1421632164978.00,2.846885,1.3003366,0.83029664
1421632164998.00,3.0312772,2.5100763,-0.8313635
1421632165018.00,3.1197426,2.797856,-0.80898046
1421632165038.00,1.4346337,1.8258007,0.25047457
1421632165058.00,-0.5968762,-1.5604047,0.05542411
1421632165080.00,-0.7588853,-0.10338764,0.14069188
1421632165099.00,-2.089066,0.8878529,-0.4092866
1421632165118.00,-2.679547,-0.36771864,-1.0413357
1421632165138.00,-2.382175,-1.1052867,-0.8313635
1421632165163.00,-2.5942793,-1.0008333,-0.58088845
1421632165179.00,-3.24125,-1.7405331,-0.561703
1421632165198.00,-3.4682763,-3.2615013,-1.2545058
1421632165283.00,-3.2391183,-1.0978255,-1.9323865
1421632165284.00,-2.4120185,3.2913446,-0.8825239
1421632165285.00,-1.2065427,5.5775924,0.012789832
1421632165285.00,0.15561382,4.1930537,-1.3046006
1421632165298.00,-1.2982059,-1.550812,-2.0165884
1421632165318.00,-1.2822177,-2.6209254,-1.3845394
1421632165338.00,-0.8803923,-2.6763496,-0.6469713
1421632165358.00,-0.34533557,-2.8266344,0.037304495
1421632165378.00,0.48496163,-2.3480678,0.50841
1421632165398.00,1.966493,-0.80045354,0.7663456
1421632165419.00,3.4032586,1.2704929,0.90064275
1421632165439.00,3.6558652,2.7093904,0.9198281
1421632165459.00,1.8428545,2.5729613,0.2451453
1421632165481.00,-1.4708732,2.8831239,-1.0402699
1421632165498.00,-0.47430366,5.3217883,-0.83456093
1421632165518.00,-0.3154919,3.7784379,0.015987223
1421632165538.00,-1.4889928,2.5292618,-0.013856427
1421632165612.00,0.9081038,-2.4237432,2.050695
1421632165613.00,1.2385174,-2.7637496,1.2012126
1421632165614.00,-0.08633409,1.0658498,1.5902478
1421632165623.00,-0.013856427,0.614995,2.1700702
1421632165640.00,2.68381,-3.825336,1.6787132
1421632165659.00,3.4192464,-2.176466,1.2363856
1421632165678.00,3.067516,2.008061,0.6565632
1421632165701.00,3.4192464,2.7786703,-0.09699259
1421632165721.00,3.322254,1.8023521,-0.10765136
1421632165738.00,2.4322696,1.2022785,0.6171269
1421632165758.00,0.3719813,-0.40182546,0.48389584
1421632165778.00,-0.44019657,0.20677476,0.45618352
1421632165801.00,-0.8356267,0.007460579,0.57769024
1421632165818.00,-2.0528274,0.6192587,-0.07141213
1421632165838.00,-2.6923373,-0.1332313,-0.9272898
1421632165858.00,-2.949207,-1.6030387,-0.9901748
1421632165925.00,-2.9907753,-2.1135807,-0.8270998
1421632165926.00,-3.2924109,-2.2052438,-0.84521943
1421632165927.00,-3.235921,-2.5825546,-1.1223402
1421632165938.00,-3.4895933,-0.58088845,-1.4921902
1421632165958.00,-2.5441842,2.6816783,-0.5254643
1421632165978.00,-1.332313,5.3175254,0.045831405
1421632165998.00,-0.04263428,3.2039447,-1.9036087
1421632166019.00,-1.2928762,-1.8044841,-2.1540833
1421632166039.00,-1.0573237,-1.9366497,-1.1948181
1421632166058.00,-0.577691,-2.5196695,-0.5862177
1421632166079.00,-0.074609786,-2.9246929,-0.06608315
1421632166098.00,0.5744929,-2.426941,0.27072576
1421632166118.00,1.7394668,-0.95287025,0.5073442
1421632166138.00,3.222064,1.0679814,0.7663456
1421632166158.00,3.7709768,2.412018,1.0679814
1421632166178.00,2.6187932,2.7530904,1.042401
1421632166198.00,-1.2704937,2.051761,-0.99550426
1421632166219.00,-0.52972776,6.0060644,-1.3600249
1421632166278.00,-0.465777,3.4533536,-0.48815957
1421632166279.00,-1.8513819,2.412018,0.63524646
1421632166280.00,-0.29310885,-0.34746715,1.3131267
1421632166299.00,0.4231422,-1.3951981,1.0807714
1421632166318.00,-0.2707263,0.6565632,2.5718956
1421632166338.00,1.1202081,-2.590016,2.6305175
1421632166358.00,4.385972,-6.6018753,1.7469277
1421632166382.00,4.513875,-1.7746406,1.1084838
1421632166399.00,2.4248085,2.1881895,0.19291858
1421632166419.00,3.0739107,0.8089799,-0.392233
1421632166439.00,2.4386644,0.7258437,0.26219887
1421632166459.00,0.6086002,-0.70239544,0.17266738
1421632166478.00,-0.392233,-0.74716103,0.21210374
1421632166499.00,-0.39116722,-0.676815,0.43060333
1421632166518.00,-2.0261812,-0.02238307,-0.092729405
1421632166541.00,-2.5079453,-0.5958104,-0.9017093
1421632166616.00,-2.54525,-1.0413357,-0.9134339
1421632166617.00,-2.6667569,-1.4612807,-0.6523003
1421632166617.00,-3.1868918,-2.6614277,-0.66295904
1421632166618.00,-3.3403742,-3.3137279,-1.0647845
1421632166638.00,-3.1879575,-0.017053818,-1.3738809
1421632166658.00,-2.4024262,3.0003674,-0.2728579
1421632166679.00,-1.182028,4.978585,-0.07887298
1421632166701.00,-0.14602192,3.7102237,-1.8311304
1421632166721.00,-1.0136236,-2.2350879,-2.1498199
1421632166738.00,-1.0360065,-2.246812,-1.3141936
1421632166758.00,-0.7183832,-2.2969072,-0.735437
1421632166778.00,-0.16627286,-2.4024262,-0.17799717
1421632166798.00,0.58941454,-1.6563312,0.13856028
1421632166825.00,2.1444898,-0.5435837,0.3826398
1421632166841.00,3.591914,0.8452186,0.48496163
1421632166903.00,3.700631,2.0666828,0.7492921
1421632166907.00,0.33041307,1.4399632,0.4220764
1421632166908.00,-3.2668304,2.8554118,-1.1404599
1421632166918.00,0.4114179,6.644508,-0.97525334
1421632166939.00,-1.5294952,2.5228665,-0.10125605
1421632166958.00,-1.1585792,1.7884961,1.0679814
1421632166978.00,-0.18865593,-0.70132965,1.4431607
1421632167006.00,0.02557993,-0.5851519,1.5422845
1421632167019.00,-0.011724833,-0.45511797,2.7136536
1421632167040.00,2.6294515,-4.571431,2.2297578
1421632167058.00,4.9689927,-4.15575,1.4730042
1421632167079.00,2.4493232,1.8726981,0.91449916
1421632167098.00,2.663559,0.040501885,-0.10658503
1421632167118.00,3.3478346,-0.054358847,-0.11191455
1421632167138.00,2.4322696,1.5977086,0.23342101
1421632167158.00,0.657629,-0.49775228,0.05542411
1421632167178.00,-0.4284717,-0.74502945,0.049028795
1421632167240.00,-0.5254643,-0.13856082,0.4284712
1421632167240.00,-2.0965273,-0.23555313,-0.09699259
