time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421714717477.00,0,0,0,0,0,0,0,0
1421714717493.00,0,0,0,1.6,1.5,0,0,0
1421714717495.00,0,0,0,0,0,1.7,0,0
1421714717499.00,0,0,0,0,0,0,0,0
1421714717503.00,0,0,0,0,0,0,0,0
1421714717511.00,0,1.8,1.6,1.6,0,1.7,1.6,0
1421714717515.00,0,1.8,1.6,1.6,4.4,0,0,0
1421714717518.00,0,0,1.6,1.6,5.8,0,0,0
1421714717521.00,0,0,1.6,1.6,0,0,1.6,0
1421714717525.00,12,0,1.6,1.6,10.1,0,0,1.6
1421714717548.00,0,0,1.6,1.6,10.1,0,1.6,0
1421714717551.00,0,0,0,1.6,2.9,0,0,8
1421714717556.00,0,0,1.6,1.6,10.1,5.1,0,0
1421714717562.00,0,0,1.6,1.6,10.1,0,0,0
1421714717571.00,12,0,0,1.6,10.1,0,0,0
1421714717579.00,0,0,0,1.6,10.1,0,1.6,0
1421714717586.00,0,0,0,1.6,0,0,0,11.2
1421714717592.00,0,0,8.1,1.6,13,0,0,0
1421714717595.00,0,0,0,0,11.5,0,0,0
1421714717599.00,1.7,0,0,1.6,13,1.7,0,1.6
1421714717603.00,1.7,0,0,0,11.5,0,0,0
1421714717618.00,1.7,9.1,0,0,11.5,0,0,0
1421714717624.00,1.7,0,0,0,11.5,0,0,0
1421714717632.00,1.7,0,0,1.6,11.5,0,0,0
1421714717641.00,1.7,0,0,0,11.5,0,0,0
1421714717653.00,1.7,0,0,0,11.5,0,0,0
1421714717658.00,1.7,9.1,0,0,11.5,0,0,0
1421714717673.00,1.7,0,0,0,11.5,0,0,0
1421714717676.00,10.3,1.8,0,0,11.5,0,1.6,0
1421714717699.00,0,0,0,4.7,13,0,0,0
1421714717703.00,10.1,1.8,0,0,13,20.5,0,0
1421714717709.00,11.9,0,0,12.4,13,0,30.5,0
1421714717714.00,10.1,0,0,12.4,1.4,0,30.5,20.6
1421714717718.00,10.1,0,0,12.4,13,1.7,30.5,9.4
1421714717723.00,8.4,0,0,12.4,13,1.7,32,9.4
1421714717727.00,10.1,1.8,1.6,12.4,13,0,30.5,9.4
1421714717730.00,10.1,0,0,12.4,13,0,30.5,6.3
1421714717735.00,10.1,0,0,12.4,2.9,0,28.9,17.4
1421714717738.00,3.4,0,0,10.8,13,1.7,30.5,12.6
1421714717742.00,10.1,0,1.6,12.4,13,0,30.5,7.8
1421714717745.00,8.4,0,0,10.8,11.5,0,28.9,7.8
