time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421714477444.00,0,0,0,0,0,0,0,0
1421714477452.00,0,0,0,0,0,0,7.8,3.5
1421714477456.00,0,1.7,0,4.6,0,1.7,0,0
1421714477460.00,0,1.7,0,3.1,0,1.7,0,0
1421714477467.00,0,0,1.6,3.1,0,1.7,0,1.7
1421714477475.00,0,3.4,0,4.6,0,1.7,1.5,0
1421714477488.00,0,0,3.2,0,0,0,10.9,0
1421714477495.00,0,0,3.2,12.3,0,1.7,0,0
1421714477503.00,0,0,3.2,10.8,10.2,1.7,0,0
1421714477508.00,0,0,3.2,9.2,0,1.7,0,1.7
1421714477520.00,0,0,3.2,7.7,0,0,0,0
1421714477529.00,0,0,3.2,7.7,0,0,0,1.7
1421714477540.00,0,0,3.2,7.7,0,0,0,1.7
1421714477553.00,0,0,3.2,7.7,0,0,0,5.2
1421714477559.00,0,0,3.2,7.7,0,0,0,1.7
1421714477569.00,0,0,3.2,7.7,0,1.7,0,3.4
1421714477575.00,0,0,3.2,7.7,1.5,0,0,3.4
1421714477594.00,0,0,4.8,7.7,2.9,0,0,0
1421714477607.00,0,0,3.2,7.7,1.5,0,0,5.2
1421714477612.00,0,0,3.2,12.3,1.5,0,0,1.7
1421714477624.00,0,0,3.2,7.7,1.5,0,0,1.7
1421714477629.00,0,0,3.2,7.7,1.5,0,0,1.7
1421714477647.00,1.7,0,3.2,9.2,1.5,1.7,0,0
1421714477658.00,1.7,0,3.2,7.7,1.5,1.7,13.8,0
1421714477663.00,1.7,0,3.2,9.2,2.9,1.7,9.2,0
1421714477695.00,1.7,0,14.4,9.2,1.5,1.7,9.2,0
1421714477703.00,1.7,0,3.2,9.2,8.8,0,10.7,0
1421714477710.00,1.7,0,3.2,7.7,2.9,10,9.2,0
1421714477716.00,1.7,0,3.2,7.7,1.5,8.3,17,0
1421714477722.00,1.7,1.7,3.2,10.8,1.5,10,9.2,0
1421714477730.00,0,0,3.2,9.2,1.5,10,9.2,1.6
1421714477734.00,1.7,0,3.2,9.2,1.5,10,9.2,0
1421714477749.00,1.7,0,3.2,9.2,1.5,10,9.2,0
1421714477761.00,1.7,0,3.2,1.5,1.5,8.3,20.1,0
1421714477767.00,1.7,0,3.2,10.8,1.5,8.3,9.2,0
1421714477777.00,0,0,3.2,7.7,1.5,8.3,9.2,0
1421714477783.00,0,0,3.2,7.7,1.5,8.3,9.2,0
1421714477796.00,0,0,3.2,7.7,1.5,8.3,9.2,0
1421714477805.00,0,0,3.2,0,1.5,10,9.2,0
1421714477825.00,0,0,3.2,10.7,1.5,8.3,9.2,0
1421714477834.00,0,0,3.2,10.7,1.5,8.3,9.2,0
1421714477849.00,0,0,3.2,10.7,1.5,8.3,9.2,0
1421714477858.00,0,0,0,10.7,1.5,10,9.2,6.6
1421714477866.00,0,0,12.6,10.7,1.5,8.3,9.2,0
1421714477868.00,0,0,11,12.3,1.5,30.5,10.7,0
