time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421715779013.00,0,0,0,0,0,0,0,0
1421715779023.00,36,0,0,9.2,12.2,0,0,0
1421715779032.00,5,15.5,17.3,9.2,0,0,9.2,18.3
1421715779037.00,6.7,17.3,17.3,10.7,18.4,1.6,1.5,24.5
1421715779045.00,27.3,17.3,17.3,4.6,15.5,67.1,0,24.5
1421715779057.00,6.7,17.3,17.3,9.2,18.4,1.6,3,29.2
1421715779068.00,29,13.8,0,7.6,50.8,0,4.6,18.3
1421715779082.00,6.7,19,18.8,9.2,18.4,1.6,4.6,24.5
1421715779100.00,6.7,15.5,17.2,10.7,19.8,67.1,0,21.4
1421715779120.00,6.7,17.3,18.8,9.2,18.4,1.6,9.1,22.9
1421715779133.00,8.4,17.3,18.8,9.2,18.4,1.6,9.1,24.5
1421715779137.00,6.7,17.3,12.5,7.6,61.5,9.9,0,26
1421715779148.00,6.7,40.4,18.8,10.7,0,0,22.7,48.3
1421715779153.00,0,40.4,17.2,9.2,45.6,1.6,13.5,0
1421715779165.00,1.7,19,10.9,0,78,1.6,13.5,30.5
1421715779168.00,10.1,13.8,0,7.6,44.2,4.9,10.5,30.5
1421715779172.00,6.7,17.3,17.2,9.2,32.8,0,49.4,38.3
1421715779179.00,18.6,17.3,18.8,9.2,47.1,3.3,6,27.3
1421715779183.00,0,13.8,49.7,7.6,45.6,3.3,13.5,28.9
1421715779186.00,0,17.3,0,10.7,66.1,3.3,13.5,30.5
1421715779189.00,49.5,13.8,0,6.1,66.1,1.6,15,24.2
1421715779197.00,16.7,40.4,18.8,10.7,0,1.6,22.7,57.5
1421715779203.00,0,31.4,18.8,9.2,45.6,1.6,15,15
1421715779209.00,26.5,17.3,18.8,9.2,47.1,3.3,15,32
1421715779212.00,26.5,19,18.8,9.2,45.6,3.3,15,30.5
1421715779217.00,26.5,17.3,18.8,9.2,45.6,3.3,15,30.5
1421715779220.00,26.5,17.3,25.2,9.2,45.6,3.3,15,30.5
1421715779222.00,19.7,40.4,17.2,9.2,45.6,3.3,13.5,0
1421715779226.00,26.5,17.3,18.8,9.2,45.6,1.6,15,30.5
1421715779230.00,26.5,0,17.2,37.4,52.8,0,16.6,28.9
1421715779233.00,29.8,27.3,17.2,9.2,45.6,13,13.5,30.5
1421715779236.00,26.5,29,18.8,9.2,45.6,13,13.5,28.9
1421715779238.00,26.5,30.8,6.2,0,66.1,4.8,15,3
1421715779240.00,24.8,27.3,20.4,10.7,47.1,13,15,30.5
1421715779244.00,24.8,13.5,15.6,10.7,42.8,13,0,24.2
1421715779250.00,26.5,30.8,17.2,0,44.2,50.1,38.3,0
1421715779253.00,19.7,27.3,49.7,10.7,47.1,0,12,30.5
1421715779255.00,28.2,46.7,18.8,9.2,47.1,17.9,18.1,24.2
1421715779259.00,8.2,27.3,12.5,10.7,42.8,14.6,13.5,30.5
1421715779289.00,59.3,30.8,6.2,6.1,60.1,8.1,15,24.2
1421715779299.00,26.5,30.8,17.2,9.2,35.7,13,13.5,6
1421715779335.00,59.3,29,18.8,9.2,52.8,14.6,0,21.2
1421715779370.00,26.5,53.9,18.8,9.2,27.2,0,22.7,18.1
1421715779406.00,19.7,0,15.6,62,44.2,19.4,0,0
1421715779442.00,45.3,25.5,18.8,0,44.2,56.5,37.9,1.5
1421715779448.00,38.4,29,17.2,38.8,47.1,21.1,7.4,27.3
1421715779454.00,47,30.8,18.8,34.2,42.8,84.9,16.4,30.5
1421715779484.00,8.2,29,0,38.8,66.1,19.4,19.4,32
1421715779525.00,45.3,27.3,18.8,20.6,44.2,31,24,25.8
1421715779562.00,26.5,27.3,17.2,23.6,61.6,17.8,0,27.3
1421715779567.00,55.8,0,28.4,38.8,45.6,19.4,31.1,28.9
1421715779600.00,23.1,39.6,36.5,17.6,76.5,19.4,31.1,47.8
1421715779640.00,24.8,30.8,0,31.1,48.5,3.2,29.6,60.8
1421715779681.00,0,32.5,18.3,46.5,32.8,4.8,31.1,74
1421715779689.00,13,32.5,37.1,38.8,44.2,19.4,32.6,24.2
1421715779719.00,51.7,53.9,18.3,49.6,45.6,19.4,31.1,30.5
1421715779754.00,32.9,27.3,38.7,41.8,45.6,19.4,28.1,27.3
1421715779789.00,32.9,29,18.3,20.6,45.6,0,34.2,47.8
1421715779793.00,31.2,29,37.1,38.8,44.2,6.4,28.1,55.9
1421715779832.00,0,36,37.1,38.8,66.1,19.4,32.6,0
1421715779837.00,29.6,29,18.3,38.8,47.1,21,31.1,111.2
1421715779874.00,32.9,0,30.7,40.3,42.8,12.8,65.4,40.7
1421715779906.00,31.2,32.5,40.3,43.4,44.2,0,31.1,36
1421715779941.00,29.6,29,18.3,2.9,47.1,3.2,37.2,11.8
1421715779956.00,27.9,39.6,30.7,35.7,44.2,9.6,31.1,42.2
1421715779992.00,34.6,0,30.7,65.4,72,0,49.6,40.7
1421715780028.00,26.2,52,38.7,99.9,44.2,25.7,31.1,20.8
1421715780061.00,51.7,52,37.1,38.8,66.1,27.3,17.6,20.8
1421715780068.00,31.2,39.9,38.7,40.3,47.1,25.7,32.6,42.2
1421715780099.00,31.2,36.5,33.9,73.5,52.8,12.7,34.2,40.7
1421715780136.00,80.1,76.9,37.1,29.6,44.2,27.3,31.1,48.5
1421715780171.00,31.2,52,37.1,38.8,45.6,0,29.6,46.9
1421715780179.00,34.6,69.7,37.1,37.2,47.1,30.5,32.6,36
1421715780221.00,0,52,30.7,40.3,42.8,30.5,31.1,42.2
1421715780256.00,32.9,115.9,21.4,35.7,66.1,25.6,31.1,36
1421715780266.00,31.2,52,35.5,37.2,35.7,28.8,65.4,70.9
1421715780300.00,31.2,43.3,30.7,65.4,42.8,30.5,13.1,40.7
1421715780304.00,80.1,52,37.1,17.6,12.1,30.5,32.6,59.6
1421715780358.00,16.3,48.5,56.4,43.4,35.7,32.1,31.1,40.7
1421715780366.00,31.2,52,37.1,29.6,44.2,81.6,40.3,17.8
1421715780409.00,31.2,52,37.1,38.8,45.6,15.9,29.6,72.6
1421715780444.00,31.2,52,24.5,29.6,66.1,23.9,32.6,16.3
1421715780455.00,29.6,43.3,38.7,40.3,47.1,28.8,32.6,46.9
1421715780490.00,31.2,50.3,18.3,35.7,67.5,33.8,20.6,42.2
1421715780504.00,32.9,52,49.9,38.8,44.2,27.2,31.1,42.2
1421715780529.00,60.5,52,35.5,59.1,47.1,32.1,0,39.1
1421715780565.00,32.9,71.5,68,38.8,35.7,32.1,36.9,40.7
1421715780600.00,32.9,38.2,37.1,78.4,45.6,30.5,16,16.3
1421715780606.00,51.7,53.7,38.7,5.8,44.2,69.3,44.5,26.8
1421715780650.00,31.2,52,37.1,43.4,45.6,0,35.4,72.6
1421715780684.00,26.2,52,37.1,37.2,45.6,105.3,46,40.7
1421715780718.00,22.9,52,29.2,35.7,78,38.2,36.9,40.7
1421715780722.00,38,48.5,37.1,20.6,44.2,28.4,39.9,23.8
1421715780757.00,0,62.5,37.1,38.8,47.1,38.2,23.3,39.1
1421715780796.00,16.3,52,37.1,35.7,47.1,39.8,38.4,48.5
1421715780799.00,29.6,76.9,64.7,5.8,58.7,38.2,36.9,40.7
