time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421362513450.00,0,0,0,0,0,0,0,0
1421362513457.00,15.7,0,0,0,2.8,1,0,0
1421362513464.00,9.4,28.6,0,0,5.6,2,0,0
1421362513468.00,14.1,0,0,3,0,2,0,9.3
1421362513505.00,20.5,3.3,12.5,0,7.1,29.3,6.1,0
1421362513508.00,22.1,0,15.6,12.1,2.8,0,0,15.5
1421362513530.00,46.6,11.5,0,13.7,4.2,0,9.2,21.8
1421362513570.00,18.9,70.4,12.5,7.5,7.1,0,3,15.5
1421362513579.00,23.7,3.3,14.1,41.9,1.4,0,1.5,15.5
1421362513626.00,26.9,3.3,36.5,13.7,9.9,0,4.6,17.1
1421362513641.00,0,0,14.1,41.9,7.1,1,0,6.1
1421362513675.00,23.6,3.3,20.4,6,0,1,31,20.2
1421362513706.00,18.8,0,0,9.1,14.1,0,3,9.2
1421362513725.00,17.2,50,18.8,0,8.4,0,9.2,18.6
1421362513762.00,51.4,17.9,17.2,16.6,12.7,0,1.5,13.9
1421362513779.00,22,14.6,49.7,12,5.6,0,7.6,12.4
1421362513784.00,23.6,6.5,39.8,21.2,9.8,0,10.7,18.6
1421362513812.00,23.6,9.7,15.6,46.3,11.2,2,0,6.1
1421362513861.00,23.6,13,0,16.6,0,0,38.5,7.7
1421362513879.00,26.8,13,12.5,13.6,32.2,29.3,19.7,15.5
1421362513912.00,23.6,44.8,25.2,0,22.2,0,13.6,13.9
1421362513929.00,51.4,11.3,18.8,15,22.2,0,16.6,12.4
1421362513974.00,14.1,17.9,36.5,16.6,27.9,0,12.1,15.5
1421362514011.00,25.2,16.3,10.9,7.5,6.9,0,1.5,25
1421362514051.00,1.5,9.7,12.5,47.8,22.2,3.1,3,6.1
1421362514071.00,18.8,14.6,15.6,12,6.9,0,43.3,23.4
1421362514084.00,22,6.5,12.5,13.5,19.4,0,33.7,12.4
1421362514118.00,22,24.5,14.1,19.6,23.7,24,16.6,20.2
1421362514123.00,20.4,76.5,3.1,19.6,23.7,0,12.1,12.4
1421362514156.00,15.6,14.6,36.5,16.6,27.9,0,10.5,15.5
1421362514164.00,12.5,14.6,10.9,15,12.4,3.1,0,12.4
1421362514231.00,0,13,12.5,0,18,1,16.6,15.5
