time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421632147457.00,0,0,0,0,0,0,0,0
1421632147467.00,0,0,25.7,60.8,1.5,0,1.5,22.9
1421632147471.00,12,0,37.3,30.5,0,23.1,3.1,0
1421632147474.00,3.4,1.8,14.3,30.5,1.5,23.1,4.6,14.3
1421632147478.00,5.1,0,4.7,30.5,35.9,23.1,4.6,0
1421632147487.00,5.1,26.6,12.7,28.9,1.5,23.1,4.6,17.5
1421632147490.00,3.4,19.4,12.7,32,1.5,23.1,3.1,17.5
1421632147493.00,5.1,8.8,12.7,28.9,0,33.2,4.6,17.5
1421632147501.00,5.1,19.4,12.7,24.2,0,23.1,3.1,27.2
1421632147505.00,5.1,19.4,12.7,28.9,1.5,23.1,4.6,15.9
1421632147509.00,5.1,21.2,12.7,28.9,1.5,21.4,4.6,15.9
1421632147518.00,5.1,21.2,12.7,30.5,1.5,23.1,4.6,15.9
1421632147524.00,5.1,10.5,12.7,30.5,0,31.5,3.1,15.9
1421632147528.00,0,19.4,0,30.5,25.2,23.1,3.1,17.5
1421632147533.00,13.6,21.2,17.4,30.5,1.5,21.4,3.1,15.9
1421632147538.00,8.5,21.2,30.4,60.8,1.5,0,1.5,40.4
1421632147541.00,0,26.6,17.4,28.9,1.5,21.4,3.1,7.9
1421632147544.00,33.6,28.4,17.4,28.9,0,16.4,4.6,17.5
1421632147547.00,13.2,3.5,17.4,12,7.3,18.1,4.6,15.9
1421632147551.00,31.9,21.2,17.4,24.2,0,21.4,3.1,19.1
1421632147554.00,37,21.2,17.4,28.9,31.2,21.4,0,12.7
1421632147600.00,67.1,48.6,0,38.3,31.2,21.4,3.1,15.9
1421632147604.00,3.3,19.4,36.5,47.8,21.1,52.3,3.1,15.9
1421632147607.00,35.3,24.8,25.2,24.2,16.8,21.4,0,17.5
1421632147609.00,52.8,0,0,28.9,21.1,38.4,0,4.7
1421632147610.00,65.3,30.1,20.2,30.5,29.8,21.4,39.9,14.3
1421632147613.00,31.9,3.5,28.1,74,43,0,33.6,15.9
1421632147617.00,31.9,24.7,31.3,30.5,41.5,24.7,27.3,15.9
1421632147619.00,67.1,22.9,31.3,28.9,29.8,23,0,12.7
1421632147622.00,67.1,22.9,31.3,6,0,24.7,101.2,40.4
1421632147624.00,13.2,21.1,44.3,32,22.5,24.7,27.3,14.3
1421632147626.00,31.9,22.9,31.3,28.9,32.6,23,27.3,15.9
1421632147628.00,30.1,22.9,111.4,47.8,32.6,16.3,24.2,15.9
1421632147632.00,30.1,22.9,33,28.9,32.6,24.7,27.3,14.3
1421632147636.00,31.9,59.6,31.3,28.9,11.1,0,28.9,0
1421632147639.00,31.9,22.9,31.3,28.9,32.6,32.7,27.3,17.4
1421632147642.00,30.1,22.9,33,24.2,28.3,22.7,10.5,15.8
1421632147644.00,26.7,21.1,83.1,35.1,32.6,17.8,27.3,17.4
1421632147646.00,31.9,22.9,42.7,28.9,31.1,31,27.3,0
1421632147654.00,30.1,22.9,31.3,27.3,32.6,31,28.9,23.6
1421632147658.00,65.3,22.9,6.1,25.8,31.1,32.7,6,12.5
1421632147668.00,30.1,22.9,31.3,28.9,25.4,31,74,49.7
1421632147704.00,63.5,21.1,31.3,28.9,32.6,31,0,22
1421632147707.00,13.2,22.9,42.7,28.9,31.1,31,25.8,23.6
1421632147739.00,26.7,0,31.3,74,31.1,31,6,0
1421632147744.00,30.1,28,33,24.2,28.3,77.7,39.9,0
1421632147783.00,38.8,28,31.3,28.9,32.6,31,21.2,22
1421632147825.00,38.8,10.4,67.6,27.3,31.1,31,25.8,23.6
1421632147860.00,0,22.6,31.3,62.4,32.6,31,16.6,12.5
1421632147864.00,35,28,18.6,4.5,28.3,17.8,28.9,23.6
1421632147899.00,38.4,28,31.3,27.3,31.1,27.7,12,20.4
1421632147935.00,13.1,29.8,31.3,28.9,31.1,31,27.3,25.2
1421632147970.00,35,37,55.9,0,48.8,31,25.8,23.6
1421632147978.00,36.7,29.8,6.1,24.2,32.6,29.3,24.2,49.7
1421632148008.00,36.7,28,31.3,28.9,32.6,17.8,13.5,23.6
1421632148020.00,33.2,28,18.6,24.2,31.1,31,27.3,25.2
1421632148052.00,33.2,79.8,42.7,6,35.5,31,25.8,23.6
1421632148080.00,35,28,23.4,27.3,68.5,56.5,0,33.3
