time_milisec,gx,gy,gz
1421714473675.00,-0.006395315,-0.09059781,0.011724034
1421714473691.00,0.005328985,-0.045831937,-0.00106633
1421714473713.00,0.044765607,0.00959244,-0.005329518
1421714473723.00,0.022382537,0.001065797,-0.01811988
1421714473744.00,-0.02238307,-0.037305295,-0.024514664
1421714473764.00,-0.029844182,-0.04476614,-0.029844182
1421714473786.00,-0.023448868,-0.033041574,-0.026646258
1421714473805.00,0.02557993,0.010658237,-0.007461112
1421714473826.00,0.041567683,0.015987223,-0.00106633
1421714473843.00,0.03304104,0.024514131,-0.002132127
1421714473865.00,0.01705302,0.013855628,-0.003197924
1421714473884.00,0.004263188,0.008526376,-0.004263721
1421714473905.00,-0.007461112,-0.010659036,0.014921425
1421714473925.00,-0.014922224,-0.02238307,0.036238696
1421714473943.00,-0.033041574,-0.01279063,0.015987223
1421714473964.00,-0.015988022,0.018119348,-0.007461112
1421714473984.00,0.004263188,0.015987223,-0.01279063
1421714474006.00,0.002131594,0.004263188,-0.013856427
1421714474026.00,0.011724034,-0.021317273,-0.010659036
1421714474045.00,-0.003197924,-0.045831937,-0.017053818
1421714474063.00,0.004263188,-0.023448868,-0.02238307
1421714474083.00,0.027712055,-0.005329518,-0.011724833
1421714474103.00,0.058621503,0.029843649,-0.00106633
1421714474125.00,0.045831405,0.020250943,0.022382537
1421714474144.00,0.019185146,-0.004263721,0.031975243
1421714474163.00,0.012789832,-0.020251475,0.030909447
1421714474184.00,0.002131594,0.003197391,0.01705302
1421714474203.00,-0.003197924,0.037304495,0.006394783
1421714474223.00,0.005328985,0.044765607,-0.004263721
1421714474246.00,0.003197391,0.018119348,0.002131594
1421714474262.00,-0.027712587,-0.008526909,0.001065797
1421714474283.00,-0.031975776,-0.00106633,-0.006395315
1421714474303.00,-0.014922224,0.018119348,-0.008526909
1421714474324.00,-0.003197924,0.028777853,-0.009593239
1421714474347.00,-0.005329518,0.013855628,-0.004263721
1421714474366.00,-0.009593239,-0.031975776,0.012789832
1421714474385.00,-0.011724833,-0.045831937,0.02131674
1421714474406.00,0.004263188,-0.013856427,0.024514131
1421714474426.00,0.022382537,0.002131594,0.029843649
1421714474446.00,0.014921425,-0.007461112,0.024514131
1421714474465.00,0.006394783,-0.02238307,0.015987223
1421714474487.00,-0.007461112,-0.025580462,-0.00106633
1421714474505.00,-0.015988022,-0.003197924,-0.02238307
1421714474525.00,-0.014922224,0.005328985,-0.021317273
1421714474544.00,-0.004263721,0.002131594,-0.013856427
1421714474565.00,0.010658237,-0.005329518,-0.011724833
1421714474585.00,0.02557993,-0.014922224,0.001065797
1421714474605.00,0.02557993,-0.010659036,0.023448335
1421714474625.00,0.013855628,0.003197391,0.03410684
1421714474644.00,0.007460579,0.011724034,0.023448335
1421714474666.00,-0.007461112,0.001065797,0.020250943
1421714474686.00,-0.010659036,-0.011724833,0.014921425
1421714474705.00,0.008526376,-0.008526909,0.015987223
1421714474726.00,0.011724034,-0.011724833,0.011724034
1421714474746.00,0.01705302,-0.004263721,0.005328985
1421714474765.00,0.020250943,0.004263188,-0.006395315
1421714474786.00,0.020250943,-0.002132127,-0.008526909
1421714474804.00,0.006394783,-0.021317273,-0.00106633
1421714474824.00,-0.006395315,-0.028778385,0.004263188
1421714474846.00,-0.007461112,-0.008526909,0.006394783
1421714474866.00,-0.00106633,0.007460579,0.00959244
1421714474885.00,0.003197391,0.006394783,0.012789832
1421714474906.00,-0.00106633,-0.011724833,0.007460579
1421714474925.00,-0.005329518,-0.015988022,0.004263188
1421714474945.00,-0.003197924,-0.01279063,0.007460579
1421714474966.00,0.010658237,-0.020251475,0.003197391
1421714474985.00,0.011724034,-0.015988022,0.002131594
1421714475005.00,0.008526376,-0.004263721,0.007460579
1421714475024.00,0.006394783,-0.003197924,0.006394783
1421714475047.00,-0.010659036,-0.009593239,0.007460579
1421714475064.00,-0.019185679,-0.00106633,0.020250943
1421714475085.00,-0.006395315,0.007460579,0.024514131
1421714475105.00,0.006394783,0.012789832,0.010658237
1421714475124.00,0.003197391,0.011724034,0.00959244
1421714475144.00,-0.014922224,-0.002132127,0.00959244
1421714475165.00,-0.013856427,-0.003197924,-0.00106633
1421714475185.00,0.008526376,0.008526376,-0.009593239
1421714475204.00,0.015987223,0.007460579,-0.006395315
1421714475227.00,-0.007461112,-0.003197924,0.008526376
1421714475244.00,-0.011724833,-0.005329518,0.00959244
1421714475266.00,0.005328985,0.007460579,-0.006395315
1421714475286.00,0.012789832,0.01705302,-0.009593239
1421714475305.00,0.014921425,0.004263188,0.006394783
1421714475324.00,0.014921425,-0.02238307,0.004263188
1421714475345.00,0.015987223,-0.003197924,-0.006395315
1421714475366.00,0.019185146,0.013855628,0.007460579
1421714475386.00,0.007460579,0.012789832,0.014921425
1421714475405.00,0,0.004263188,0.018119348
1421714475425.00,0.002131594,0.003197391,0.015987223
1421714475447.00,0.007460579,0.010658237,0.014921425
1421714475464.00,0.007460579,0.015987223,-0.00106633
1421714475492.00,0.003197391,0.00959244,-0.013856427
1421714475521.00,0,0.007460579,-0.009593239
1421714475522.00,0.002131594,0.004263188,0.005328985
1421714475543.00,0.004263188,-0.009593239,0.014921425
1421714475563.00,0.008526376,0.004263188,0.013855628
1421714475585.00,0.00959244,0.013855628,0.011724034
1421714475603.00,0.001065797,0.007460579,0.003197391
1421714475623.00,-0.007461112,-0.004263721,0.001065797
1421714475643.00,-0.009593239,-0.009593239,0
1421714475663.00,0.006394783,-0.009593239,0.002131594
1421714475685.00,0.013855628,-0.00106633,0.001065797
1421714475705.00,0.015987223,-0.00106633,0.001065797
1421714475723.00,0.00959244,-0.004263721,0.004263188
1421714475744.00,-0.006395315,-0.01279063,0.003197391
1421714475763.00,-0.00106633,-0.00106633,0.005328985
1421714475788.00,0.004263188,0.006394783,0.008526376
1421714475808.00,-0.00106633,0.005328985,0.012789832
1421714475825.00,-0.009593239,-0.005329518,0.014921425
1421714475845.00,-0.011724833,-0.003197924,0.008526376
1421714475866.00,0.001065797,0,0.002131594
1421714475890.00,0.003197391,0.003197391,-0.008526909
1421714475910.00,-0.003197924,0.005328985,-0.01811988
1421714475926.00,-0.006395315,0.002131594,-0.01279063
1421714475946.00,-0.009593239,-0.004263721,-0.004263721
1421714475966.00,-0.003197924,-0.011724833,0.006394783
1421714475985.00,0.010658237,-0.010659036,0.003197391
1421714476009.00,0.013855628,0,-0.003197924
1421714476029.00,0.002131594,0.005328985,-0.002132127
1421714476052.00,-0.013856427,0.001065797,0
1421714476063.00,-0.02238307,-0.010659036,-0.004263721
1421714476083.00,-0.010659036,-0.008526909,-0.002132127
1421714476103.00,0.006394783,-0.007461112,-0.002132127
1421714476123.00,0.020250943,0.002131594,-0.009593239
1421714476142.00,0.013855628,-0.002132127,-0.00106633
1421714476167.00,-0.002132127,-0.013856427,0.001065797
1421714476182.00,-0.007461112,-0.007461112,-0.006395315
1421714476203.00,-0.008526909,0.014921425,-0.007461112
1421714476222.00,-0.008526909,0.00959244,0.012789832
1421714476245.00,-0.008526909,0,0.02131674
1421714476265.00,0.007460579,0.008526376,0.01705302
1421714476285.00,0.012789832,0.018119348,0.013855628
1421714476306.00,0.004263188,0.013855628,0.008526376
1421714476325.00,0,0.007460579,0.007460579
1421714476346.00,0.002131594,0.001065797,-0.003197924
1421714476365.00,0.002131594,0.008526376,-0.023448868
1421714476386.00,-0.007461112,0.02131674,-0.033041574
1421714476407.00,-0.023448868,0.018119348,-0.023448868
1421714476426.00,-0.01811988,0.011724034,-0.010659036
1421714476450.00,0.012789832,0.001065797,-0.005329518
1421714476463.00,0.023448335,-0.008526909,0.001065797
1421714476483.00,0.010658237,-0.009593239,0.010658237
1421714476503.00,0.003197391,-0.004263721,0.005328985
1421714476523.00,0,0.002131594,-0.009593239
1421714476544.00,-0.014922224,0.003197391,-0.01279063
1421714476562.00,-0.01811988,-0.00106633,-0.00106633
1421714476582.00,-0.008526909,-0.014922224,0.002131594
1421714476603.00,0.008526376,-0.008526909,-0.003197924
1421714476624.00,0.020250943,-0.002132127,-0.003197924
1421714476643.00,0.01705302,-0.009593239,0
1421714476663.00,0.006394783,-0.010659036,0
1421714476684.00,-0.003197924,0.003197391,-0.007461112
1421714476704.00,-0.01279063,0.00959244,-0.006395315
1421714476723.00,-0.015988022,0.007460579,-0.004263721
1421714476744.00,-0.01279063,0.003197391,0.001065797
1421714476763.00,0,-0.002132127,0.012789832
1421714476786.00,0.004263188,0.005328985,0.01705302
1421714476805.00,0.008526376,0.005328985,0.013855628
1421714476825.00,0.008526376,0.001065797,0.007460579
1421714476844.00,0.012789832,0.002131594,0.005328985
1421714476864.00,0.012789832,-0.002132127,0
1421714476889.00,0.011724034,-0.00106633,-0.003197924
1421714476904.00,0.006394783,-0.002132127,-0.004263721
1421714476924.00,0.007460579,-0.00106633,0
1421714476943.00,0.00959244,-0.002132127,-0.002132127
1421714476964.00,0.014921425,0.003197391,0.003197391
1421714476984.00,0.015987223,0.002131594,0.015987223
1421714477004.00,0.006394783,-0.002132127,0.012789832
1421714477023.00,-0.003197924,-0.00106633,-0.003197924
1421714477043.00,-0.003197924,0.004263188,-0.006395315
1421714477063.00,0.005328985,0.001065797,0.004263188
1421714477082.00,0.018119348,0.001065797,0.010658237
1421714477102.00,0.02131674,-0.008526909,0.012789832
1421714477122.00,0.014921425,-0.008526909,0.008526376
1421714477144.00,0.010658237,-0.004263721,0.007460579
1421714477162.00,0.002131594,0.005328985,0.010658237
1421714477187.00,-0.002132127,0.00959244,0.003197391
1421714477208.00,0.002131594,0.004263188,-0.003197924
1421714477224.00,0.004263188,-0.007461112,-0.003197924
1421714477243.00,0.002131594,0.001065797,0.006394783
1421714477265.00,0.012789832,0.006394783,0.014921425
1421714477317.00,0.014921425,0.004263188,0.00959244
1421714477318.00,0.006394783,-0.004263721,0.003197391
1421714477328.00,-0.002132127,-0.004263721,-0.00106633
1421714477342.00,-0.008526909,-0.00106633,0.010658237
1421714477368.00,-0.011724833,-0.003197924,0.011724034
1421714477382.00,-0.002132127,-0.002132127,0.00959244
1421714477402.00,0.007460579,-0.005329518,0.001065797
1421714477422.00,0.010658237,-0.011724833,-0.00106633
1421714477444.00,0.006394783,-0.01279063,-0.005329518
1421714477462.00,0.004263188,-0.010659036,-0.005329518
1421714477528.00,-0.00106633,-0.007461112,-0.00106633
1421714477529.00,-0.00106633,-0.008526909,0.005328985
1421714477529.00,0.003197391,-0.008526909,0.011724034
1421714477545.00,0.006394783,-0.003197924,0.010658237
1421714477596.00,0.008526376,-0.002132127,0.007460579
1421714477596.00,0,0.001065797,0.012789832
1421714477606.00,-0.006395315,0.006394783,0.01705302
1421714477648.00,-0.00106633,0.001065797,0.013855628
1421714477652.00,-0.006395315,-0.003197924,0.004263188
1421714477663.00,-0.003197924,0.001065797,0.006394783
1421714477696.00,0.007460579,-0.00106633,0.010658237
1421714477705.00,0.011724034,-0.00106633,0.005328985
1421714477724.00,0.012789832,-0.003197924,0.001065797
1421714477757.00,0.006394783,0,0.006394783
1421714477764.00,-0.005329518,0.001065797,0.010658237
1421714477782.00,-0.011724833,0.004263188,0.006394783
1421714477809.00,-0.007461112,0.001065797,0.003197391
1421714477867.00,0.004263188,0,0.001065797
1421714477867.00,0.010658237,-0.002132127,0.004263188
1421714477868.00,0.013855628,-0.010659036,0
1421714477882.00,0.013855628,-0.002132127,-0.004263721
1421714477911.00,0.010658237,-0.002132127,-0.002132127
1421714477924.00,0.007460579,0.002131594,0.004263188
1421714477951.00,0.011724034,0.015987223,0.001065797
1421714477962.00,0.020250943,0.022382537,-0.008526909
1421714477992.00,0.024514131,0.012789832,-0.019185679
1421714478002.00,0.028777853,0.014921425,-0.025580462
1421714478026.00,0.056489907,0.047962997,-0.043700077
1421714478044.00,0.10338711,0.082070366,-0.061819427
1421714478078.00,0.09912392,0.05542411,-0.0842025
1421714478083.00,0.07674085,-0.01279063,-0.0842025
1421714478146.00,0.046897203,-0.053292517,-0.081005104
1421714478146.00,0.05542411,-0.01811988,-0.07674138
1421714478146.00,0.061818894,0.013855628,-0.06075363
1421714478185.00,0.046897203,0.02131674,-0.033041574
1421714478185.00,0.029843649,0.006394783,-0.003197924
1421714478212.00,0.02131674,0.004263188,0.01705302
1421714478222.00,0.027712055,0.03304104,0.02557993
1421714478248.00,0.018119348,0.040501885,0.03943609
1421714478286.00,0.09699179,0.12470385,0.06501655
1421714478287.00,0.20464262,0.20037943,0.056489907
1421714478323.00,0.25154036,0.21423534,0.04369928
1421714478324.00,0.23128888,0.18226008,0.03410684
1421714478342.00,0.06288496,0.14069188,0.020250943
1421714478382.00,-0.002132127,-0.0842025,0.0948602
1421714478382.00,-0.002132127,-0.11404615,-0.011724833
1421714478413.00,0.031975243,-0.037305295,0.011724034
1421714478423.00,-0.051160924,-0.05649044,0.08633356
1421714478472.00,-0.027712587,-0.07034633,0.088465154
1421714478473.00,-0.021317273,-0.054358847,0.045831405
1421714478485.00,-0.031975776,-0.034107372,0.057555705
1421714478504.00,-0.051160924,-0.039436888,0.063950755
1421714478522.00,-0.05968783,-0.04476614,0.044765607
1421714478542.00,-0.05649044,-0.05649044,0.022382537
1421714478566.00,-0.053292517,-0.073543996,0.011724034
1421714478586.00,-0.051160924,-0.0852683,0.015987223
1421714478605.00,-0.040502686,-0.07674138,0.010658237
1421714478625.00,-0.037305295,-0.05649044,0.011724034
1421714478647.00,-0.061819427,-0.06501735,0.02131674
1421714478669.00,-0.10125605,-0.10445344,0.029843649
1421714478689.00,-0.15987755,-0.16840446,0.031975243
1421714478710.00,-0.18332642,-0.17906323,0.02557993
1421714478725.00,-0.12683651,-0.0831367,0.036238696
1421714478748.00,-0.007461112,0.06608235,0.054358315
1421714478765.00,0.044765607,0.088465154,0.060753096
1421714478785.00,-0.006395315,-0.008526909,0.052226186
1421714478806.00,-0.034107372,-0.06501735,0.023448335
1421714478828.00,0.015987223,-0.027712587,-0.002132127
1421714478845.00,0.019185146,-0.009593239,-0.020251475
1421714478864.00,-0.007461112,-0.013856427,-0.013856427
1421714478883.00,0.006394783,-0.013856427,-0.004263721
1421714478903.00,0.010658237,-0.00106633,-0.029844182
1421714478925.00,-0.01279063,0.007460579,-0.05222672
