time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421715329025.00,0,0,0,0,0,0,0,0
1421715329034.00,11.2,0,3.3,11,0,3.2,0,1.6
1421715329051.00,0,0,0,1.6,6.5,1.6,5.1,0
1421715329056.00,3.2,0,0,0,6.5,0,0,0
1421715329067.00,0,0,0,6.2,8.1,1.6,6.8,3.2
1421715329076.00,0,0,0,1.6,11.4,7.9,6.8,3.2
1421715329080.00,0,5.3,0,9.4,6.5,1.6,8.5,4.9
1421715329110.00,12.6,5.3,8.3,1.6,3.2,22.5,5.1,1.6
1421715329116.00,6.2,5.3,13.3,6.2,0,3.2,6.8,3.2
1421715329121.00,23.7,3.5,6.6,7.8,4.9,1.6,5.1,3.2
1421715329132.00,7.8,3.5,8.3,1.6,4.9,1.6,8.5,4.9
1421715329138.00,7.8,0,1.6,0,6.5,0,8.5,3.2
1421715329145.00,6.2,0,6.6,7.7,0,3.2,10.2,9.8
1421715329149.00,7.8,5.3,10,7.7,4.9,1.6,6.8,4.9
1421715329151.00,12.6,7,6.6,12.4,4.9,1.6,6.8,3.2
1421715329153.00,6.2,5.3,10,7.7,4.9,0,8.5,6.5
1421715329156.00,9.4,1.7,6.6,0,4.9,1.6,6.8,0
1421715329159.00,7.8,5.3,6.6,15.4,6.5,1.6,8.5,8.1
1421715329165.00,7.8,5.3,8.3,15.4,4.9,1.6,8.5,6.5
1421715329169.00,7.8,0,6.6,15.4,13,1.6,8.5,13
1421715329171.00,9.4,7,8.3,15.4,4.9,1.6,6.8,8.1
1421715329174.00,7.8,7,8.3,15.4,6.5,1.6,6.8,0
1421715329179.00,7.8,7,8.3,15.4,4.9,1.6,8.5,17.7
1421715329182.00,7.8,7,8.3,20.1,4.9,1.6,10.2,17.7
1421715329184.00,7.8,12.3,11.6,15.4,4.9,1.6,1.7,21
1421715329186.00,9.4,14.1,8.3,24.8,6.5,1.6,6.8,17.7
1421715329189.00,9.4,3.5,11.6,17,13,0,11.9,17.7
1421715329203.00,9.4,8.8,8.3,10.7,3.2,0,8.5,17.7
1421715329205.00,11,15.9,10,13.8,6.5,7.9,10.2,17.7
1421715329208.00,6.2,12.3,8.3,15.4,4.9,9.4,8.5,17.7
1421715329211.00,11,10.5,8.3,18.5,6.5,7.9,6.8,22.6
1421715329213.00,14.1,12.3,8.3,15.4,4.9,7.9,1.7,22.6
1421715329216.00,12.6,8.8,5,12.3,0,7.9,6.8,17.7
