time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421632152401.00,0,0,0,0,0,0,0,0
1421632152408.00,3.2,0,0,0,0,0,0,0
1421632152412.00,0,3.5,1.7,0,0,0,0,0
1421632152421.00,0,1.8,1.7,1.6,0,0,0,0
1421632152425.00,0,0,3.3,0,4.9,0,0,0
1421632152439.00,0,10.4,0,0,3.3,0,0,0
1421632152449.00,1.6,10.4,0,1.6,3.3,0,0,0
1421632152457.00,3.2,8.7,0,1.6,3.3,0,0,0
1421632152462.00,0,10.4,1.7,0,0,0,0,0
1421632152468.00,0,10.4,0,0,3.3,0,0,0
1421632152474.00,0,10.4,0,0,3.3,0,0,0
1421632152480.00,0,10.4,0,0,3.3,0,0,0
1421632152502.00,0,10.4,0,0,3.3,0,0,0
1421632152517.00,0,10.4,0,3.1,3.3,0,0,0
1421632152530.00,0,10.4,0,3.1,3.3,0,0,0
1421632152545.00,0,10.4,0,3.1,3.3,0,0,0
1421632152556.00,0,10.4,0,4.7,3.3,0,0,0
1421632152560.00,0,10.4,1.7,3.1,3.3,0,1.7,1.7
1421632152567.00,0,10.4,1.7,3.1,4.9,0,1.7,0
1421632152581.00,1.6,8.7,1.7,4.7,3.3,1.6,1.7,0
1421632152597.00,0,10.4,3.3,3.1,3.3,1.6,1.7,1.7
1421632152607.00,0,8.7,1.7,3.1,3.3,0,1.7,0
1421632152611.00,0,10.4,0,4.7,3.3,0,1.7,0
1421632152614.00,1.6,10.4,0,3.1,3.3,0,1.7,0
1421632152627.00,0,10.4,0,4.7,3.3,0,1.7,1.7
1421632152630.00,0,8.7,0,3.1,3.3,0,1.7,3.4
1421632152633.00,0,10.4,1.7,3.1,3.3,0,0,1.7
1421632152641.00,1.6,8.7,1.7,6.3,3.3,3.1,0,1.7
1421632152644.00,3.2,15.7,0,4.7,3.3,3.1,1.7,0
1421632152646.00,0,10.4,0,7.9,6.5,6.3,0,10
