time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421109978281.00,0,0,0,0,0,0,0,0
1421109978292.00,0,0,0,0,0,17.5,13.6,1.5
1421109978296.00,0,1.8,0,1.5,0,55.4,10.5,1.5
1421109978301.00,0,0,0,1.5,28.1,41.3,9,0
1421109978307.00,0,0,0,1.5,0,60.2,10.5,0
1421109978313.00,1.7,0,0,1.5,0,63.8,10.5,1.5
1421109978319.00,1.7,0,0,1.5,4.4,69.9,10.5,1.5
1421109978333.00,0,0,4.9,0,0,65,15.1,0
1421109978357.00,16.3,3.6,0,4.5,4.4,67.4,10.5,60
1421109978367.00,21.3,0,14.3,4.5,0,71.1,10.5,3
1421109978372.00,18,13.8,25.7,0,0,76,41.6,6.1
1421109978377.00,16.3,27.8,20.8,11.8,27.5,60.2,0,6.1
1421109978380.00,0,36.8,24.1,20.8,12.9,69.9,56.7,7.6
1421109978386.00,17.9,40.4,37.3,0,32,7.6,20.9,6.1
1421109978401.00,21.2,13.8,7.9,22.3,5.7,79.7,56.7,6.1
1421109978407.00,19.6,35,17.6,17.8,0,94.8,56.7,13.7
1421109978411.00,22.9,35,17.6,22.3,17.1,142.6,0,3
1421109978415.00,44.8,13.8,33.9,20.8,17.1,103.8,20.9,6.1
1421109978420.00,13,40.4,24.1,11.8,54.3,94.8,20.9,6.1
1421109978431.00,21.2,40.4,19.2,22.3,17.1,101.2,20.9,6.1
1421109978460.00,21.2,47.6,12.7,22.3,2.8,103.8,51.9,13.7
1421109978467.00,34.6,36.8,19.2,22.3,17.1,99.9,0,12.2
1421109978470.00,39.7,66.2,17.6,16.3,18.6,120.9,22.3,3
1421109978473.00,21.2,36.8,19.2,20.8,17.1,133,22.3,6.1
1421109978484.00,44.8,27.8,0,19.3,57.4,135.7,22.3,0
1421109978497.00,19.6,38.6,19.2,20.8,17.1,141.2,22.3,15
1421109978502.00,21.2,33.2,20.8,85.8,33.2,137.1,16.3,12
1421109978505.00,21.2,35,17.6,20.8,17.1,139.8,22.3,15
1421109978514.00,21.2,35,17.6,22.3,17.1,139.8,22.3,16.6
1421109978520.00,51.7,35,0,19.3,17.1,141.2,33,0
1421109978532.00,21.2,35,17.6,22.3,7.1,137.1,58.2,44.6
1421109978535.00,51.7,35,17.6,22.3,15.7,138.4,0,13.5
1421109978538.00,13,36.8,37.3,22.3,17.1,138.4,29.6,15
1421109978541.00,6.5,31.4,38.9,25.3,12.8,141.2,28.1,16.6
1421109978545.00,21.2,35,12.7,19.3,57.4,153.7,5.8,19.6
1421109978548.00,19.6,35,17.6,20.8,2.8,142.6,52.7,44.6
1421109978552.00,24.5,35,17.6,22.3,17.1,143.9,0,9
1421109978555.00,43.1,38.6,11.1,23.8,15.7,145.3,43,16.6
1421109978560.00,13,31.4,62.7,29.9,1.4,142.6,35.4,15
1421109978563.00,17.9,35,7.9,19.3,18.6,123.5,35.4,15
1421109978568.00,19.6,36.8,22.4,23.8,0,137.1,36.9,10.5
1421109978573.00,17.9,35,17.6,22.3,39.2,141.2,23.3,0
1421109978576.00,21.2,35,17.6,22.3,39.2,142.6,35.4,15
1421109978580.00,19.6,33.2,12.7,22.3,29.2,145.3,33.8,22.7
1421109978584.00,19.6,35,17.6,22.3,39.2,142.6,35.4,15
1421109978587.00,21.2,40.4,17.6,22.3,39.2,146.7,35.4,15
1421109978589.00,19.6,33.2,19.2,22.3,39.2,146.7,35.4,13.5
1421109978592.00,19.6,33.2,17.6,22.3,39.2,152.3,35.4,15
1421109978596.00,19.6,33.2,17.6,22.3,40.6,155.1,35.4,15
1421109978601.00,19.6,33.2,17.6,22.3,39.2,149.5,35.4,16.6
1421109978604.00,0,0,17.6,22.3,39.2,150.9,35.4,22.7
1421109978609.00,9.7,36.8,0,46.9,37.8,141.2,33.8,15
1421109978620.00,19.6,33.2,0,22.3,39.2,145.3,35.4,16.6
1421109978623.00,19.6,0,15.9,34.5,55.3,120.9,55.4,15
1421109978630.00,19.6,33.2,17.6,0,24.9,143.9,71.2,41.5
1421109978632.00,13,13.8,17.6,22.3,22.1,141.2,13,15
1421109978635.00,46.6,3.4,24.1,22.3,37.8,160.8,27.8,16.6
1421109978637.00,17.9,40.4,37.3,0,55.3,137.1,33.8,15
1421109978640.00,21.2,13.8,12.7,22.3,39.2,186.9,33.8,10.5
1421109978642.00,19.6,31.4,17.6,11.8,10.9,150.9,47.6,18.1
1421109978649.00,24.5,33.2,17.6,34.5,33.4,148.1,0,12
1421109978654.00,44.8,3.4,30.6,20.8,39.2,143.9,33.8,15
1421109978682.00,11.3,35,17.6,79.1,37.8,139.8,32.3,74
1421109978686.00,19.6,13.8,3.2,20.8,17.9,142.6,46,15
1421109978721.00,19.6,51.3,19.2,20.8,22.1,138.4,66.4,21.2
1421109978757.00,19.6,33.2,17.6,85.8,67.3,141.2,23.3,12
1421109978759.00,24.5,13.8,45.6,20.8,37.8,137.1,35.4,15
1421109978792.00,8.1,33.2,0,20.8,67.3,138.4,35.4,15
1421109978827.00,21.2,33.2,0,17.8,45,141.2,27.8,16.6
