time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421110370696.00,0,0,0,0,0,0,0,0
1421110370707.00,35.1,0,0,0,10.2,0,0,0
1421110370714.00,0,0,1.6,1.5,0,2.6,0,0
1421110370725.00,0,0,0,1.5,1.4,3.8,3,0
1421110370730.00,0,18.9,0,1.5,0,0,0,0
1421110370738.00,0,18.9,1.6,1.5,0,0,0,0
1421110370744.00,0,20.7,1.6,1.5,0,0,0,0
1421110370755.00,0,18.9,1.6,1.5,0,0,0,0
1421110370762.00,0,18.9,0,1.5,0,0,0,0
1421110370778.00,0,18.9,1.6,1.5,0,0,0,0
1421110370794.00,0,18.9,1.6,1.5,0,0,0,0
1421110370802.00,0,18.9,1.6,1.5,0,2.5,28.1,3.1
1421110370806.00,1.6,20.7,3.2,0,0,15.5,28.1,1.5
1421110370810.00,0,20.7,0,1.5,0,7.7,28.1,1.5
1421110370812.00,0,20.7,1.6,1.5,0,3.8,28.1,1.5
1421110370818.00,0,33,1.6,1.5,0,5.1,28.1,1.5
1421110370826.00,0,20.7,1.6,1.5,0,3.8,28.1,1.5
1421110370831.00,0,20.7,0,1.5,0,15.5,28.1,0
1421110370847.00,0,18.9,16.1,1.5,0,5.1,28.1,1.5
1421110370849.00,11.5,20.7,4.8,1.5,0,3.8,28.1,0
1421110370859.00,0,20.7,4.8,1.5,0,6.4,17.6,0
1421110370866.00,0,20.7,4.8,0,0,5.1,40.3,0
1421110370878.00,1.6,18.9,4.8,9,1.4,6.4,34.2,1.5
1421110370881.00,0,18.9,14.5,9,0,5.1,28.1,0
1421110370888.00,0,18.9,3.2,7.5,0,1.3,28.1,0
1421110370891.00,0,18.9,3.2,7.5,10.2,3.8,28.1,0
1421110370894.00,0,18.9,3.2,7.5,0,2.5,28.1,0
1421110370896.00,0,18.9,3.2,9,0,0,28.1,0
1421110370899.00,0,18.9,3.2,9,0,1.3,28.1,0
1421110370903.00,0,18.9,3.2,35.1,1.4,1.3,28.1,0
1421110370907.00,1.6,18.9,3.2,7.5,0,1.3,28.1,0
1421110370917.00,1.6,18.9,3.2,9,0,1.3,28.1,0
1421110370924.00,1.6,18.9,3.2,9,0,2.5,28.1,0
1421110370931.00,1.6,18.9,3.2,9,0,2.5,28.1,0
1421110370934.00,1.6,18.9,3.2,9,0,0,28.1,0
1421110370943.00,1.6,18.9,3.2,9,0,0,28.1,0
1421110370946.00,0,18.9,14.5,9,0,5.1,28.1,0
1421110370949.00,1.6,18.9,4.8,9,0,5.1,28.1,0
1421110370957.00,1.6,18.9,4.8,9,0,5.1,28.1,0
1421110370964.00,1.6,18.9,4.8,7.5,1.4,5.1,31.1,0
1421110370979.00,1.6,20.7,4.8,9,0,3.8,28.1,1.5
1421110370983.00,1.6,18.9,17.7,9,0,5.1,28.1,0
1421110370985.00,1.6,18.9,4.8,9,0,5.1,28.1,0
1421110371015.00,1.6,18.9,4.8,9,0,3.8,16.1,0
1421110371018.00,1.6,18.9,4.8,6,0,5.1,32.6,0
1421110371025.00,1.6,18.9,4.8,9,1.4,5.1,26.6,1.5
1421110371029.00,1.6,18.9,16.1,9,0,6.4,28.1,0
1421110371031.00,1.6,20.7,4.8,9,0,6.4,28.1,0
1421110371033.00,1.6,18.9,4.8,43,0,2.5,11.7,4.6
1421110371036.00,0,0,4.8,46.2,4.3,5.1,14.6,0
1421110371047.00,26.2,36.6,0,0,5.7,26,26.6,10.6
1421110371053.00,8.1,17.2,70.4,64.8,7.2,0,25.1,16.7
1421110371063.00,9.7,20.7,1.6,29.3,48.9,39.8,28.1,0
1421110371066.00,9.7,43.8,4.8,32.3,0,7.5,40.3,4.5
1421110371068.00,6.5,0,3.2,71.2,8.6,20.2,11.7,0
1421110371071.00,67.5,53.9,4.8,11.6,7.1,39.8,25.1,37
1421110371073.00,9.7,29,4.8,32.3,10,10,25.1,94.4
1421110371077.00,38,30.8,0,33.8,10,18.9,28.1,14.6
1421110371080.00,9.7,53.9,7.9,32.3,0,0,40.3,26.4
1421110371082.00,9.7,0,6.3,60.1,28.3,19.9,29.6,35.5
1421110371086.00,80.1,53.9,9.5,23.3,21.1,37.9,19.1,37
1421110371090.00,9.7,29,19.2,32.3,24,28.8,28.1,35.5
1421110371095.00,9.7,30.8,9.5,32.3,31.2,28.8,28.1,37
1421110371101.00,6.5,41.3,12.8,27.8,25.4,27.6,28.1,34
1421110371103.00,11.3,32.5,0,32.3,25.4,28.8,29.6,35.5
1421110371111.00,80.1,39.6,11.1,23.3,21.1,30.1,11.7,35.5
1421110371113.00,9.7,29,11.1,33.8,24,27.6,28.1,35.5
1421110371116.00,0,27.3,0,0,25.4,11.1,32.6,0
1421110371118.00,9.7,30.8,23.6,32.3,24,28.8,28.1,37
1421110371120.00,9.7,29,23.6,32.3,24,28.8,28.1,35.5
1421110371126.00,9.7,29,23.6,23.3,24,28.8,28.1,37
1421110371133.00,11.3,29,23.6,36.9,26.9,8.6,14.6,35.5
1421110371142.00,16.3,10.1,25.2,32.3,24,25,28.1,20.5
1421110371145.00,6.5,53.9,36.5,11.6,26.9,25,28.1,61.9
1421110371149.00,9.7,11.8,22,32.3,2.8,27.6,28.1,35.5
1421110371151.00,9.7,29,22,0,15.4,27.6,34.2,20.5
1421110371153.00,11.3,29,23.6,32.3,24,8.6,8.7,35.5
1421110371155.00,24.5,10.1,26.8,32.3,24,26.3,28.1,32.5
1421110371160.00,8.1,53.9,49.7,0,31.2,22.4,28.1,35.5
1421110371165.00,9.7,0,20.4,46,37.1,18.6,59.1,35.5
1421110371170.00,9.7,36,26.8,23.3,1.4,23.7,8.7,38.6
