time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421715783007.00,0,0,0,0,0,0,0,0
1421715783022.00,0,5.2,0,0,3.2,0,0,0
1421715783029.00,0,0,1.6,7.7,0,0,3.4,1.6
1421715783034.00,0,1.7,0,3.1,13,10.9,0,1.6
1421715783039.00,0,0,1.6,7.7,0,0,1.7,1.6
1421715783045.00,1.6,1.7,13.3,12.3,0,1.6,0,1.6
1421715783051.00,1.6,1.7,1.6,7.7,6.4,0,1.7,1.6
1421715783061.00,1.6,8.7,10,9.2,12.9,1.6,0,0
1421715783067.00,1.6,1.7,1.6,9.2,8,1.6,10,1.6
1421715783075.00,11.1,1.7,3.3,9.2,12.9,6.2,10,4.8
1421715783083.00,0,1.7,0,7.7,6.4,0,10,1.6
1421715783087.00,9.5,1.7,6.6,7.7,4.8,3.1,10,1.6
1421715783096.00,4.7,1.7,6.6,12.3,0,3.1,8.3,0
1421715783100.00,1.6,0,1.6,0,6.4,1.5,8.3,0
1421715783102.00,4.7,12.1,3.3,9.2,6.4,4.7,3.3,6.4
1421715783105.00,1.6,8.6,4.9,9.2,9.6,0,8.3,6.4
1421715783111.00,0,1.7,1.6,10.7,3.2,9.3,11.7,9.6
1421715783114.00,0,1.7,1.6,9.2,6.4,3.1,10,12.8
1421715783127.00,15.8,8.6,6.6,10.7,4.8,9.3,10,8
1421715783130.00,4.7,8.6,9.9,13.8,1.6,1.5,8.3,8
1421715783134.00,6.3,8.6,3.3,13.8,6.4,9.3,5,6.4
1421715783137.00,6.3,10.4,8.3,9.2,1.6,9.3,10,8
1421715783139.00,6.3,13.8,1.6,12.3,6.4,7.7,10,4.8
1421715783143.00,1.6,8.6,6.6,10.7,12.9,15.5,10,11.2
1421715783152.00,4.7,8.6,0,7.7,4.8,1.5,10,9.6
1421715783154.00,6.3,8.6,3.3,9.2,6.4,7.7,10,8
1421715783157.00,0,8.6,3.3,10.7,4.8,9.3,10,8
1421715783164.00,7.8,8.6,4.9,6.1,6.4,9.3,10,6.4
1421715783176.00,7.8,8.6,3.3,12.3,6.4,7.7,10,8
1421715783184.00,7.8,0,0,6.1,0,7.7,11.7,8
1421715783187.00,6.2,8.6,3.3,9.2,9.6,9.3,10,8
1421715783194.00,6.2,6.9,4.9,9.2,11.2,3.1,11.7,9.6
1421715783201.00,6.2,6.9,3.3,9.2,8,9.3,11.7,8
1421715783204.00,0,6.9,3.3,13.8,6.4,9.3,11.7,8
1421715783208.00,6.2,6.9,3.3,10.7,9.6,9.3,11.7,8
1421715783214.00,6.2,6.9,1.6,10.7,9.6,9.3,8.3,14.4
1421715783217.00,6.2,0,3.3,9.2,3.2,9.3,10,6.4
1421715783220.00,6.2,5.2,9.9,10.7,0,10.8,11.7,8
1421715783223.00,4.7,8.6,3.3,9.2,9.6,1.5,11.7,8
1421715783225.00,6.2,5.2,1.6,7.7,11.2,3.1,21.8,9.6
1421715783231.00,1.6,5.2,3.3,13.8,8,7.7,11.7,8
1421715783234.00,6.2,6.9,3.3,10.7,11.2,13.9,23.5,4.8
1421715783237.00,4.7,5.2,3.3,10.7,11.2,9.3,10,12.8
1421715783241.00,4.7,0,4.9,9.2,4.8,9.3,11.7,8
1421715783249.00,4.7,5.2,6.6,9.2,19.3,7.7,11.7,4.8
1421715783276.00,6.2,6.9,3.3,10.7,9.6,7.7,11.7,9.6
1421715783283.00,6.2,5.2,3.3,9.2,11.2,12.4,10,1.6
1421715783307.00,0,6.9,6.6,15.4,9.6,7.7,11.7,6.4
1421715783342.00,0,13.8,4.9,9.2,11.2,9.3,0,8
1421715783368.00,10.9,5.2,1.6,24.8,8,7.7,11.6,11.2
1421715783404.00,17.2,5.2,3.3,10.7,9.6,15.5,13.3,8
1421715783434.00,9.3,0,1.6,10.7,16,9.3,13.3,1.6
1421715783437.00,12.4,13.7,3.3,9.2,6.4,7.7,13.3,1.6
1421715783489.00,9.3,8.5,8.3,9.2,11.2,9.3,15,9.6
1421715783492.00,9.3,13.7,6.6,18.5,11.2,7.7,13.3,6.4
1421715783536.00,10.9,12,1.6,9.2,11.2,10.8,5,11.2
1421715783565.00,9.3,22.4,3.3,10.7,9.6,9.3,16.7,11.2
1421715783585.00,10.9,6.8,1.6,9.2,16,15.5,13.3,8
1421715783643.00,7.7,17.1,3.3,10.7,12.8,9.3,13.3,0
1421715783652.00,12.4,12,9.9,12.3,1.6,7.7,13.3,9.6
1421715783701.00,9.3,12,0,1.5,11.2,0,13.3,8
1421715783709.00,7.7,13.7,16.6,18.5,11.2,21.4,13.3,6.4
1421715783714.00,9.3,12,19.9,3.1,9.6,22.9,8.3,6.4
1421715783760.00,10.9,13.7,6.6,9.2,9.6,22.9,20.1,6.4
1421715783765.00,10.9,6.8,6.6,13.8,12.8,22.9,13.3,8
1421715783793.00,4.6,6.8,8.2,10.7,6.4,15.2,6.6,6.4
1421715783845.00,9.3,13.7,6.6,9.2,1.6,22.9,13.3,17.7
1421715783854.00,1.5,6.8,1.6,7.7,9.6,22.9,11.6,11.2
1421715783898.00,18.7,13.7,11.5,17,11.2,27.6,13.3,8
1421715783933.00,9.3,12,4.9,7.7,9.6,22.9,11.6,8
1421715783953.00,9.3,12,8.2,26.4,11.2,21.4,16.7,8
1421715783959.00,20.3,13.7,3.3,9.2,12.8,24.5,13.3,8
1421715783975.00,9.3,15.4,6.6,9.2,6.4,18.3,8.3,0
1421715784045.00,9.3,12,6.6,7.7,4.8,26,13.3,14.4
1421715784060.00,4.6,6.8,0,9.2,9.6,21.4,11.6,11.2
1421715784070.00,14,13.7,16.5,7.7,11.2,21.4,13.3,11.2
1421715784089.00,9.3,12,8.2,1.5,9.6,22.9,15,9.6
1421715784125.00,9.3,12,9.8,9.2,11.2,33.9,13.3,9.6
1421715784156.00,6.2,10.2,9.8,9.2,11.2,22.9,11.6,8
1421715784211.00,7.7,12,8.2,10.7,11.2,21.4,5,9.6
1421715784218.00,4.6,8.5,9.8,15.4,11.2,27.6,11.6,9.6
1421715784237.00,4.6,6.8,9.8,0,1.6,21.4,13.3,9.6
1421715784241.00,14,8.5,9.8,9.2,11.2,24.5,15,25.8
1421715784278.00,18.7,8.5,9.8,7.7,12.8,21.4,13.3,9.6
1421715784324.00,9.3,10.2,18.1,10.7,0,24.5,13.3,6.4
1421715784332.00,3.1,10.2,9.8,10.7,11.2,22.9,11.6,4.8
1421715784373.00,9.3,10.2,1.6,9.2,9.6,13.6,13.3,9.6
1421715784410.00,10.9,13.7,8.2,17,12.8,35.5,13.3,9.6
1421715784433.00,0,10.2,9.8,10.7,11.2,22.9,5,9.6
1421715784456.00,0,12,9.8,9.2,12.8,22.9,23.5,12.8
1421715784461.00,12.3,8.5,9.8,10.7,17.6,21.4,11.6,8
1421715784495.00,13.9,10.2,1.6,12.3,32.4,22.9,13.3,0
1421715784550.00,9.2,6.8,9.8,9.2,12.8,24.5,21.8,0
1421715784569.00,17,13.7,0,10.7,9.6,15.2,13.3,9.6
1421715784594.00,13.9,13.7,9.8,13.8,12.8,32.3,13.3,6.4
1421715784618.00,3.1,13.7,8.1,10.7,11.2,22.9,8.3,9.6
1421715784655.00,26.5,15.4,11.4,17,11.2,21.4,11.6,8
1421715784678.00,17,13.7,11.4,12.3,16,21.4,10,8
1421715784703.00,17,15.4,14.7,9.2,11.2,22.9,13.3,0
1421715784744.00,15.5,13.7,11.4,7.7,12.8,22.9,13.3,8
1421715784766.00,20.2,17.1,0,10.7,14.4,19.8,11.6,8
1421715784799.00,18.6,17.1,14.7,10.7,11.2,22.9,11.6,3.2
1421715784803.00,20.2,18.9,13.1,10.7,12.8,21.4,11.6,8
1421715784824.00,21.8,20.6,11.4,6.1,1.6,21.4,11.6,9.6
1421715784846.00,10.8,13.7,13.1,12.3,14.4,21.4,11.6,9.6
1421715784881.00,17,0,14.7,10.7,11.2,22.9,11.6,1.6
1421715784908.00,17,23.8,13.1,7.7,12.8,16.7,6.6,0
1421715784945.00,17,25.5,13.1,17,11.2,29.2,20.1,23.7
1421715784978.00,13.9,23.8,19.7,9.2,11.2,16.7,13.3,23.7
1421715784998.00,17,32.4,14.7,9.2,11.2,15.2,11.6,25.3
1421715785041.00,13.9,16.9,6.5,7.7,9.6,21.4,13.3,23.7
1421715785064.00,10.8,23.8,13.1,10.7,20.9,22.9,11.6,23.7
1421715785101.00,23.3,23.8,13.1,9.2,11.2,22.9,11.6,18.9
1421715785105.00,17,25.5,13.1,10.7,27.4,21.4,10,28.5
1421715785137.00,17,34.2,11.4,9.2,9.6,26,16.7,25.3
1421715785146.00,18.6,30.7,11.4,9.2,12.8,16.7,13.3,23.7
1421715785210.00,15.5,25.5,13.1,9.2,11.2,15.2,11.6,23.7
1421715785232.00,12.3,16.9,6.5,9.2,9.6,21.4,11.6,23.7
1421715785253.00,17,32.4,14.7,1.5,12.8,26,13.3,23.7
1421715785287.00,17,25.5,0,9.2,3.2,21.4,11.6,22.1
1421715785297.00,17,30.7,14.7,9.2,9.6,21.4,11.6,26.9
1421715785337.00,15.5,30.7,14.7,4.6,3.2,21.4,11.6,23.7
1421715785382.00,21.8,23.8,19.6,9.2,12.8,16.7,11.6,22.1
1421715785396.00,18.6,25.5,16.3,9.2,11.2,15.2,13.3,23.7
1421715785411.00,10.8,22,13,0,11.2,21.4,13.3,23.7
1421715785470.00,15.5,30.7,16.3,18.5,9.6,21.4,11.6,23.7
1421715785478.00,13.9,23.8,16.3,9.2,20.9,12.1,11.6,22.1
1421715785503.00,13.9,23.8,16.3,10.7,12.8,35.5,11.6,22.1
1421715785520.00,10.8,23.8,24.6,7.7,6.4,12.1,11.6,23.7
1421715785549.00,13.9,23.8,26.3,7.7,11.2,21.4,6.6,23.7
1421715785654.00,15.5,23.8,21.3,12.3,14.4,24.5,8.3,25.3
1421715785665.00,18.6,25.5,13,6.1,3.2,21.4,11.6,22.1
1421715785689.00,21.8,30.7,21.3,9.2,19.2,26,11.6,35
1421715785699.00,28.1,44.8,16.3,9.2,11.2,18.3,11.6,23.7
1421715785724.00,34.5,55.5,9.7,9.2,11.2,22.9,11.6,22.1
1421715785730.00,42.6,70.2,16.3,13.8,12.8,22.9,11.6,25.3
1421715785746.00,62.5,87,16.3,12.3,12.8,24.5,6.6,23.7
1421715785773.00,57.5,79.4,14.7,9.2,12.8,24.5,11.6,30.1
1421715785779.00,62.5,75.7,16.3,10.7,14.4,21.4,15,23.7
1421715785830.00,65.9,81.3,19.6,10.7,19.2,26,13.3,33.4
1421715785850.00,67.6,85.1,16.3,10.7,14.4,21.4,15,23.7
1421715785861.00,70.9,87,16.3,9.2,12.8,26,13.3,25.3
1421715785910.00,67.6,88.8,16.3,15.4,11.2,22.9,13.3,23.7
1421715785932.00,62.5,98.4,18,10.7,12.8,24.5,0,26.9
1421715785966.00,72.7,88.8,14.7,21.7,9.6,22.9,11.6,28.5
1421715785970.00,74.4,102.2,14.7,13.8,12.8,24.5,13.3,23.7
1421715785990.00,60.8,77.6,13,10.7,20.9,22.9,13.3,26.9
1421715786015.00,70.9,88.8,16.3,9.2,11.2,21.4,13.3,25.3
1421715786074.00,69.2,83.2,21.3,9.2,12.8,22.9,13.3,22.1
1421715786078.00,64.2,87,19.6,18.5,11.2,21.4,13.3,22.1
