time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421715021107.00,0,0,0,0,0,0,0,0
1421715021122.00,0,0,0,0,0,0,0,0
1421715021133.00,1.6,0,0,0,0,0,0,0
1421715021153.00,0,6.9,0,0,0,0,0,4.9
1421715021160.00,0,6.9,1.7,1.6,3.3,0,0,4.9
1421715021168.00,0,6.9,0,0,0,9.3,1.7,4.9
1421715021173.00,3.1,6.9,1.7,3.1,0,10.9,1.7,6.5
1421715021186.00,1.6,8.6,0,0,0,10.9,1.7,4.9
1421715021196.00,1.6,8.6,0,0,0,10.9,1.7,4.9
1421715021202.00,1.6,8.6,0,0,0,10.9,1.7,8.1
1421715021208.00,1.6,6.9,0,0,0,10.9,3.4,3.2
1421715021211.00,1.6,6.9,0,0,0,10.9,1.7,6.5
1421715021229.00,1.6,6.9,0,0,0,10.9,0,4.9
1421715021232.00,1.6,6.9,5,0,1.6,9.3,1.7,4.9
1421715021236.00,0,6.9,5,1.6,0,9.3,1.7,6.5
1421715021240.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021243.00,4.7,6.9,5,1.6,0,10.9,1.7,4.9
1421715021246.00,4.7,6.9,5,1.6,3.3,4.6,1.7,4.9
1421715021249.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021255.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021258.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021261.00,4.7,6.9,5,1.6,0,9.3,0,4.9
1421715021268.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021275.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021281.00,4.7,6.9,6.6,0,1.6,10.9,1.7,4.9
1421715021287.00,4.7,6.9,5,1.6,0,6.2,3.4,4.9
1421715021293.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021297.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021299.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021310.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021313.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021316.00,4.7,1.7,5,3.1,1.6,10.9,1.7,4.9
1421715021318.00,4.7,6.9,5,1.6,0,9.3,1.7,4.9
1421715021333.00,0,6.9,5,1.6,0,9.3,1.7,3.2
1421715021338.00,4.7,6.9,5,1.6,0,10.9,0,4.9
1421715021345.00,4.7,6.9,5,1.6,0,9.3,3.4,4.9
1421715021347.00,4.7,6.9,5,1.6,1.6,9.3,3.4,9.8
1421715021350.00,4.7,12.1,5,1.6,1.6,9.3,3.4,4.9
1421715021355.00,4.7,6.9,5,1.6,1.6,9.3,3.4,4.9
1421715021358.00,4.7,6.9,5,1.6,1.6,9.3,3.4,4.9
1421715021361.00,3.1,6.9,5,0,3.2,12.4,3.4,6.5
1421715021365.00,4.7,5.2,6.6,1.6,1.6,9.3,3.4,8.1
1421715021374.00,4.7,6.9,6.6,3.1,3.2,15.6,1.7,0
1421715021378.00,7.8,6.9,11.7,1.6,1.6,6.2,1.7,4.9
1421715021381.00,12.5,10.4,5,0,3.2,10.9,10.2,4.9
1421715021384.00,1.6,0,6.6,0,11.4,12.4,1.7,6.5
1421715021395.00,9.4,12.1,5,21.4,1.6,9.3,3.4,11.4
1421715021398.00,4.7,5.2,6.6,22.9,0,9.3,3.4,9.8
1421715021409.00,3.1,24.4,3.3,21.4,17.8,10.9,3.4,6.5
1421715021414.00,7.8,12.1,6.6,22.9,11.3,17.2,5.1,0
1421715021430.00,4.7,6.9,5,18.3,12.9,4.6,0,4.9
1421715021440.00,4.7,6.9,0,21.4,11.3,17.2,11.9,4.9
1421715021447.00,4.7,5.2,6.6,21.4,12.9,10.9,3.4,6.5
1421715021461.00,4.7,6.9,10,22.9,11.3,10.9,6.8,4.9
1421715021469.00,1.6,6.9,6.6,21.4,11.3,10.9,0,9.8
1421715021476.00,4.7,1.7,6.6,22.9,11.3,10.9,6.7,4.9
1421715021491.00,0,5.2,6.6,21.4,12.9,12.4,6.7,4.9
1421715021497.00,4.7,6.9,6.6,15.2,6.4,7.7,5,4.9
1421715021499.00,4.7,6.9,6.6,22.9,11.3,10.9,6.7,8.1
1421715021501.00,4.7,6.9,6.6,19.8,11.3,10.9,6.7,4.9
1421715021507.00,4.7,6.9,8.3,21.4,11.3,10.9,6.7,4.9
1421715021510.00,4.7,5.2,6.6,22.9,11.3,4.6,6.7,4.9
1421715021513.00,4.7,20.9,11.6,21.4,14.5,10.9,6.7,0
1421715021515.00,3.1,6.9,6.6,21.4,11.3,10.9,6.7,4.9
1421715021518.00,3.1,6.9,11.6,21.4,11.3,17.2,6.7,4.9
1421715021520.00,4.7,3.4,0,27.6,12.9,17.2,5,4.9
1421715021526.00,3.1,5.2,8.3,22.9,11.3,9.3,1.7,4.9
1421715021528.00,10.9,5.2,8.3,22.9,12.9,12.4,6.7,4.9
1421715021536.00,4.7,0,9.9,22.9,11.3,9.3,8.4,6.5
1421715021540.00,3.1,5.2,8.3,22.9,14.5,10.9,6.7,3.2
1421715021543.00,0,0,8.3,22.9,11.3,10.9,6.7,0
1421715021546.00,4.7,6.9,16.6,21.4,19.4,9.3,6.7,6.5
1421715021557.00,6.2,8.6,6.6,29.2,12.9,20.3,3.4,8.1
1421715021559.00,4.7,6.9,8.3,22.9,11.3,9.3,1.7,6.5
1421715021562.00,0,10.3,9.9,22.9,11.3,10.9,8.4,0
1421715021565.00,12.3,1.7,8.3,22.9,14.5,7.7,6.7,12.9
1421715021569.00,15.5,8.6,20,22.9,14.5,10.9,5,8
1421715021572.00,13.9,6.9,8.3,22.9,19.4,17.2,5,12.9
1421715021580.00,13.9,8.6,1.6,21.4,11.3,9.3,5,12.9
1421715021584.00,13.9,8.6,6.6,29.2,12.9,0,8.4,19.4
1421715021593.00,12.3,6.9,8.3,18.3,11.3,10.8,6.7,12.9
1421715021596.00,24.9,8.6,8.3,29.2,11.3,10.8,6.7,12.9
1421715021599.00,13.9,6.9,8.3,22.9,11.3,10.8,6.7,12.9
1421715021601.00,12.3,8.6,8.3,22.9,11.3,12.4,6.7,12.9
1421715021604.00,13.9,8.6,9.9,22.9,11.3,10.8,6.7,12.9
1421715021613.00,13.9,6.9,8.3,22.9,11.3,10.8,6.7,12.9
1421715021615.00,12.3,6.9,6.6,26,11.3,0,8.4,12.9
1421715021618.00,6.1,6.9,8.3,22.9,11.3,10.8,0,12.9
1421715021620.00,23.3,6.9,8.3,22.9,8,12.4,5,12.9
1421715021625.00,10.8,0,9.9,24.5,16.2,9.3,6.7,12.9
1421715021635.00,13.9,6.9,13.3,19.8,9.6,12.4,6.7,0
1421715021637.00,10.8,5.1,8.3,21.4,11.3,7.7,6.7,11.3
1421715021641.00,13.9,6.9,0,21.4,11.3,14,8.4,12.9
1421715021646.00,13.9,5.1,25,22.9,11.3,14,6.7,12.9
1421715021648.00,9.2,6.9,11.5,21.4,11.3,7.7,0,14.5
1421715021651.00,17,6.9,11.5,16.7,8,12.4,6.7,0
1421715021654.00,10.8,0,13.2,33.9,14.5,10.8,5,17.7
1421715021656.00,12.3,1.7,16.6,26,21.1,12.4,11.8,25.8
1421715021660.00,12.3,6.9,11.5,21.4,11.3,12.4,6.7,22.6
1421715021663.00,12.3,6.9,11.5,32.3,9.6,17.1,13.5,19.3
1421715021666.00,4.6,0,3.3,22.9,11.3,9.3,5,17.7
1421715021675.00,13.9,6.9,11.5,22.9,12.9,3.1,5,17.7
1421715021679.00,10.8,13.8,13.2,24.5,8,12.4,6.7,17.7
1421715021683.00,13.9,6.9,11.5,32.3,14.5,12.4,6.7,17.7
1421715021686.00,12.3,6.9,13.2,29.2,11.3,12.4,6.7,11.2
1421715021694.00,12.3,6.9,11.5,22.9,11.3,1.5,11.8,11.2
1421715021705.00,12.3,6.9,3.3,22.9,11.3,17.1,15.3,19.3
1421715021708.00,9.2,6.9,18.2,22.9,11.3,12.4,5,17.7
1421715021711.00,15.5,6.9,11.5,29.2,8,7.7,11.8,19.3
1421715021744.00,7.7,6.9,11.5,15.2,3.2,12.4,6.7,0
1421715021768.00,3.1,5.1,13.2,32.3,11.3,12.4,5,27.2
1421715021864.00,12.3,6.9,13.2,38.6,6.4,10.8,6.7,22.3
1421715021903.00,12.3,13.8,11.5,22.9,11.3,1.5,13.5,25.5
1421715021908.00,12.3,6.9,9.9,22.9,14.5,14,6.7,25.5
1421715021934.00,12.3,6.9,16.6,22.9,12.9,15.5,5,32.1
1421715021938.00,12.3,6.9,11.5,22.9,9.6,6.2,8.4,25.5
1421715021942.00,10.8,8.6,11.5,21.4,6.4,12.4,6.7,6.3
1421715021960.00,6.1,12.1,9.9,24.5,14.5,12.4,13.5,25.5
1421715021977.00,3.1,6.9,11.5,22.9,8,10.8,17,25.5
1421715021998.00,13.9,19.1,11.5,22.9,11.3,10.8,6.7,28.8
1421715022022.00,12.3,8.6,14.9,21.4,11.3,10.8,6.7,25.5
1421715022082.00,21.8,6.9,14.9,22.9,12.9,7.7,0,19.1
1421715022086.00,13.9,8.6,11.5,22.9,11.3,6.2,11.8,25.5
1421715022142.00,21.8,8.6,25,22.9,11.3,9.3,0,32.1
1421715022149.00,12.3,15.6,13.2,33.9,9.6,10.8,8.4,27.2
1421715022152.00,13.9,6.9,1.6,21.4,6.4,12.4,10.1,30.4
1421715022180.00,12.3,6.9,11.5,22.9,21.1,10.8,0,42
1421715022236.00,12.3,15.6,16.6,22.9,11.3,10.8,6.7,25.5
1421715022259.00,13.9,6.9,13.2,24.5,12.9,21.9,10.1,27.2
1421715022283.00,12.3,6.9,11.5,21.4,11.3,9.3,15.2,27.2
