time_milisec,ax,ay,az
1421715015372.00,-1.104104,3.9788759,9.012609
1421715015392.00,-1.0503658,3.9465432,8.937315
1421715015405.00,-1.0892848,4.162095,8.738229
1421715015424.00,-1.0991642,4.2519083,8.847801
1421715015444.00,-1.2201128,4.1921825,9.008118
1421715015464.00,-1.1418256,4.3349853,9.068892
1421715015483.00,-1.1505075,4.3084903,9.180409
1421715015504.00,-1.1572435,4.3498044,9.31468
1421715015524.00,-1.1630814,4.214785,9.396111
1421715015543.00,-1.069975,4.2174797,9.257499
1421715015564.00,-1.2304413,4.086053,8.898096
1421715015584.00,-1.1091934,4.170178,8.664283
1421715015606.00,-1.0840458,4.0685396,8.62716
1421715015624.00,-1.1440709,4.061354,8.75679
1421715015644.00,-0.99977094,4.2513094,8.82415
1421715015664.00,-1.041085,4.1031175,8.957373
1421715015684.00,-1.0912308,4.19338,9.031918
1421715015703.00,-1.0479708,4.103417,9.089099
1421715015724.00,-0.99303496,4.0805144,9.2046585
1421715015744.00,-1.0562036,4.101471,8.910521
1421715015764.00,-1.0407857,4.17886,8.830586
1421715015784.00,-1.1207194,4.2602906,8.85783
1421715015804.00,-1.2513977,4.2790017,9.020243
1421715015825.00,-1.0479708,4.3372307,9.190887
1421715015844.00,-1.2862751,4.3084903,9.147179
1421715015864.00,-1.2509487,4.075575,9.075927
1421715015884.00,-1.2323872,4.2507105,8.67012
1421715015904.00,-1.1770024,4.1309595,9.008417
1421715015924.00,-1.2711567,4.040697,9.126072
1421715015944.00,-1.2015513,4.0863523,9.220975
1421715015964.00,-1.0849439,4.2104445,9.021889
1421715015984.00,-1.1400293,4.272266,8.995094
1421715016004.00,-1.1166779,4.2022114,8.871601
1421715016024.00,-1.1470647,4.2939706,8.94929
1421715016062.00,-1.3141173,4.3637257,8.915909
1421715016064.00,-1.1768527,4.312981,9.125025
1421715016083.00,-1.1796968,4.2656794,9.129215
1421715016104.00,-1.1026071,4.2008643,9.140442
1421715016124.00,-1.0891352,4.175417,9.085656
1421715016144.00,-0.9951306,4.0501275,9.166039
1421715016164.00,-1.0330019,4.045038,9.066196
1421715016184.00,-1.1365864,4.1959248,8.94435
1421715016205.00,-0.9952803,4.2782536,8.899144
1421715016225.00,-1.1395802,4.266428,8.933573
1421715016244.00,-1.0891352,4.0902443,9.070987
1421715016265.00,-1.0303074,4.15955,9.028027
1421715016285.00,-1.052162,4.142186,9.113349
1421715016305.00,-1.1597883,4.1833506,9.018596
1421715016324.00,-1.2148737,4.0926394,9.128168
1421715016344.00,-1.2316388,4.292324,9.200467
1421715016365.00,-1.2419673,4.233197,9.109457
1421715016385.00,-1.2037967,4.282744,8.8702545
1421715016404.00,-1.2768447,4.2459207,9.094189
1421715016425.00,-1.3422588,4.400399,9.350006
1421715016444.00,-1.1542497,4.221072,9.1869955
1421715016464.00,-1.1780503,4.1366477,9.034463
1421715016484.00,-1.2237053,4.109704,9.049881
