time_millisec,ax,ay,az
1421714497764.00,-5.2362614,-7.3131924,-3.85194
1421714497798.00,-2.6747878,-8.734786,-4.5036845
1421714497804.00,-1.8300943,-10.604847,-4.871769
1421714497824.00,-2.477947,-12.356654,-4.3580375
1421714497844.00,-1.9157163,-13.646971,1.8720071
1421714497864.00,-3.239713,-17.68692,-1.0963202
1421714497884.00,-0.39083725,-19.323467,-14.931001
1421714497905.00,-2.689158,-10.645113,6.1050544
1421714497933.00,-5.094955,-7.402706,8.132588
1421714497992.00,-4.4596763,-7.9011693,5.307214
1421714497993.00,-3.7275486,-9.595047,1.8700612
1421714497994.00,-4.648733,-14.250965,-2.5345294
1421714498024.00,-1.367107,-12.680282,-3.1527438
1421714498028.00,-0.6304889,-9.672735,1.5230827
1421714498045.00,-0.6345305,-7.907007,1.8226099
1421714498064.00,-1.2732522,-8.152048,-0.2296225
1421714498085.00,-1.9309845,-9.178164,-1.1235635
1421714498104.00,-2.0960913,-9.150472,-1.2148737
1421714498133.00,-1.6459771,-8.801098,-1.6269667
1421714498150.00,-1.4418018,-8.786578,-1.6230748
1421714498165.00,-1.2561878,-8.716075,-1.8250049
1421714498184.00,-1.2237053,-8.543933,-2.305356
1421714498204.00,-0.9397458,-7.9727206,-2.9243188
1421714498227.00,-0.33530274,-8.258925,-4.251459
1421714498247.00,-0.15687378,-8.590935,-3.9860609
1421714498304.00,-0.7048842,-8.599168,-2.258803
1421714498305.00,-1.432072,-7.6702,-0.780477
1421714498306.00,-1.7889299,-7.7248363,-0.9812096
1421714498331.00,-1.7669257,-8.662187,-1.8130298
1421714498346.00,-1.4187497,-8.731643,-1.1135345
1421714498365.00,-1.2154725,-8.572224,-1.1852353
1421714498387.00,-1.5670912,-8.749605,-0.8866063
1421714498419.00,-1.7699194,-8.615185,-1.1470647
1421714498424.00,-2.003883,-8.757988,-1.6847465
1421714498444.00,-2.0719912,-9.267379,-2.1733305
1421714498465.00,-2.0496876,-9.085656,-0.8437953
1421714498483.00,-1.8983524,-8.14606,-0.5016069
1421714498504.00,-1.2596306,-8.294402,-0.71790713
1421714498526.00,-0.9380992,-9.244776,-0.5721103
1421714498547.00,-0.49936157,-9.546099,-1.3624667
1421714498564.00,-0.5164261,-9.279353,-1.5920892
1421714498617.00,-0.40850052,-9.578431,-1.7269588
1421714498618.00,0.018262023,-10.416389,-3.2970438
1421714498665.00,-0.41209304,-12.032578,-4.586163
1421714498666.00,-1.9627185,-16.062946,-5.1317782
1421714498667.00,-5.4829483,-19.065554,-6.336922
1421714498684.00,-6.787336,-15.920743,-4.6128078
1421714498704.00,-7.1371584,-11.504327,-2.5006998
1421714498724.00,-5.5345907,-9.121582,-1.5402969
1421714498746.00,-3.123854,-8.854836,-2.3408322
1421714498778.00,-2.8370504,-10.493329,-3.4108071
1421714498784.00,-3.3766782,-10.804382,-4.061953
1421714498804.00,-3.0796957,-9.596245,-3.190166
1421714498824.00,-2.536176,-8.380024,-1.9612216
1421714498844.00,-1.7820442,-6.767876,-1.7158818
1421714498864.00,-1.5281721,-4.863087,-2.0839663
1421714498884.00,-2.3628364,-4.0041733,-2.5438101
1421714498956.00,-3.1943574,-3.830235,-2.2204826
1421714498958.00,-3.439697,-4.131109,-2.151027
1421714498958.00,-3.1837294,-4.6267285,-1.9329305
1421714498989.00,-2.577939,-5.1380653,-2.1035757
1421714498990.00,-2.1737795,-5.2563195,-2.3453228
1421714499004.00,-1.6952248,-4.9764013,-2.48139
1421714499024.00,-1.1326946,-4.7219305,-2.4893234
1421714499045.00,-0.08831634,-5.2150054,-1.9185604
1421714499080.00,0.6879694,-7.4317455,-1.3130695
1421714499084.00,1.0987152,-10.90183,-1.4235398
1421714499104.00,1.3271402,-12.142899,-1.5018269
1421714499124.00,0.95875627,-10.228081,-2.5438101
1421714499144.00,0.368833,-8.643326,-3.3394058
1421714499164.00,-0.24863297,-8.979826,-4.325555
1421714499184.00,-0.8810678,-10.342293,-4.4117756
1421714499204.00,-1.7938696,-10.715767,-3.7386255
1421714499281.00,-3.6178267,-10.488688,-3.4188905
1421714499282.00,-4.534371,-10.359358,-3.6510575
1421714499283.00,-4.2959166,-9.222472,-2.6141639
1421714499285.00,-3.4410443,-8.599767,-1.8324894
1421714499307.00,-2.9789553,-8.596923,-1.9722986
1421714499324.00,-2.5595274,-8.511451,-2.6379642
1421714499344.00,-2.5647666,-8.623268,-3.5078056
1421714499365.00,-3.0217662,-10.385553,-3.9733374
1421714499397.00,-2.6595194,-11.452684,-1.9576291
1421714499404.00,-2.1531227,-11.89232,1.3879138
1421714499424.00,-3.5476227,-16.094532,1.939367
1421714499444.00,-2.5207582,-19.106867,-11.044034
1421714499464.00,-0.8707393,-13.058694,-1.4025834
1421714499484.00,-4.060606,-7.818541,8.248298
1421714499504.00,-3.5372941,-5.9378524,6.3405147
1421714499526.00,-3.4741256,-7.7101665,5.4410353
1421714499591.00,-6.0950255,-11.638148,2.38035
1421714499594.00,-1.3585749,-12.235406,-4.871021
1421714499595.00,0.355361,-10.602153,-1.2490027
1421714499627.00,-0.19684067,-8.529563,1.3268409
1421714499629.00,-0.9855505,-7.9002714,-0.19220032
1421714499644.00,-1.181044,-7.9366455,-1.051713
1421714499665.00,-1.5739769,-8.585996,-1.5600559
1421714499684.00,-1.2528946,-9.239686,-2.2032683
1421714499704.00,-0.7873627,-9.3067465,-2.689607
1421714499742.00,-0.2749782,-8.518187,-3.16427
1421714499744.00,-0.3412903,-7.2771173,-2.7937903
1421714499764.00,-1.0590477,-6.9394193,-1.6320561
1421714499785.00,-1.4247372,-7.9863424,-1.4694942
1421714499804.00,-0.9656419,-8.596623,-2.4544458
1421714499831.00,-1.0803035,-7.8019257,-1.5739769
1421714499844.00,-1.253194,-7.2500234,-0.39068756
1421714499864.00,-1.7675244,-7.4630303,-0.75308394
1421714499924.00,-2.0731888,-8.7946615,-1.7134868
1421714499925.00,-2.4884253,-9.267677,-0.83885556
1421714499926.00,-2.8363018,-8.713231,0.75847274
1421714499950.00,-2.2228775,-7.9680805,-0.4831952
1421714499964.00,-1.0823991,-8.50666,-0.7268884
1421714499984.00,-0.8628058,-10.115814,-1.2394226
1421714500004.00,-0.7699988,-11.24761,-2.1528232
1421714500024.00,-1.2518468,-9.879755,-0.90411985
1421714500067.00,-1.2612772,-10.289303,-0.81191164
1421714500068.00,-1.2051439,-10.81516,-1.201252
1421714500085.00,-1.5173945,-11.051369,-3.1871722
1421714500104.00,-1.30319,-14.625337,-4.8267126
1421714500125.00,-4.196523,-18.272652,-6.5482826
1421714500145.00,-6.8322425,-16.849262,-6.0381436
1421714500164.00,-5.8957896,-13.132341,-2.8595037
1421714500251.00,-5.455405,-10.114766,-1.6823516
1421714500252.00,-4.1171885,-9.430839,-0.5575905
1421714500254.00,-3.6889288,-9.626781,-1.9761904
1421714500255.00,-3.7752993,-11.254197,-3.986959
1421714500280.00,-3.0701156,-10.606045,-3.6015105
1421714500285.00,-2.4391778,-9.046886,-1.700913
1421714500307.00,-1.9806812,-7.877818,-0.9976753
1421714500324.00,-1.9950513,-6.4078746,-1.3807287
1421714500344.00,-2.4562423,-4.761748,-2.5471032
1421714500375.00,-3.510949,-4.160598,-2.514022
1421714500385.00,-4.132606,-3.8154159,-2.053879
1421714500404.00,-3.9981856,-4.0944357,-1.7503102
1421714500426.00,-3.3597634,-3.8594244,-1.3811778
1421714500447.00,-2.4574397,-3.4175432,-1.0401869
1421714500464.00,-1.9814296,-3.084336,-1.0533595
1421714500484.00,-1.7443227,-2.401456,-1.0047107
1421714500504.00,-1.4093193,-2.0218456,-0.7955955
1421714500524.00,-0.26210496,-4.410129,-0.13681549
1421714500586.00,0.91010743,-9.133556,-0.5351372
1421714500587.00,1.6771125,-14.538517,-1.0758128
1421714500588.00,1.9943029,-15.588882,-1.6461269
1421714500609.00,0.5816904,-12.291389,-4.410129
1421714500624.00,-0.96773756,-11.5243845,-8.307125
1421714500644.00,-1.5160474,-11.184591,-7.1293745
1421714500664.00,-2.9100983,-10.057137,-4.9404764
1421714500689.00,-4.98194,-8.894054,-3.162324
1421714500705.00,-6.8575397,-8.0549,-2.6689498
1421714500725.00,-8.02586,-7.3110967,-5.1774335
1421714500744.00,-6.526129,-9.466464,-6.5651975
1421714500764.00,-4.7005253,-11.590847,-2.902165
1421714500786.00,-3.340304,-13.044474,2.007625
1421714500804.00,-2.7882519,-13.0473175,2.417323
1421714500824.00,-0.72045183,-16.315922,-2.8527677
1421714500901.00,1.3668077,-17.03293,-2.7656488
1421714500902.00,-1.979783,-12.205768,2.7521768
1421714500905.00,-5.676346,-9.904004,4.3358836
1421714500906.00,-4.9599357,-10.296787,4.6473856
1421714500930.00,-4.5509863,-11.101963,0.94273955
1421714500945.00,-1.1891272,-11.219769,-0.9556128
1421714500964.00,0.61776537,-10.782378,-0.29129425
1421714500986.00,0.14504836,-9.503587,0.030237122
1421714501017.00,-1.0118958,-8.08379,-0.76461
1421714501025.00,-1.2545412,-7.5564365,-1.2913646
1421714501045.00,-1.0294093,-7.339537,-1.7700691
1421714501067.00,-0.9339079,-7.332352,-2.0489392
1421714501084.00,-0.65204406,-7.832013,-2.5628207
1421714501104.00,-0.50220567,-9.156609,-4.1400905
1421714501124.00,-0.07155121,-9.319171,-5.830825
1421714501144.00,-0.30955628,-8.435858,-3.9703436
1421714501165.00,-1.2121793,-7.4134836,-1.2112812
1421714501221.00,-1.9260448,-7.758965,-0.5530998
1421714501223.00,-1.6997154,-8.09801,-0.5113367
1421714501224.00,-1.0145901,-8.050409,-0.31299913
1421714501248.00,-0.26988876,-8.570578,-2.3830445
1421714501265.00,-0.9029224,-9.03132,-1.7101936
1421714501284.00,-2.2715263,-8.277786,-0.42017624
1421714501305.00,-2.2230272,-8.630603,-0.76925033
1421714501324.00,-1.5838563,-9.171428,-0.77808195
1421714501359.00,-1.0141411,-8.743618,-0.83376616
1421714501364.00,-0.87148774,-9.254954,-0.47556105
1421714501384.00,-1.190175,-9.870923,-0.8599617
1421714501404.00,-0.9409433,-10.245295,-1.147364
1421714501424.00,-1.2202624,-10.92114,-1.5988252
1421714501444.00,-1.4626085,-10.219249,-1.8441651
1421714501466.00,-1.0235715,-10.974278,-2.9722192
1421714501487.00,-0.48020142,-14.39302,-4.5541296
1421714501506.00,-3.3650024,-18.127304,-6.0900855
1421714501569.00,-6.057154,-16.718285,-6.302644
1421714501570.00,-6.476881,-12.578643,-3.3611104
1421714501571.00,-5.731731,-10.470127,-1.9651135
1421714501599.00,-4.0254292,-8.87235,-0.78601545
1421714501606.00,-3.6534526,-9.266331,-2.1070185
1421714501625.00,-3.608546,-10.546169,-3.7107835
1421714501644.00,-3.9425015,-9.980495,-3.4235308
1421714501666.00,-3.3356636,-8.483309,-2.2809567
1421714501702.00,-2.493365,-7.7010355,-1.1662248
1421714501706.00,-2.473606,-5.9818606,-1.1243119
1421714501725.00,-2.8753707,-4.0670424,-1.762435
1421714501744.00,-3.7663178,-3.8029916,-2.031276
1421714501764.00,-4.3426194,-4.181105,-2.146237
1421714501784.00,-4.0372543,-4.298162,-2.0609143
1421714501804.00,-3.2280374,-4.245172,-1.6789087
1421714501861.00,-2.68332,-3.5796561,-0.8815169
1421714501861.00,-2.1059706,-3.259472,-0.43020537
1421714501881.00,-1.4627582,-3.109933,0.021555176
1421714501884.00,-1.2157718,-4.716841,-0.66177386
1421714501904.00,-0.31928605,-8.678204,-1.9405646
1421714501924.00,0.9327104,-13.028158,-2.1472847
1421714501944.00,2.0231926,-13.673316,-1.9035915
1421714501965.00,1.7362394,-11.219918,-3.5636394
1421714501984.00,-0.045056306,-10.696307,-5.2679954
1421714502010.00,-2.6351202,-11.145523,-5.63593
1421714502030.00,-4.5536804,-11.116932,-5.6979012
1421714502046.00,-4.8991623,-10.009235,-4.7392945
1421714502064.00,-3.9516325,-9.120983,-3.3206947
1421714502085.00,-3.499423,-9.034163,-2.858456
1421714502104.00,-4.21254,-9.333691,-4.4105783
1421714502124.00,-4.371809,-9.662107,-6.0260186
1421714502205.00,-4.637955,-10.858719,-1.479224
1421714502206.00,-4.424499,-12.949422,3.8507423
1421714502207.00,-4.4388695,-13.98377,1.9510428
1421714502208.00,-1.4260844,-16.888031,-7.8245287
1421714502253.00,0.10912308,-15.144307,-0.15822098
1421714502254.00,-3.230582,-9.249715,4.745881
1421714502266.00,-4.3022037,-7.7546244,5.27533
1421714502284.00,-4.4427614,-9.894424,4.617298
1421714502307.00,-3.509901,-12.005185,-0.65354097
1421714502348.00,0.025596771,-11.890823,-1.9574794
1421714502351.00,0.2865042,-10.645263,1.0689272
1421714502364.00,-0.517923,-8.794961,0.6345305
1421714502386.00,-1.1439213,-7.856113,-0.16645385
1421714502404.00,-1.9396664,-7.989935,-0.121247865
1421714502424.00,-1.723965,-8.095615,-1.1940669
1421714502444.00,-1.07716,-8.022567,-2.643952
1421714502514.00,-0.4513115,-8.456215,-2.715503
1421714502515.00,0.0504451,-8.9762335,-2.82762
1421714502516.00,0.13217515,-8.228988,-2.3968158
1421714502541.00,-0.834814,-6.940617,-1.0913805
1421714502544.00,-1.1822416,-6.6416883,-1.0957215
1421714502565.00,-0.5471123,-7.488777,-1.919159
1421714502584.00,-0.7981403,-8.046517,-0.8042775
1421714502605.00,-1.4823674,-8.35802,0.23441254
1421714502625.00,-0.7779323,-8.806038,-0.17618363
1421714502644.00,-0.4258644,-9.14149,-0.11121872
1421714502677.00,-1.3256433,-9.401799,-0.15193406
1421714502684.00,-2.2493725,-9.969568,-0.65892977
1421714502705.00,-2.1007316,-9.840686,-0.08023316
1421714502724.00,-1.1466156,-9.641451,-1.6452287
1421714502744.00,-0.8529263,-10.217902,-1.5765216
1421714502766.00,-0.8918454,-11.072325,-1.375789
1421714502784.00,-0.58079225,-12.103681,-2.4780967
1421714502844.00,-0.54157376,-11.717933,-3.9200482
1421714502845.00,-0.7529343,-12.917388,-5.464387
1421714502846.00,-1.8514998,-15.705191,-5.340295
1421714502894.00,-3.7853284,-17.044905,-4.0862026
1421714502895.00,-6.084098,-14.852714,-1.7859361
1421714502904.00,-6.84302,-12.046948,-0.24848327
1421714502924.00,-6.166876,-9.699829,-0.78466827
1421714502944.00,-4.2911267,-9.640103,-1.8244061
1421714502982.00,-2.7494824,-9.46377,-2.7223887
1421714502984.00,-3.5658846,-8.516989,-2.13516
1421714503005.00,-4.440516,-7.2765183,-1.5747254
1421714503027.00,-4.2285566,-6.1448717,-0.8276289
1421714503044.00,-3.5326538,-6.0052123,-0.8596623
1421714503065.00,-3.0204191,-6.111491,-0.85277665
1421714503084.00,-3.3688943,-5.83786,-0.9241782
1421714503104.00,-3.4771192,-5.9092617,-1.3810282
1421714503187.00,-3.3250356,-6.0613456,-1.830244
1421714503188.00,-3.1439123,-6.2078905,-1.8152751
1421714503189.00,-3.0138328,-7.5935593,-2.1622536
1421714503190.00,-1.9856209,-9.466913,-3.1621742
1421714503217.00,-0.74095917,-11.080708,-4.091891
1421714503225.00,0.17393829,-11.653267,-5.4410353
1421714503245.00,1.7122893,-10.8346195,-6.8273025
1421714503265.00,1.8510507,-9.661509,-6.9883676
1421714503301.00,0.9207353,-8.928633,-5.2096167
1421714503305.00,0.56058425,-8.750653,-3.27489
1421714503325.00,0.050744478,-8.681946,-2.1844075
1421714503344.00,-1.5444882,-9.281599,-2.2309606
1421714503365.00,-3.594625,-9.713151,-2.6117687
1421714503384.00,-5.2332673,-9.80012,-1.988465
1421714503405.00,-5.9632993,-13.434712,-2.2725742
1421714503424.00,-4.1917334,-14.288537,-5.871091
1421714503445.00,-3.7083883,-9.453142,-2.0368145
1421714503513.00,-4.6782217,-5.4530106,2.5888665
1421714503514.00,-5.006339,-4.4503956,4.1730223
1421714503515.00,-4.57793,-6.3824277,4.1302114
1421714503546.00,-2.7032287,-10.7927065,3.4923875
1421714503547.00,1.1367362,-13.424833,-0.5372328
1421714503565.00,1.7034576,-12.277169,-2.9190798
1421714503586.00,-1.4404546,-9.946516,0.35670823
1421714503605.00,-3.8136196,-8.750204,1.5322137
1421714503645.00,-4.422703,-8.752898,1.6042141
1421714503646.00,-3.6812947,-9.101074,0.83092207
1421714503665.00,-3.195405,-9.413176,0.6459068
1421714503685.00,-2.8502228,-9.069789,1.7305512
1421714503705.00,-2.3161335,-9.164692,2.3029609
1421714503726.00,-2.146237,-9.186846,2.3700216
1421714503745.00,-1.2731025,-9.431288,2.1824615
1421714503765.00,-0.49561936,-9.869427,1.6395406
1421714503831.00,0.068407744,-9.977502,1.0382409
1421714503832.00,0.41448808,-10.006541,0.8464897
1421714503833.00,0.09385483,-9.53128,1.2049942
1421714503865.00,-0.13516891,-9.182804,1.0503658
1421714503866.00,-0.1498384,-9.364377,0.7499405
1421714503885.00,0.17318985,-9.427096,0.57794815
1421714503904.00,0.47870454,-9.693393,0.6224057
1421714503924.00,0.5879773,-10.617571,0.54501665
1421714503979.00,0.25192612,-10.903476,0.15178436
1421714503980.00,-1.0318043,-10.422077,-0.5839357
1421714503986.00,-2.5848248,-9.6356125,-0.4234694
1421714504006.00,-3.0925689,-9.409433,0.032033388
1421714504027.00,-3.617228,-9.592053,-1.4485377
1421714504046.00,-3.3278797,-10.4743185,-2.7364595
1421714504065.00,-1.9043399,-11.802207,-1.391207
1421714504085.00,-1.2955558,-13.412109,-1.1018586
1421714504105.00,-1.4446459,-14.550941,-1.0903326
1421714504166.00,-3.0015583,-13.760136,-1.223406
1421714504167.00,-4.278104,-12.586127,-1.3982424
1421714504168.00,-5.4021163,-10.760374,-1.5766712
1421714504196.00,-7.063661,-9.79114,-1.5862514
1421714504205.00,-7.4160285,-8.42029,0.5119354
1421714504225.00,-7.013815,-8.2059355,2.6274862
1421714504245.00,-6.8570905,-8.687933,4.075425
1421714504265.00,-7.3332505,-8.475974,2.821782
1421714504294.00,-5.821544,-8.987011,-4.010011
1421714504305.00,-1.2771442,-11.153457,-2.1505778
1421714504324.00,-0.56717056,-9.762698,0.1167572
1421714504345.00,-1.5841557,-7.313641,0.97492266
1421714504365.00,-2.5750952,-5.903274,0.6264473
1421714504384.00,-2.938689,-6.002368,-7.48E-04
1421714504404.00,-2.931504,-6.2051964,-0.4843927
1421714504467.00,-2.6096733,-6.242469,-1.0331515
1421714504468.00,-2.1704865,-5.663323,-1.335373
1421714504469.00,-1.6688795,-5.140909,-1.6461269
1421714504497.00,-1.0166858,-6.1075993,-1.8311421
1421714504507.00,-0.63887143,-7.4295,-2.2080584
1421714504525.00,-0.7921527,-8.447983,-2.9009674
1421714504546.00,-0.8367599,-8.922945,-4.5455976
1421714504567.00,-0.8551717,-9.700578,-7.4461155
1421714504586.00,-1.8324894,-11.292666,-9.379046
1421714504619.00,-3.2567775,-11.610157,-7.686516
1421714504629.00,-3.0443692,-11.154354,-5.2956877
1421714504646.00,-2.6997857,-9.720037,-4.0448885
1421714504665.00,-3.270399,-8.456365,-4.1029677
1421714504684.00,-3.4826577,-6.7120423,-3.0036538
1421714504705.00,-3.9320233,-7.9947248,-2.0419037
1421714504725.00,-5.4341497,-13.769865,-5.0738487
1421714504744.00,-3.0714629,-17.261953,-4.2487645
1421714504814.00,-5.0960026,-11.032957,-0.9286688
1421714504816.00,-5.7526875,-4.6499305,3.0635293
1421714504817.00,-4.477489,-2.6668541,4.412075
1421714504845.00,-4.142186,-3.4245787,3.6516564
1421714504846.00,-3.4795144,-7.4227643,2.1466858
1421714504865.00,0.6608757,-16.237783,0.9656419
1421714504885.00,2.2854474,-14.424155,-2.0357666
1421714504905.00,0.050744478,-11.042387,-0.9515712
1421714504926.00,-3.0737083,-9.018446,-0.11511063
1421714504946.00,-4.286486,-8.185129,0.88600755
1421714504965.00,-3.4554145,-8.449479,1.1768527
1421714504985.00,-2.266886,-9.123677,0.8981323
1421714505019.00,-1.4929953,-10.156829,0.05957611
1421714505025.00,-1.056952,-10.069261,-0.42706192
1421714505045.00,-1.2657678,-9.756412,-0.4564009
1421714505065.00,-1.3856685,-9.518406,-0.21435425
1421714505116.00,-1.7137861,-9.543105,-0.24668701
1421714505117.00,-1.7914746,-9.55987,-0.6183641
1421714505125.00,-1.4326707,-9.023087,-1.9895128
1421714505147.00,-0.5641768,-9.048533,-4.161496
1421714505168.00,-0.35790575,-9.4976,-4.853657
1421714505184.00,-1.3371693,-8.699908,-2.3191273
1421714505204.00,-1.8512005,-7.3513627,-0.48753616
1421714505225.00,-0.8265811,-7.249275,-1.3708493
1421714505247.00,-0.8702902,-7.1819153,-0.79514647
1421714505266.00,-1.6566051,-7.5579333,-0.61028093
1421714505286.00,-1.8646724,-8.163125,-0.5379813
1421714505305.00,-1.1466156,-8.162975,-1.0105486
1421714505325.00,-0.5221143,-7.971074,-1.234932
1421714505346.00,-0.24459137,-7.219637,-0.42526567
1421714505364.00,-0.20537293,-7.7218423,-1.2900174
1421714505385.00,-0.80772036,-9.834848,-0.6059399
1421714505404.00,-0.8147557,-9.24268,0.21824616
1421714505477.00,0.045205995,-9.025182,0.005688171
1421714505478.00,0.05598358,-9.092392,0.23411316
1421714505479.00,-0.70009416,-9.380243,-0.58273816
1421714505507.00,-1.0023156,-10.311458,-1.280587
1421714505508.00,-0.9476793,-10.548115,-1.4852115
1421714505526.00,-0.84050214,-10.80079,-1.8907182
1421714505544.00,-1.2817845,-11.985725,-3.059787
1421714505568.00,-1.346001,-12.265793,-4.2499623
1421714505597.00,-1.135838,-13.612094,-5.698799
1421714505605.00,-1.730701,-16.031063,-5.7925043
1421714505625.00,-4.5532317,-17.41778,-5.436694
1421714505645.00,-4.7368994,-16.30185,-2.0863614
1421714505664.00,-4.0107594,-12.58448,0.6474037
1421714505684.00,-3.7384758,-9.922865,1.6051122
1421714505704.00,-2.8960276,-8.17959,-0.13636643
1421714505769.00,-3.143014,-7.334897,-2.0411553
1421714505770.00,-3.2540832,-8.6909275,-2.4768991
1421714505771.00,-4.069138,-7.432644,-1.5690372
1421714505801.00,-2.9572504,-5.957761,-0.3820056
1421714505810.00,-2.248175,-4.74618,-0.07918534
1421714505825.00,-2.295776,-4.0008802,-0.32422578
1421714505846.00,-2.5768914,-3.8977447,-0.47331575
1421714505866.00,-3.095413,-4.1800575,-0.3161426
1421714505884.00,-2.9984148,-4.019891,-0.2917433
1421714505904.00,-2.8523185,-3.8776863,-0.40909928
1421714505925.00,-2.506837,-5.1483936,-0.3984714
1421714505954.00,-2.1826112,-9.070388,-0.23111938
1421714505968.00,-0.20148101,-11.735895,-0.61626846
1421714505985.00,1.6983682,-12.762909,-2.4306455
1421714506005.00,1.2642709,-11.422747,-4.949308
1421714506026.00,0.02350113,-10.136321,-5.864954
1421714506045.00,-0.13576767,-9.112001,-4.8210244
1421714506119.00,-0.6652167,-8.879086,-3.411855
1421714506120.00,-1.7747095,-9.150621,-2.0007393
1421714506122.00,-3.266208,-8.710686,-1.3582754
1421714506126.00,-4.294719,-7.8173437,-1.9016455
1421714506148.00,-4.187542,-7.7803707,-0.21435425
1421714506167.00,-3.8800814,-8.071066,0.14355148
1421714506185.00,-3.2287858,-8.431367,-3.2289355
1421714506205.00,-1.6182847,-10.200238,-6.6383953
1421714506225.00,-1.2020004,-12.366982,-6.1152334
1421714506251.00,-1.6839981,-13.201198,-3.4516723
1421714506266.00,-2.7364595,-13.843063,0.39742357
1421714506285.00,-3.6488123,-15.206279,2.253414
1421714506305.00,-2.2975721,-18.868263,-8.669072
1421714506324.00,-0.8068222,-14.387181,-1.5395485
1421714506349.00,-3.6838393,-9.014704,6.4208975
1421714506366.00,-3.3334181,-7.561376,6.5066695
1421714506448.00,-3.2918046,-10.443183,5.6511984
1421714506449.00,-4.3728566,-12.3156395,2.3691235
1421714506450.00,0.49996033,-12.149485,-3.5145414
1421714506451.00,1.5178436,-10.722353,-1.8854791
1421714506482.00,-1.1023078,-8.277038,1.4465919
1421714506485.00,-1.7229172,-7.4052505,1.8022522
1421714506505.00,-1.7112415,-8.528814,0.20701951
1421714506524.00,-1.8522482,-9.755064,-1.0924283
1421714506544.00,-1.9263442,-9.562715,-1.3982424
1421714506565.00,-1.800905,-9.10766,-1.1542497
1421714506598.00,-1.015638,-8.92504,-1.7685722
1421714506605.00,-0.002694397,-9.062454,-2.1639001
1421714506625.00,0.10523117,-8.457862,-1.8654208
1421714506645.00,0.14879058,-8.38182,-0.9610016
1421714506666.00,0.010777588,-8.979976,-1.2798386
1421714506686.00,0.15986755,-9.38219,-2.9657826
1421714506749.00,0.15028748,-8.714877,-3.1063404
1421714506750.00,-0.59276736,-8.0436735,-1.5741266
1421714506751.00,-1.7929715,-7.9101505,0.1287323
1421714506779.00,-1.9728973,-8.447534,-0.8557704
1421714506785.00,-1.1663746,-9.174272,-1.7437239
1421714506805.00,-0.9620494,-8.977282,-1.3750405
1421714506825.00,-1.0002201,-8.374036,-1.6515156
1421714506844.00,-1.5218853,-7.6938505,-1.1114388
1421714506866.00,-1.3569282,-8.551867,-1.0713222
1421714506902.00,-0.19354752,-9.238638,-1.2121793
1421714506905.00,-0.5040019,-9.490265,-0.13142669
1421714506928.00,-1.5600559,-9.19957,-0.057031404
1421714506944.00,-1.3135185,-9.832603,-0.90816146
1421714506965.00,-1.5126045,-9.711505,-1.2524456
1421714506987.00,-1.5100598,-9.490714,-1.8473085
1421714507005.00,-1.1231145,-9.549242,-2.0013382
1421714507025.00,-0.9210347,-9.909693,-1.7431252
1421714507096.00,-0.41299117,-10.342592,-2.5969496
1421714507097.00,-0.21210891,-11.611653,-3.966751
1421714507098.00,-0.5340893,-13.410912,-4.889133
1421714507133.00,-2.9109964,-15.389348,-4.7909374
1421714507134.00,-4.5761337,-15.540683,-3.887865
1421714507145.00,-5.6015015,-13.895155,-1.8820363
1421714507170.00,-4.934938,-11.674522,-1.4608122
1421714507188.00,-3.6976109,-9.8221245,-1.6015196
1421714507230.00,-2.271227,-9.772279,-1.5943346
1421714507231.00,-2.4132814,-10.648855,-2.8973749
1421714507245.00,-3.0033545,-10.253528,-3.4262252
1421714507267.00,-2.9505143,-8.957822,-2.3174808
1421714507286.00,-2.6458979,-8.062235,-1.2386742
1421714507402.00,-2.7231371,-6.8638268,-1.2765454
1421714507403.00,-3.041076,-5.7067327,-2.1321661
1421714507404.00,-3.1805859,-5.187463,-2.4788451
1421714507405.00,-3.184328,-5.039271,-1.891317
1421714507406.00,-3.5506165,-4.867877,-1.3585749
1421714507407.00,-3.5774107,-4.9066467,-1.1150312
1421714507442.00,-3.2413595,-5.0398693,-1.0187814
1421714507497.00,-2.8475285,-4.8565006,-1.167123
1421714507504.00,-2.2570066,-4.598587,-1.361419
1421714507509.00,-1.6944764,-4.3637257,-1.1645782
1421714507510.00,-1.332529,-5.711074,-0.7734416
1421714507547.00,-0.873284,-8.673413,-0.7316785
1421714507548.00,-0.19220032,-12.209061,-1.9374211
1421714507573.00,1.3049862,-13.082944,-3.918701
1421714507586.00,2.3138883,-10.698253,-5.388794
1421714507607.00,1.2799883,-10.377919,-5.6794896
1421714507626.00,-1.2518468,-9.898167,-5.0751963
1421714507645.00,-2.4037015,-9.509575,-3.911067
1421714507666.00,-2.5288413,-9.03117,-3.0488598
1421714507729.00,-1.8779947,-8.866363,-2.51507
1421714507730.00,-1.7070502,-8.956625,-3.0099409
1421714507731.00,-2.4324417,-8.975934,-3.106939
1421714507758.00,-2.9047096,-8.87699,-2.6161098
1421714507766.00,-2.744842,-8.505013,-2.3129902
1421714507786.00,-3.0273046,-8.912018,-3.5467246
1421714507805.00,-3.1904655,-10.388846,-5.5639296
1421714507825.00,-3.0195208,-12.565769,-6.6853976
1421714507845.00,-2.8264225,-14.311589,-2.899171
1421714507865.00,-4.1713758,-14.679673,2.3921754
1421714507900.00,-2.7369087,-15.312108,-3.8854702
1421714507905.00,-0.71341646,-13.737233,-2.808909
