time_millisec,ax,ay,az
1421714545569.00,1.5388,-11.37784,-2.7325675
1421714545590.00,3.1476545,-13.525424,-3.0145812
1421714545610.00,2.8618987,-11.726614,-3.8624182
1421714545629.00,2.0190015,-9.262738,-5.3697834
1421714545652.00,1.5167958,-9.470506,-6.2237577
1421714545674.00,-0.05987549,-9.166039,-4.8807507
1421714545689.00,-1.0379416,-8.648266,-3.4220338
1421714545709.00,-1.890868,-8.327333,-2.7388544
1421714545729.00,-2.5981472,-8.943901,-2.6126668
1421714545749.00,-2.4378304,-8.959768,-2.9806018
1421714545769.00,-2.0556753,-8.079748,-4.5379634
1421714545790.00,-1.800905,-9.377699,-5.707631
1421714545809.00,-3.013234,-11.4383135,-3.1769934
1421714545867.00,-4.1730223,-13.808635,1.7606387
1421714545869.00,-3.7073405,-13.934223,2.0541782
1421714545870.00,0.06795868,-17.448166,-6.2704606
1421714545890.00,4.346212,-17.410145,-5.278024
1421714545913.00,-0.80113405,-11.509865,3.7396734
1421714545930.00,-4.175866,-9.335337,5.659431
1421714545949.00,-4.7747707,-10.105636,5.119953
1421714545971.00,-3.7482057,-11.932586,2.4704626
1421714545990.00,0.08786728,-13.034894,-0.97192883
1421714546009.00,2.4965086,-12.468472,-0.7503896
1421714546030.00,0.9400452,-10.32957,0.1791774
1421714546049.00,-0.61776537,-8.187524,-0.4376898
1421714546069.00,-0.75368273,-7.7059755,-1.1665242
1421714546091.00,-0.37227586,-7.8746743,-0.9804611
1421714546110.00,-0.15567628,-8.214318,-1.1085947
1421714546129.00,0.3544629,-8.929531,-1.9519409
1421714546222.00,1.0945239,-8.456964,-3.1937585
1421714546223.00,1.4142591,-7.6562786,-3.738326
1421714546224.00,1.717229,-7.2977743,-4.102818
1421714546225.00,1.0841954,-7.305708,-3.4711318
1421714546242.00,0.6024971,-8.223748,-2.1269271
1421714546249.00,1.5033238,-8.713829,-1.29361
1421714546269.00,1.368604,-7.950866,-0.7924521
1421714546290.00,0.20971389,-6.879843,-0.5999524
1421714546309.00,-0.17169297,-7.6377172,0.21300705
1421714546331.00,0.2612068,-9.161249,-1.424887
1421714546349.00,0.26210496,-9.965976,-0.9045689
1421714546369.00,0.11271561,-9.369017,-0.124541014
1421714546389.00,0.33171022,-9.062155,-0.94139236
1421714546409.00,-0.32003447,-8.60291,-1.5290703
1421714546429.00,-0.74290514,-8.185279,-0.9873468
1421714546449.00,0.07125183,-8.316406,-0.420775
1421714546520.00,1.3019925,-10.537188,-1.9443069
1421714546521.00,1.6042141,-11.598781,-3.7209623
1421714546522.00,1.4684464,-13.595927,-5.392686
1421714546534.00,0.60833496,-18.189724,-6.922654
1421714546550.00,-2.196682,-18.271305,-5.566774
1421714546569.00,-4.1742196,-14.052777,-2.8178902
1421714546589.00,-3.2976425,-10.463691,-1.4744339
1421714546614.00,-1.6929795,-8.712033,-1.0996133
1421714546630.00,-2.12064,-8.787177,-2.4806414
1421714546650.00,-2.0953426,-10.409054,-3.8767881
1421714546669.00,-1.628763,-10.524764,-4.411626
1421714546689.00,-1.6212785,-9.168434,-2.8575578
1421714546709.00,-2.095642,-8.007298,-1.6881894
1421714546729.00,-2.7195446,-6.0939775,-1.6185842
1421714546751.00,-3.2361205,-4.484674,-1.1109897
1421714546777.00,-3.300786,-4.175866,-0.7937993
1421714546833.00,-3.1064901,-4.29891,-0.72554123
1421714546834.00,-2.807412,-4.5542793,-0.53274214
1421714546836.00,-2.6731412,-4.963528,-0.52480865
1421714546849.00,-2.0181034,-5.004992,-0.39248383
1421714546869.00,-1.2406201,-4.913233,-0.14295273
1421714546889.00,-0.15612534,-7.9403877,-1.3962964
1421714546910.00,2.0378623,-9.988579,-2.2255719
1421714546929.00,3.408562,-10.187066,-3.1392717
1421714546951.00,3.716322,-10.501862,-4.7653403
1421714546974.00,1.979334,-10.205178,-7.2775664
1421714546989.00,0.48364425,-10.330169,-7.767198
1421714547009.00,0.64381117,-9.751621,-6.047724
1421714547029.00,-0.05254074,-8.906778,-5.3489766
1421714547049.00,-1.8035994,-8.799602,-7.495064
1421714547069.00,-3.0614338,-11.578123,-9.07937
1421714547091.00,-4.237388,-11.325599,2.017804
1421714547109.00,-3.0343401,-11.074571,7.551796
1421714547174.00,-4.1366477,-13.054653,3.554209
1421714547175.00,-1.4829662,-18.642832,-8.770861
1421714547176.00,1.6384927,-14.956747,-2.864593
1421714547189.00,-1.146915,-10.646161,4.78944
1421714547209.00,-3.0139823,-10.492281,5.44358
1421714547229.00,-2.9147387,-10.318193,6.2800407
1421714547249.00,-3.5317557,-12.0607195,4.082011
1421714547269.00,-1.1313473,-13.2492485,0.22797592
1421714547289.00,1.7083974,-12.125984,-1.2466077
1421714547309.00,0.889151,-10.213561,-0.03742218
1421714547329.00,-1.6369958,-8.443342,0.72359526
1421714547351.00,-2.4557931,-8.010741,0.36404297
1421714547371.00,-1.9170635,-8.31925,0.5343887
1421714547389.00,-1.1557466,-8.26641,0.93345886
1421714547410.00,0.055235136,-8.580157,0.4447252
1421714547429.00,0.9234297,-8.3973875,0.5933661
1421714547492.00,1.2314891,-8.037985,0.1646576
1421714547493.00,1.2135265,-8.870105,-0.7041357
1421714547494.00,0.5923183,-10.051148,-1.2154725
1421714547509.00,-0.38455033,-10.34858,-1.4693445
1421714547529.00,-0.51028883,-10.887759,-2.501149
1421714547549.00,0.25521928,-10.931318,-4.152515
1421714547570.00,0.540526,-10.321636,-2.2239254
1421714547593.00,0.005538483,-9.885293,0.23860382
1421714547609.00,-0.1951941,-10.2017355,1.7827927
1421714547630.00,-0.18651214,-10.753039,0.5426216
1421714547649.00,-0.06556366,-12.105626,-1.2859758
1421714547669.00,-1.4810202,-12.8326645,-2.4207659
1421714547689.00,-2.398163,-13.398488,-1.6985179
1421714547709.00,-2.955903,-12.504248,-1.3795313
1421714547729.00,-2.9469218,-11.803105,-2.1748273
1421714547749.00,-3.3654516,-11.077564,-1.377286
1421714547811.00,-3.7300932,-10.195,-0.13397141
1421714547812.00,-4.157155,-9.595945,-0.37631744
1421714547814.00,-4.9413743,-9.181158,-0.4155359
1421714547829.00,-5.3106565,-9.178164,0.49067962
1421714547850.00,-5.1600695,-8.984766,1.5093113
1421714547869.00,-4.6485834,-8.586893,-0.21734802
1421714547889.00,-3.049309,-8.874296,-2.2174888
1421714547909.00,-2.1010308,-8.8846245,-1.3942008
1421714547935.00,-1.5750247,-8.46325,-0.7499405
1421714547953.00,-1.3946499,-7.864795,0.19459534
1421714547970.00,-1.395548,-7.0552783,-0.5071454
1421714547989.00,-1.366658,-7.3145394,-1.2430152
1421714548009.00,-0.93735075,-7.5714054,-1.5108082
1421714548031.00,-0.89483917,-7.376211,-1.8208137
1421714548049.00,-1.2563374,-6.7229695,-1.479673
1421714548069.00,-1.3421091,-6.6201334,-1.5617024
1421714548089.00,-1.5130535,-6.6286654,-1.8526973
1421714548156.00,-1.0124946,-7.7035804,-1.9947519
1421714548157.00,-0.5598358,-7.747888,-3.3441956
1421714548158.00,0.07379654,-7.2625976,-4.5951443
1421714548169.00,-0.062719576,-7.9189825,-6.9942055
1421714548190.00,-0.5150789,-9.250164,-8.013436
1421714548209.00,-0.051193543,-10.577454,-5.7866664
1421714548229.00,0.37586838,-12.706925,-4.7910867
1421714548249.00,0.42436752,-14.718742,-5.761968
1421714548272.00,-0.6611751,-17.673897,-5.290149
1421714548294.00,-0.5343887,-13.751154,-4.7368994
1421714548309.00,-2.8827055,-7.1283264,-1.9953506
1421714548334.00,-5.431455,-3.2876134,1.8568885
1421714548349.00,-6.9331326,-2.9768596,5.3582573
1421714548369.00,-6.228398,-5.156477,4.046984
1421714548389.00,-3.5010695,-10.885663,2.1782703
1421714548450.00,2.198628,-15.346537,0.7740404
1421714548451.00,3.74611,-12.751682,-0.29638368
1421714548452.00,0.7247928,-9.835298,0.4698729
1421714548469.00,-2.2288651,-9.153016,1.7727635
1421714548489.00,-3.6688704,-8.763077,1.6082556
1421714548509.00,-2.940635,-9.217233,1.4787749
1421714548537.00,-1.8497036,-9.772728,0.5957611
1421714548550.00,-1.2945081,-9.687704,0.7936496
1421714548569.00,-1.4263839,-9.607621,1.2088861
1421714548589.00,-1.4024336,-9.131012,1.3304334
1421714548610.00,-1.3503419,-9.419462,1.1400293
1421714548630.00,-1.0382409,-9.745335,0.6821315
1421714548650.00,-0.7247928,-9.748628,0.74515045
1421714548671.00,-0.6276448,-9.518406,0.9159453
1421714548689.00,-0.3715274,-9.518556,0.8193961
1421714548709.00,0.11181747,-9.435629,0.3132985
1421714548783.00,0.6839278,-9.4491005,0.14684464
1421714548784.00,1.113684,-9.726923,-0.10059082
1421714548785.00,0.9865984,-9.923015,-0.2733316
1421714548798.00,0.8294252,-9.763297,-0.7098239
1421714548810.00,1.0470726,-10.019115,-0.4126918
1421714548829.00,0.71311706,-10.0504,-0.42032593
1421714548849.00,0.45235932,-10.215656,-0.23680755
1421714548869.00,-0.6569838,-11.073223,0.28605515
1421714548889.00,-1.6658858,-12.061019,-0.065413974
1421714548910.00,-2.0775297,-13.885874,-4.1695795
1421714548929.00,-2.1996758,-14.778768,-4.147425
1421714548949.00,-3.1554382,-13.505815,-1.6214283
1421714548970.00,-3.5145414,-12.297228,-3.0786479
1421714548989.00,-4.4469523,-12.424164,-2.5406666
1421714549012.00,-6.3539867,-11.260783,1.5958314
1421714549033.00,-7.032526,-10.114616,3.2609687
1421714549053.00,-6.648724,-9.279952,3.698958
1421714549128.00,-6.6368985,-10.035431,1.6212785
1421714549129.00,-5.03972,-10.317295,-2.5869205
1421714549130.00,-0.8276289,-10.123299,-2.944527
1421714549131.00,0.9804611,-9.237441,0.48783553
1421714549153.00,0.13876145,-6.9879184,1.3452525
1421714549169.00,-0.73407346,-5.1935997,1.2199631
1421714549189.00,-1.4822177,-4.3800416,0.49157774
1421714549209.00,-2.2185366,-4.3757005,0.19579285
1421714549229.00,-2.3517594,-4.9186215,-0.2163002
1421714549249.00,-2.0222945,-4.724625,-0.4367917
1421714549269.00,-1.5389497,-4.425098,-0.92821974
1421714549290.00,-0.767005,-6.3854213,-1.5482304
1421714549309.00,-0.35326537,-7.8492274,-2.5836272
1421714549331.00,0.16944763,-9.950857,-5.0654664
1421714549351.00,0.8184979,-12.316238,-8.875194
1421714549369.00,0.77868074,-12.764556,-9.733958
1421714549437.00,1.2437636,-11.660003,-8.153544
1421714549438.00,2.2104533,-10.944191,-5.9713826
1421714549439.00,1.1713142,-10.763218,-4.043841
1421714549449.00,0.39592665,-9.886491,-3.3727863
1421714549469.00,-0.85113007,-8.337961,-2.475552
1421714549489.00,-3.2817755,-8.254285,-1.5067667
1421714549509.00,-6.686445,-12.065959,-2.6955945
1421714549530.00,-8.559201,-17.758171,-6.2843814
1421714549552.00,-4.964127,-13.146412,-3.166515
1421714549574.00,-2.5643175,-5.424869,3.594026
1421714549595.00,-3.0472133,-4.064947,4.7782135
1421714549609.00,-3.6034565,-4.802613,4.7138476
1421714549629.00,-2.6479936,-8.98731,4.3921666
1421714549649.00,0.8268805,-13.85429,3.1561866
1421714549669.00,4.3363323,-13.316159,-3.541635
1421714549689.00,2.1004322,-10.725047,-1.7512083
1421714549709.00,-2.1517754,-8.8243,0.5815407
1421714549812.00,-3.2064822,-8.233329,1.6578026
1421714549813.00,-2.4360342,-9.005722,0.044008482
1421714549814.00,-1.3196558,-10.066267,-0.3023712
1421714549815.00,-0.6529422,-10.050699,-0.25671616
1421714549816.00,-0.6462062,-9.666449,0.09415421
1421714549831.00,-0.83122146,-9.090147,0.18561402
1421714549849.00,-0.27677444,-9.21379,0.031284943
1421714549870.00,0.2562671,-9.494905,-0.2004332
1421714549890.00,0.4285588,-9.488468,-0.37511992
1421714549909.00,0.4352948,-9.770931,-1.3855188
1421714549929.00,0.631387,-9.641301,-3.1356792
1421714549950.00,0.14669494,-9.027428,-3.3662
1421714549969.00,-1.0154883,-8.3675995,-3.1859748
1421714549990.00,-1.1186239,-7.5919127,-2.8586054
1421714550009.00,-0.7206015,-7.289092,-1.746568
1421714550078.00,-0.43364823,-7.2143974,-0.9226813
1421714550079.00,-0.27692413,-6.2554917,-0.27961853
1421714550080.00,-0.49397278,-6.3815293,-0.5269043
1421714550089.00,-0.12528946,-8.380323,-2.351011
1421714550109.00,-0.16256195,-9.279952,-0.5046007
1421714550132.00,-1.1765534,-8.182883,1.5935861
1421714550149.00,-0.5730084,-7.669002,1.3705499
1421714550169.00,0.36314484,-7.6184072,0.9039702
1421714550189.00,1.7031583,-8.31431,0.23022126
1421714550209.00,1.5626006,-10.460098,-1.6353493
1421714550231.00,0.57675064,-11.684852,-0.89738387
1421714550249.00,0.5683681,-10.476713,-2.3079007
1421714550269.00,0.637674,-10.169851,-2.2381458
1421714550289.00,0.2243834,-10.350526,-2.4128325
1421714550309.00,1.1409274,-11.660452,-3.834576
1421714550329.00,1.481619,-14.58986,-4.647835
1421714550350.00,0.6164181,-18.690134,-4.9781976
1421714550415.00,-1.2048445,-19.459982,-4.8460226
1421714550417.00,-2.9142897,-14.468313,-1.8570383
1421714550418.00,-3.2519875,-10.517728,-0.78601545
1421714550441.00,-1.4696438,-8.33362,-1.3154645
1421714550449.00,-1.8781444,-6.6966243,-2.0438497
1421714550470.00,-3.077151,-9.505982,-2.8285182
1421714550491.00,-3.2362702,-10.49288,-3.679798
1421714550518.00,-2.0300784,-10.226284,-2.8225305
1421714550529.00,-0.99647784,-8.942404,-1.6347505
1421714550552.00,-0.984353,-6.909182,-1.1564951
1421714550569.00,-1.4627582,-5.34269,-1.7157321
1421714550590.00,-2.271227,-4.37585,-2.176923
1421714550611.00,-2.8990214,-4.0815625,-1.648971
1421714550629.00,-3.1713052,-4.0305185,-1.0207274
1421714550650.00,-2.992128,-4.7354026,-1.1246114
1421714550670.00,-2.457739,-4.853657,-1.3052857
1421714550733.00,-2.088008,-4.2325983,-0.9114546
1421714550734.00,-1.6645386,-3.7086878,-0.12648697
1421714550735.00,-1.1331437,-3.98172,1.1141331
1421714550749.00,0.52196455,-7.3154373,0.45205992
1421714550771.00,3.0340407,-11.160941,-1.1008109
1421714550789.00,5.163662,-13.653109,-2.5580306
1421714550810.00,6.08799,-13.015584,-3.6823425
1421714550829.00,5.2525773,-11.211985,-5.1638117
1421714550849.00,1.8793418,-10.673405,-5.85732
1421714550869.00,0.048798524,-9.952205,-5.5784497
1421714550890.00,-0.7921527,-9.197474,-5.4518127
1421714550910.00,-1.7929715,-8.101902,-4.0466847
1421714550929.00,-3.1106813,-7.6790314,-4.0064187
1421714550954.00,-3.210823,-8.407267,-6.0905347
1421714550969.00,-3.0740075,-11.265274,-3.6765046
1421714550990.00,-3.566783,-12.57505,2.8919861
1421714551009.00,-4.4824286,-12.211606,3.7657192
1421714551090.00,-2.577041,-17.390985,-2.5035439
1421714551091.00,5.2322197,-19.223026,-12.467873
1421714551092.00,-0.11541,-12.025543,3.7390745
1421714551093.00,-3.1734009,-8.47313,5.6979012
1421714551110.00,-2.7861562,-9.713301,5.9165964
1421714551129.00,-2.9297075,-12.215049,3.944148
1421714551150.00,-2.1032763,-12.917687,1.1249107
1421714551169.00,1.8501526,-12.313245,-2.236499
1421714551189.00,1.4391074,-10.53135,-1.3474978
1421714551209.00,-1.1362871,-8.257728,-0.18426682
1421714551230.00,-1.57727,-7.698491,-0.2468367
1421714551249.00,-1.0048604,-8.410709,-0.9963281
1421714551270.00,-0.27542725,-8.480914,-1.196911
1421714551290.00,-0.1884581,-8.145162,-1.372945
1421714551311.00,0.41149428,-7.968679,-2.7577152
1421714551330.00,1.2181668,-7.759564,-4.322711
1421714551402.00,1.5516733,-6.8175726,-4.5418553
1421714551403.00,1.0310559,-6.6821046,-3.1775923
1421714551404.00,-0.48618898,-8.858429,-1.9302361
1421714551414.00,-0.21255799,-9.746532,-2.2915847
1421714551430.00,0.83062273,-7.659422,-1.9778371
1421714551449.00,0.5785469,-6.518345,-1.0460248
1421714551470.00,-0.93076444,-5.9905424,2.0631597
1421714551489.00,-0.9104068,-8.993748,1.0448272
1421714551519.00,0.8017328,-11.184591,-2.7666967
1421714551529.00,1.3695021,-10.099947,-1.3222004
1421714551550.00,0.5599855,-9.195079,-0.36718643
1421714551570.00,0.15762222,-8.797955,-0.6976991
1421714551589.00,0.007185059,-9.497001,-0.9096584
1421714551610.00,-0.83406556,-9.8463745,-1.6019686
1421714551630.00,-0.60863435,-9.672136,-1.6875906
1421714551649.00,0.2866539,-10.651401,-1.7199234
1421714551672.00,1.2365785,-10.926977,-3.6022592
1421714551748.00,1.5149995,-12.566817,-5.567223
1421714551749.00,0.29234207,-16.284037,-4.7930326
1421714551750.00,-1.368604,-18.785187,-4.9322433
1421714551751.00,-4.4459047,-16.534166,-3.367547
1421714551769.00,-5.016668,-12.368031,-0.5701643
1421714551789.00,-2.6114695,-9.077573,-0.8927435
1421714551809.00,-0.8761281,-9.244027,-3.4188905
1421714551829.00,-0.9421408,-10.131681,-3.4914894
1421714551850.00,-1.8791922,-9.708212,-2.1959336
1421714551870.00,-2.003434,-8.39604,-1.355132
1421714551889.00,-1.5977774,-6.9936066,-1.1552975
1421714551910.00,-1.773512,-5.440736,-1.5182927
1421714551929.00,-2.0477417,-4.6919928,-1.8004559
1421714551950.00,-2.5146208,-4.389472,-1.3413606
1421714551970.00,-3.390749,-4.129313,-0.8307724
1421714551990.00,-3.9895039,-4.0415955,-0.55699176
1421714552010.00,-4.049529,-4.446204,-0.637674
1421714552074.00,-3.7300932,-5.0907636,-0.4619394
1421714552075.00,-2.2891896,-5.6351814,-0.04535568
1421714552075.00,-0.712668,-7.8031235,0.23441254
1421714552089.00,1.583557,-10.98835,-1.3400134
1421714552109.00,2.8873458,-12.105177,-2.8187883
1421714552130.00,2.82762,-10.784623,-2.6771827
1421714552150.00,1.7304016,-9.548793,-2.7951374
1421714552170.00,0.8782237,-9.397308,-3.4379008
1421714552189.00,0.029638367,-10.064022,-4.554878
1421714552209.00,-0.6110294,-9.7956295,-4.542005
1421714552229.00,-1.044977,-9.323662,-3.7386255
1421714552249.00,-1.5093113,-9.183104,-3.0442195
1421714552269.00,-1.4650035,-9.091345,-2.188
1421714552289.00,-1.6669335,-9.169632,-2.6792784
1421714552395.00,-1.3350737,-10.079739,-4.309239
1421714552396.00,-0.88705534,-10.93536,-5.314848
1421714552397.00,0.2694397,-12.437785,-4.514911
1421714552398.00,0.3210823,-11.232342,1.4482384
1421714552399.00,-0.877625,-11.499237,1.8796413
1421714552470.00,-0.43993515,-17.882263,-10.77669
1421714552471.00,-1.0092014,-15.254478,1.0109977
1421714552472.00,-2.6937983,-10.240654,4.9554453
1421714552473.00,-3.4902918,-10.157877,5.0302896
1421714552508.00,-3.3049772,-11.950997,3.6893778
1421714552509.00,-1.9227517,-12.335698,0.8349637
1421714552530.00,1.4325211,-12.800331,-1.2903168
1421714552553.00,1.5904427,-11.187585,-0.5517526
1421714552570.00,-0.0717009,-9.78081,-0.082777865
1421714552590.00,-0.6119275,-8.7720585,-0.16645385
1421714552609.00,-0.49412248,-8.162227,-0.4620891
1421714552631.00,-0.1526825,-8.133038,-0.56058425
1421714552713.00,-0.314496,-8.288264,-1.0743159
1421714552714.00,0.41718248,-8.491392,-2.2650898
1421714552715.00,0.7114705,-8.277936,-2.4619303
1421714552716.00,1.1668236,-8.201445,-2.8310628
1421714552731.00,1.3344749,-8.534352,-3.254532
1421714552750.00,0.6544391,-8.668175,-2.7887008
1421714552769.00,0.05478607,-8.442893,-2.3575974
1421714552789.00,0.29817992,-8.02571,-1.5428417
1421714552809.00,0.9581575,-7.411238,-2.6870623
1421714552829.00,0.7044351,-7.646399,-2.1213884
1421714552849.00,-0.9690848,-7.905211,0.68302965
1421714552870.00,-1.2521461,-7.8092604,1.6322058
1421714552890.00,0.48813492,-8.48271,-0.2906955
1421714552910.00,1.3108242,-9.716595,-2.0935464
1421714552930.00,0.3713777,-9.572444,-1.131497
1421714552950.00,0.08786728,-9.635313,-0.3820056
1421714552969.00,0.2255809,-9.275611,-0.43334883
1421714553041.00,0.49561936,-9.609866,-1.0051597
1421714553042.00,0.53019744,-9.997859,-1.2819343
1421714553043.00,0.36988083,-9.480086,-1.2355307
1421714553054.00,1.190175,-10.044862,-2.1859045
1421714553069.00,1.1635305,-10.809471,-2.3480172
1421714553090.00,0.78945833,-10.566976,-2.8145971
1421714553109.00,1.5103592,-11.245814,-3.0844858
1421714553132.00,2.4417224,-16.487165,-5.5721626
1421714553150.00,0.017812958,-19.085012,-6.8886747
1421714553170.00,-3.2891102,-16.483423,-4.956343
1421714553192.00,-2.78436,-13.50312,-2.3082001
1421714553209.00,-1.7724642,-10.921439,-0.5272037
1421714553230.00,-1.359922,-8.879684,-0.59246796
1421714553252.00,-1.6688795,-7.849377,-2.2287154
1421714553270.00,-1.7616866,-8.447234,-3.279081
1421714553290.00,-0.7063811,-9.163644,-2.669848
1421714553347.00,-0.08128098,-8.339907,-1.6389418
1421714553349.00,-0.5652246,-6.60726,-1.765279
1421714553350.00,-1.7435743,-5.0263977,-2.126478
1421714553369.00,-2.8557615,-4.237987,-2.2652395
1421714553390.00,-3.1657667,-4.5406575,-2.2373972
1421714553409.00,-2.7135572,-4.74618,-2.0142114
1421714553429.00,-2.3599923,-5.0078363,-1.7780026
1421714553450.00,-2.0207977,-5.4492683,-1.6422349
1421714553470.00,-2.1941373,-5.7679553,-1.6757653
1421714553490.00,-2.0534298,-5.803581,-1.6443306
1421714553509.00,-1.1979588,-6.4830184,-1.3669574
1421714553530.00,0.30701157,-7.956255,-0.87208647
1421714553552.00,2.415976,-9.795779,-1.8747015
1421714553571.00,4.013005,-9.887239,-2.2935305
1421714553593.00,4.142186,-9.209449,-1.8083894
1421714553613.00,3.1451097,-9.228459,-2.5023463
1421714553684.00,1.8747015,-9.633817,-3.7824843
1421714553685.00,1.2123289,-9.862541,-3.3823664
1421714553686.00,0.3632945,-10.081835,-3.4398468
1421714553692.00,-0.42496628,-10.466085,-3.855233
1421714553709.00,-0.6712042,-10.388397,-3.8718483
1421714553729.00,-0.067210235,-10.041419,-3.2401621
1421714553750.00,-0.13546829,-9.591604,-3.6080968
1421714553769.00,-1.181044,-10.015972,-4.7198353
1421714553790.00,-1.9083815,-10.928025,-4.2782536
1421714553810.00,-2.4559429,-11.765084,-1.3343253
1421714553829.00,-2.7153535,-12.654385,1.5910414
1421714553852.00,-1.5521224,-12.477154,0.1392105
1421714553869.00,1.5813117,-14.597494,-3.2439044
1421714553890.00,2.34188,-15.989899,-2.2191353
1421714553910.00,-0.82238984,-11.972703,1.4004877
1421714553930.00,-2.6851163,-9.614656,4.707411
1421714553949.00,-2.5107288,-10.272089,4.3459125
1421714554021.00,-2.5027955,-11.813883,2.3674767
1421714554022.00,0.26255402,-12.502601,-1.5928377
1421714554023.00,0.8159532,-11.187435,-1.8669177
1421714554034.00,-0.6544391,-9.891131,0.59127045
1421714554050.00,-0.89543796,-8.951086,0.7632628
1421714554070.00,-0.65997756,-8.248897,0.19714004
1421714554089.00,-0.20537293,-8.184979,-0.6673123
1421714554110.00,0.34263748,-8.270901,-2.129322
1421714554129.00,1.027613,-7.6972933,-3.096311
1421714554150.00,1.373394,-7.8103085,-3.109933
1421714554169.00,0.95755875,-7.8348575,-2.5321343
1421714554189.00,0.31120285,-8.038883,-2.7201433
1421714554209.00,-0.07753876,-7.672146,-2.8864477
1421714554230.00,0.15896942,-6.700516,-2.7282267
1421714554250.00,-0.1910028,-5.9094114,-1.129102
1421714554270.00,-0.5724097,-8.181537,-0.9505234
1421714554289.00,-1.4497353,-9.444909,-0.06316864
1421714554344.00,-1.2763957,-8.734187,0.31734008
1421714554348.00,0.29039612,-8.585696,-0.12693603
1421714554351.00,0.83002394,-8.4396,0.3106041
1421714554370.00,0.678539,-8.637189,0.3489244
1421714554390.00,1.3898598,-10.764416,-1.2482543
1421714554411.00,1.9764899,-11.094778,-2.3911276
1421714554432.00,1.1648777,-11.099419,-1.2196637
1421714554463.00,-0.21390519,-10.269395,-1.7368382
1421714554472.00,-0.22662872,-10.295441,-3.4093103
1421714554490.00,0.7550299,-13.46001,-4.8235693
1421714554509.00,0.58707917,-17.593813,-5.7844214
1421714554530.00,-1.1341914,-18.530117,-5.947881
1421714554552.00,-2.924169,-15.647411,-3.113675
1421714554572.00,-3.2057335,-11.605516,-1.6006215
1421714554590.00,-2.1763244,-9.579928,-1.0092014
1421714554646.00,-1.8041981,-9.352701,-2.1474345
1421714554647.00,-1.9529887,-10.267448,-3.5188825
1421714554661.00,-1.9434086,-9.739646,-3.9344184
1421714554670.00,-2.1386027,-7.797136,-3.0463152
1421714554690.00,-1.886527,-6.636,-1.8296453
1421714554710.00,-2.452949,-4.91952,-1.2154725
1421714554730.00,-2.9952712,-3.723507,-1.3040881
1421714554752.00,-3.1479537,-3.6414776,-1.4262341
1421714554775.00,-2.6445506,-4.0770717,-1.3028907
1421714554790.00,-1.9652632,-4.5899053,-1.5245796
1421714554809.00,-1.4108162,-4.7614484,-1.7786014
1421714554830.00,-1.4768289,-4.3617797,-1.7583934
1421714554850.00,-1.4554235,-4.6405,-1.0446776
1421714554870.00,-0.77074724,-6.832841,0.2389032
1421714554890.00,1.4849122,-10.719509,-0.8241861
1421714554911.00,3.9495368,-11.686797,-2.998864
1421714554931.00,4.3873763,-10.440489,-2.4313939
1421714555023.00,3.723956,-10.318343,-2.555935
1421714555024.00,1.9809805,-10.595567,-3.8080812
1421714555025.00,0.6251001,-10.397079,-3.6869829
1421714555026.00,-0.19848724,-10.119856,-4.437522
1421714555046.00,-1.131048,-9.981394,-6.2182193
1421714555053.00,-1.1711645,-9.878108,-4.852908
1421714555070.00,-1.1798465,-9.437724,-3.7151244
1421714555090.00,-1.6242723,-9.594448,-3.8565803
1421714555110.00,-1.9734961,-9.698182,-4.5267367
1421714555130.00,-1.4919475,-10.851534,-0.11855347
1421714555150.00,-0.36045045,-12.283008,2.9223728
1421714555170.00,1.1298505,-12.66621,-1.0692265
1421714555190.00,2.8033705,-15.669565,-3.5072067
1421714555210.00,2.129322,-17.349222,-5.505252
1421714555230.00,-1.6199313,-11.366763,1.617686
1421714555294.00,-3.064577,-8.306975,4.199966
1421714555295.00,-2.1971312,-10.1349745,4.0911427
1421714555296.00,-1.2780423,-12.284354,0.18471588
1421714555309.00,0.23605911,-12.162358,-2.1971312
1421714555330.00,-0.03996689,-10.524764,0.3435356
1421714555350.00,-1.0702744,-9.278156,0.77299255
1421714555370.00,-2.3715184,-8.455616,-0.94708055
1421714555390.00,-2.5984466,-8.264913,-1.7540524
1421714555412.00,-0.96429473,-8.488249,-1.5215858
1421714555433.00,-0.040565643,-7.902816,-0.6954538
1421714555450.00,0.18606308,-7.177574,-1.1957135
1421714555470.00,0.644859,-6.88134,-2.9017158
1421714555490.00,1.2763957,-8.241712,-5.3561616
1421714555510.00,0.55893767,-8.562494,-2.8172915
1421714555531.00,-0.65174466,-7.3119946,-0.31240037
1421714555550.00,-0.88855225,-6.0796075,0.36748582
1421714555629.00,0.30356872,-6.1183767,-0.57420594
1421714555630.00,1.2037967,-8.118368,-0.80307996
1421714555631.00,0.41179368,-9.47784,0.5712122
1421714555631.00,0.9364526,-9.81943,0.066910855
1421714555650.00,1.0011182,-9.749077,-0.5185217
1421714555670.00,0.78721297,-9.369017,0.084723815
1421714555691.00,1.1683204,-9.188792,0.02215393
1421714555710.00,0.9090596,-10.704689,0.22258712
1421714555730.00,0.022004241,-12.014765,-1.0928774
1421714555753.00,-0.29952714,-13.918207,-3.7194653
1421714555775.00,-1.49075,-17.59501,-6.741531
1421714555790.00,-2.7734327,-19.265837,-6.9263964
1421714555810.00,-3.0231135,-16.909138,-4.3417215
1421714555830.00,-4.5478425,-12.897031,-1.997596
