time_milisec,P1,P2,P3,P4,P5,P6,P7,P8(kPa)
1421106079843.00,0,0,0,0,0,0,0,0
1421106079852.00,4.7,0,0,0,0,3.3,1.7,0
1421106079859.00,4.7,1.7,0,0,0,1.6,1.7,0
1421106079864.00,3.1,3.4,0,0,0,1.6,0,1.6
1421106079868.00,6.3,1.7,0,0,1.7,4.9,0,0
1421106079884.00,4.7,1.7,0,0,1.7,1.6,3.4,1.6
1421106079904.00,6.3,1.7,1.7,0,1.7,1.6,0,1.6
1421106079914.00,6.3,1.7,0,0,1.7,1.6,6.8,1.6
1421106079930.00,6.3,1.7,0,0,3.4,3.3,0,0
1421106079945.00,7.9,0,0,0,1.7,1.6,0,0
1421106079958.00,6.3,1.7,1.7,0,0,1.6,1.7,4.8
1421106079962.00,6.3,1.7,3.4,0,0,0,1.7,3.2
1421106079971.00,4.7,1.7,0,0,5.1,6.5,1.7,1.6
1421106079980.00,6.3,0,1.7,1.5,1.7,6.5,1.7,1.6
1421106079983.00,4.7,1.7,3.4,1.5,0,6.5,1.7,1.6
1421106079989.00,6.3,0,3.4,1.5,1.7,6.5,1.7,1.6
1421106080002.00,7.9,1.7,0,3.1,1.7,6.5,1.7,3.2
1421106080012.00,6.3,3.4,1.7,1.5,1.7,6.5,1.7,3.2
1421106080016.00,4.7,1.7,1.7,3.1,0,6.5,0,1.6
1421106080019.00,6.3,3.4,1.7,1.5,1.7,8.2,3.4,3.2
1421106080021.00,4.7,1.7,3.4,1.5,0,8.2,5.1,1.6
1421106080025.00,6.3,1.7,1.7,1.5,1.7,3.3,1.7,1.6
1421106080034.00,4.7,1.7,1.7,1.5,1.7,8.2,1.7,0
1421106080039.00,7.9,1.7,1.7,0,1.7,6.5,3.4,1.6
1421106080055.00,4.7,0,1.7,3.1,0,6.5,1.7,3.2
1421106080063.00,4.7,1.7,0,3.1,1.7,6.5,3.4,0
1421106080070.00,4.7,3.4,1.7,4.6,1.7,8.2,3.4,1.6
1421106080073.00,6.3,0,1.7,3.1,1.7,6.5,5.1,1.6
1421106080077.00,4.7,3.4,1.7,3.1,1.7,6.5,3.4,4.8
1421106080081.00,7.9,1.7,1.7,3.1,1.7,6.5,3.4,1.6
1421106080084.00,4.7,1.7,3.4,4.6,1.7,6.5,3.4,4.8
