PLMEAN,ARMEAN,GRMEAN,PRMEAN,PLSTD,ARSTD,GRSTD,PRSTD,PLMIN,ARMIN,GRMIN,PRMIN,activity,PLMAX,ARMAX,GRMAX,PRMAX,PLMEDIAN,ARMEDIAN,GRMEDIAN,PRMEDIAN
45.551520270270274,10.010354805420764,0.08143486686085308,9.211595394736841,0.8511558991106929,0.034571582467305066,0.1098771866874901,4.663764643480548,44.94966216216217,9.985909005021783,0.0037399630564285847,5.913815789473685,running,46.15337837837838,10.034800605819747,0.15912977066527756,12.509374999999999,45.551520270270274,10.010354805420764,0.08143486686085308,9.211595394736841
45.324636164274324,9.305081700678453,1.141390656791753,17.936430921052633,1.3220542604989542,0.011494876377172577,1.249110686554557,2.6133875789544287,44.38980263157895,9.296953595643254,0.25813601987644186,16.088486842105265,running,46.2594696969697,9.313209805713655,2.0246452937070645,19.784375000000004,45.324636164274324,9.305081700678453,1.141390656791753,17.936430921052633
46.97506944444444,8.933038597886249,0.6236134704634808,24.601079776422765,1.9596678766383775,1.277115858576785,0.717774132857446,1.8089609532016462,45.589375000000004,8.029981313925726,0.11607051375968687,23.321951219512197,running,48.36076388888888,9.836095881846774,1.1311564271672747,25.88020833333333,46.97506944444444,8.933038597886249,0.6236134704634808,24.601079776422765
80.90850694444444,10.286273600809789,0.3914160419419049,63.77753378378378,13.075337372253323,0.9639809144439401,0.002807436890936159,19.02953347383081,71.66284722222221,9.604636159272069,0.38943088427857064,50.32162162162162,running,90.15416666666665,10.967911042347508,0.3934011996052391,77.23344594594595,80.90850694444444,10.286273600809789,0.3914160419419049,63.77753378378378
103.99906417112298,9.510353424316893,0.30235537403987006,73.13429054054055,6.43495530777401,0.5047825339901101,0.30637895645926627,4.438289489075975,99.44886363636361,9.153418271507958,0.08571273631466488,69.99594594594595,running,108.54926470588235,9.86728857712583,0.5189980117650752,76.27263513513515,103.99906417112298,9.510353424316893,0.30235537403987006,73.13429054054055
102.14096200980391,9.700513157447999,0.22728207298421993,80.99488551051053,13.535678907047835,0.14474697170467296,0.05124000037831552,15.288861626516688,92.56979166666667,9.598161592199407,0.19104992124871176,70.18402777777779,running,111.71213235294115,9.80286472269659,0.2635142247197281,91.80574324324326,102.14096200980391,9.700513157447999,0.22728207298421993,80.99488551051053
102.67686293436293,9.929239838412451,0.44395010921532563,87.47888340643274,7.0822886955360635,0.9847424548045088,0.1334185300659671,5.347585488634605,97.66892857142855,9.232921770897896,0.34960896186973905,83.69756944444444,running,107.68479729729731,10.625557905927007,0.5382912565609123,91.26019736842106,102.67686293436293,9.929239838412451,0.44395010921532563,87.47888340643274
101.15642361111111,9.420409943769808,0.20033103987240136,88.0888340643275,9.963576488656688,0.7576187890329624,0.015078081967602722,8.086629250707777,94.11111111111111,8.884692560490262,0.18966922586582285,82.37072368421053,running,108.2017361111111,9.956127327049357,0.21099285387897984,93.80694444444445,101.15642361111111,9.420409943769808,0.20033103987240136,88.0888340643275
106.29911255411255,9.848308765824061,0.3270082586045179,76.28799342105265,8.248155717075727,0.492407719608271,0.0863721838683635,9.8294820612376,100.46678571428572,9.50012392818045,0.26593390168530673,69.3375,running,112.1314393939394,10.196493603467674,0.3880826155237291,83.23848684210527,106.29911255411255,9.848308765824061,0.3270082586045179,76.28799342105265
105.22180351307188,9.031224505922463,0.29710505659783487,74.82160087719299,10.287522671295877,0.8687241678035067,0.12728090188420435,6.804817297984498,97.94742647058823,8.416943755887964,0.20710386775997436,70.00986842105263,running,112.49618055555554,9.645505255956964,0.3871062454356954,79.63333333333334,105.22180351307188,9.031224505922463,0.29710505659783487,74.82160087719299
