time_milisec,time,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G),tem(℃),hum(%)
1421110026477,18:47:06.477,26.0,18.3,22.6,30.0,33.1,31.8,35.9,26.5,-1.498,-1.430,-1.371,,
1421110026513,18:47:06.512,26.0,18.3,30.8,28.5,29.9,25.7,30.9,28.1,-1.483,-1.430,-1.332,,
1421110026523,18:47:06.523,35.5,16.6,22.6,23.9,29.9,31.8,27.6,29.7,-1.488,-1.430,-1.371,,
1421110026581,18:47:06.579,33.9,20.0,22.6,30.0,28.2,30.3,34.2,26.5,-1.488,-1.483,-1.386,,
1421110026609,18:47:06.608,24.5,20.0,22.6,30.0,28.2,30.3,49.4,24.9,-1.503,-1.435,-1.337,,
1421110026616,18:47:06.616,24.5,20.0,24.2,30.0,20.3,31.8,37.6,26.5,-1.493,-1.435,-1.366,,
1421110026651,18:47:06.651,27.6,26.8,17.7,30.0,31.5,31.8,35.9,23.3,-1.493,-1.435,-1.366,,
1421110026654,18:47:06.654,22.9,28.5,20.9,30.0,29.9,31.8,34.2,23.3,-1.493,-1.420,-1.347,,
1421110026687,18:47:06.687,27.6,20.0,29.1,30.0,23.5,31.8,35.9,24.9,-1.488,-1.459,-1.342,,
1421110026722,18:47:06.722,22.9,18.3,19.3,23.9,31.5,41.2,39.2,29.7,-1.503,-1.410,-1.376,,
1421110026731,18:47:06.731,24.5,15.0,22.6,33.1,33.1,44.4,30.9,24.9,-1.488,-1.483,-1.371,,
1421110026766,18:47:06.766,32.3,9.9,22.6,26.9,29.9,30.3,46.0,32.9,-1.513,-1.478,-1.351,,
1421110026792,18:47:06.792,24.5,26.8,24.2,31.5,21.9,31.8,37.6,29.7,-1.493,-1.435,-1.376,,
1421110026850,18:47:06.849,27.6,26.8,19.3,30.0,33.1,33.4,34.2,23.3,-1.493,-1.435,-1.366,,
1421110026854,18:47:06.853,24.5,16.6,24.2,31.5,31.5,38.1,34.2,23.3,-1.493,-1.425,-1.361,,
1421110026888,18:47:06.888,30.7,16.6,17.7,30.0,31.5,31.8,35.9,24.9,-1.488,-1.430,-1.371,,
1421110026912,18:47:06.912,24.5,18.3,22.6,23.9,31.5,41.2,40.9,29.7,-1.488,-1.435,-1.361,,
1421110026947,18:47:06.947,33.9,15.0,25.8,30.0,33.1,31.8,37.6,28.1,-1.469,-1.430,-1.366,,
1421110026971,18:47:06.971,24.5,26.8,20.9,30.0,31.5,33.4,35.9,24.9,-1.493,-1.410,-1.342,,
1421110026974,18:47:06.974,22.9,20.0,24.2,37.7,29.9,33.4,37.6,29.7,-1.464,-1.439,-1.371,,
1421110027006,18:47:07.006,24.5,20.0,22.6,30.0,36.3,36.5,39.2,23.3,-1.527,-1.454,-1.347,,
1421110027041,18:47:07.041,24.5,21.7,22.6,31.5,33.1,39.7,42.6,23.3,-1.464,-1.430,-1.371,,
1421110027070,18:47:07.070,30.7,18.3,29.1,30.0,33.1,36.5,35.9,28.1,-1.566,-1.405,-1.371,,
1421110027090,18:47:07.089,24.5,28.5,24.2,28.5,36.3,42.8,42.6,28.1,-1.488,-1.430,-1.366,,
1421110027126,18:47:07.126,24.5,15.0,22.6,31.5,39.6,42.8,37.6,34.5,-1.488,-1.459,-1.371,,
1421110027148,18:47:07.148,27.6,18.3,24.2,30.0,39.6,44.4,65.0,34.5,-1.503,-1.400,-1.347,,
1421110027185,18:47:07.184,19.8,35.4,22.6,31.5,31.5,42.8,44.3,32.9,-1.459,-1.430,-1.361,,
1421110027208,18:47:07.208,22.9,18.3,25.8,48.7,36.3,42.8,46.0,23.3,-1.488,-1.435,-1.386,,
1421110027243,18:47:07.243,22.9,28.5,24.2,31.5,36.3,39.7,47.7,23.3,-1.439,-1.425,-1.386,,
1421110027271,18:47:07.270,29.2,18.3,25.8,23.9,33.1,36.5,42.6,26.5,-1.488,-1.430,-1.376,,
1421110027276,18:47:07.275,24.5,20.0,16.0,28.5,39.6,31.8,42.6,26.5,-1.444,-1.444,-1.371,,
1421110027305,18:47:07.304,32.3,18.3,24.2,30.0,39.6,44.4,37.6,26.5,-1.464,-1.439,-1.371,,
1421110027328,18:47:07.328,30.7,26.8,24.2,36.2,37.9,42.8,42.6,36.1,-1.493,-1.488,-1.366,,
1421110027351,18:47:07.351,26.0,18.3,25.8,31.5,37.9,44.4,42.6,24.9,-1.478,-1.430,-1.337,,
1421110027391,18:47:07.391,24.5,38.9,24.2,28.5,46.1,46.0,42.6,23.3,-1.508,-1.449,-1.361,,
1421110027440,18:47:07.439,19.8,20.0,24.2,31.5,41.2,42.8,37.6,23.3,-1.454,-1.425,-1.386,,
1421110027446,18:47:07.446,29.2,21.7,19.3,31.5,37.9,39.7,35.9,26.5,-1.508,-1.454,-1.366,,
1421110027498,18:47:07.497,27.6,23.4,17.7,30.0,39.6,27.2,42.6,28.1,-1.488,-1.435,-1.371,,
1421110027503,18:47:07.503,22.9,16.6,27.5,17.8,29.9,38.1,35.9,28.1,-1.488,-1.439,-1.366,,
1421110027539,18:47:07.539,22.9,23.4,29.1,34.6,39.6,41.2,40.9,24.9,-1.488,-1.386,-1.361,,
1421110027575,18:47:07.575,27.6,21.7,24.2,33.1,37.9,41.2,40.9,26.5,-1.488,-1.430,-1.366,,
1421110027610,18:47:07.609,29.2,25.1,24.2,31.5,39.6,41.2,42.6,13.9,-1.493,-1.449,-1.366,,
1421110027613,18:47:07.613,29.2,32.0,25.8,31.5,37.9,41.2,37.6,21.8,-1.464,-1.430,-1.337,,
1421110027635,18:47:07.634,29.2,25.1,19.3,37.7,36.3,44.4,44.3,26.5,-1.493,-1.435,-1.366,,
1421110027670,18:47:07.669,29.2,25.1,20.9,34.6,36.3,49.2,37.6,28.1,-1.503,-1.430,-1.366,,
1421110027694,18:47:07.694,24.5,13.3,24.2,20.9,28.2,41.2,32.5,26.5,-1.488,-1.430,-1.371,,
1421110027723,18:47:07.720,22.9,28.5,25.8,48.7,36.3,42.8,39.2,28.1,-1.488,-1.405,-1.366,,
1421110027756,18:47:07.756,29.2,15.0,24.2,31.5,37.9,38.1,39.2,28.1,-1.498,-1.430,-1.347,,
1421110027780,18:47:07.779,26.0,21.7,25.8,48.7,31.5,39.7,40.9,15.5,-1.493,-1.435,-1.391,,
1421110027820,18:47:07.820,22.9,20.0,22.6,31.5,37.9,42.8,42.6,23.3,-1.469,-1.425,-1.400,,
1421110027858,18:47:07.858,29.2,26.8,25.8,28.5,31.5,33.4,40.9,28.1,-1.469,-1.430,-1.337,,
1421110027865,18:47:07.864,29.2,23.4,17.7,37.7,34.7,30.3,40.9,24.9,-1.493,-1.435,-1.371,,
1421110027895,18:47:07.895,21.4,20.0,24.2,23.9,25.0,38.1,35.9,28.1,-1.469,-1.420,-1.410,,
1421110027899,18:47:07.898,33.9,35.4,22.6,37.7,37.9,39.7,35.9,24.9,-1.493,-1.415,-1.366,,
1421110027933,18:47:07.933,38.6,28.5,27.5,31.5,42.8,36.5,35.9,26.5,-1.498,-1.430,-1.347,,
1421110027970,18:47:07.969,30.7,28.5,24.2,31.5,39.6,42.8,39.2,15.5,-1.483,-1.449,-1.395,,
1421110028005,18:47:08.004,30.7,28.5,24.2,31.5,44.5,36.5,39.2,28.1,-1.478,-1.430,-1.351,,
1421110028009,18:47:08.009,30.7,28.5,14.4,30.0,36.3,35.0,40.9,28.1,-1.459,-1.430,-1.347,,
1421110028046,18:47:08.046,38.6,32.0,0.0,37.7,34.7,18.0,35.9,26.5,-1.483,-1.444,-1.337,,
1421110028068,18:47:08.068,26.0,28.5,24.2,31.5,36.3,31.8,35.9,28.1,-1.488,-1.415,-1.371,,
1421110028104,18:47:08.103,32.3,28.5,22.6,25.4,33.1,38.1,39.2,0.0,-1.493,-1.435,-1.366,,
1421110028138,18:47:08.138,32.3,28.5,24.2,33.1,39.6,38.1,42.6,29.7,-1.493,-1.410,-1.356,,
1421110028175,18:47:08.175,32.3,26.8,25.8,30.0,34.7,39.7,44.3,36.1,-1.513,-1.405,-1.376,,
1421110028189,18:47:08.189,32.3,28.5,24.2,30.0,37.9,41.2,39.2,32.9,-1.483,-1.425,-1.351,,
1421110028196,18:47:08.195,30.7,33.7,37.5,25.4,46.1,36.5,39.2,26.5,-1.493,-1.420,-1.376,,
1421110028245,18:47:08.244,35.5,28.5,22.6,36.2,34.7,42.8,39.2,28.1,-1.508,-1.435,-1.366,,
1421110028249,18:47:08.249,32.3,26.8,24.2,31.5,34.7,18.0,35.9,28.1,-1.454,-1.415,-1.371,,
1421110028302,18:47:08.302,40.2,32.0,19.3,37.7,33.1,38.1,39.2,29.7,-1.493,-1.430,-1.366,,
1421110028313,18:47:08.313,35.5,26.8,24.2,36.2,44.5,36.5,35.9,26.5,-1.493,-1.435,-1.371,,
1421110028341,18:47:08.341,37.0,38.9,17.7,31.5,52.7,38.1,37.6,21.8,-1.488,-1.410,-1.410,,
1421110028376,18:47:08.376,37.0,35.4,22.6,30.0,44.5,33.4,35.9,32.9,-1.483,-1.430,-1.342,,
1421110028407,18:47:08.407,38.6,37.1,11.2,31.5,36.3,42.8,44.3,28.1,-1.464,-1.459,-1.381,,
1421110028411,18:47:08.410,40.2,40.6,24.2,36.2,34.7,33.4,39.2,29.7,-1.483,-1.444,-1.347,,
1421110028443,18:47:08.442,32.3,42.4,24.2,31.5,26.6,31.8,35.9,26.5,-1.474,-1.405,-1.371,,
1421110028485,18:47:08.484,53.1,42.4,19.3,37.7,34.7,41.2,37.6,26.5,-1.498,-1.435,-1.361,,
1421110028520,18:47:08.520,43.4,40.6,24.2,36.2,39.6,36.5,37.6,29.7,-1.488,-1.371,-1.381,,
1421110028556,18:47:08.555,43.4,45.9,17.7,33.1,46.1,36.5,42.6,26.5,-1.493,-1.435,-1.430,,
1421110028563,18:47:08.562,41.8,44.1,24.2,28.5,34.7,39.7,35.9,32.9,-1.478,-1.430,-1.351,,
1421110028590,18:47:08.589,43.4,51.2,32.5,25.4,36.3,35.0,35.9,26.5,-1.493,-1.435,-1.376,,
1421110028626,18:47:08.626,41.8,44.1,22.6,33.1,34.7,31.8,37.6,26.5,-1.498,-1.444,-1.361,,
1421110028663,18:47:08.662,33.9,44.1,22.6,42.4,37.9,31.8,37.6,31.3,-1.478,-1.405,-1.366,,
1421110028678,18:47:08.677,51.5,42.4,16.0,31.5,31.5,36.5,37.6,24.9,-1.478,-1.386,-1.361,,
1421110028708,18:47:08.708,41.8,40.6,24.2,25.4,29.9,39.7,39.2,26.5,-1.493,-1.435,-1.371,,
1421110028715,18:47:08.714,43.4,44.1,0.0,30.0,33.1,35.0,37.6,21.8,-1.493,-1.435,-1.371,,
1421110028743,18:47:08.743,43.4,40.6,20.9,30.0,33.1,35.0,37.6,32.9,-1.488,-1.430,-1.410,,
1421110028782,18:47:08.782,41.8,42.4,11.2,31.5,39.6,39.7,34.2,26.5,-1.493,-1.435,-1.376,,
1421110028805,18:47:08.804,38.6,38.9,27.5,31.5,33.1,31.8,37.6,28.1,-1.493,-1.459,-1.361,,
1421110028841,18:47:08.841,40.2,42.4,22.6,40.9,36.3,31.8,40.9,26.5,-1.469,-1.410,-1.376,,
1421110028877,18:47:08.876,48.3,40.6,22.6,26.9,25.0,36.5,37.6,26.5,-1.522,-1.435,-1.371,,
1421110028883,18:47:08.883,35.5,40.6,22.6,25.4,31.5,38.1,39.2,26.5,-1.493,-1.435,-1.371,,
1421110028945,18:47:08.942,40.2,40.6,20.9,37.7,33.1,35.0,34.2,28.1,-1.498,-1.405,-1.376,,
1421110028972,18:47:08.972,40.2,40.6,22.6,30.0,52.7,42.8,35.9,31.3,-1.488,-1.425,-1.361,,
1421110028977,18:47:08.976,40.2,40.6,17.7,31.5,37.9,38.1,37.6,28.1,-1.488,-1.444,-1.386,,
1421110029014,18:47:09.012,59.7,38.9,22.6,30.0,31.5,31.8,35.9,24.9,-1.493,-1.449,-1.361,,
1421110029017,18:47:09.017,37.0,40.6,25.8,30.0,31.5,30.3,40.9,28.1,-1.547,-1.439,-1.347,,
1421110029047,18:47:09.047,48.3,32.0,16.0,30.0,31.5,33.4,34.2,17.0,-1.508,-1.405,-1.361,,
1421110029087,18:47:09.087,35.5,38.9,22.6,25.4,31.5,38.1,35.9,26.5,-1.488,-1.430,-1.376,,
1421110029091,18:47:09.091,38.6,37.1,0.0,30.0,26.6,35.0,37.6,24.9,-1.522,-1.439,-1.347,,
1421110029128,18:47:09.128,37.0,37.1,24.2,30.0,29.9,25.7,30.9,41.0,-1.464,-1.430,-1.410,,
1421110029155,18:47:09.155,35.5,33.7,17.7,31.5,39.6,35.0,34.2,24.9,-1.488,-1.439,-1.391,,
1421110029196,18:47:09.196,32.3,33.7,32.5,33.1,33.1,31.8,35.9,24.9,-1.493,-1.449,-1.366,,
1421110029236,18:47:09.236,40.2,42.4,24.2,37.7,39.6,30.3,42.6,28.1,-1.469,-1.435,-1.371,,
1421110029240,18:47:09.240,35.5,25.1,17.7,25.4,31.5,35.0,37.6,28.1,-1.493,-1.444,-1.366,,
1421110029275,18:47:09.274,35.5,32.0,24.2,37.7,39.6,36.5,47.7,24.9,-1.493,-1.435,-1.366,,
1421110029311,18:47:09.311,33.9,32.0,24.2,31.5,33.1,36.5,37.6,28.1,-1.522,-1.435,-1.342,,
1421110029347,18:47:09.346,38.6,33.7,22.6,31.5,33.1,35.0,39.2,28.1,-1.483,-1.430,-1.381,,
1421110029353,18:47:09.353,33.9,28.5,20.9,30.0,37.9,38.1,37.6,28.1,-1.493,-1.435,-1.400,,
1421110029386,18:47:09.386,32.3,28.5,29.1,31.5,34.7,42.8,37.6,36.1,-1.493,-1.435,-1.366,,
1421110029390,18:47:09.390,37.0,33.7,22.6,36.2,33.1,35.0,44.3,28.1,-1.488,-1.430,-1.430,,
1421110029426,18:47:09.426,32.3,20.0,17.7,23.9,33.1,35.0,39.2,26.5,-1.493,-1.444,-1.366,,
1421110029453,18:47:09.453,22.9,26.8,22.6,25.4,34.7,38.1,39.2,28.1,-1.488,-1.435,-1.371,,
1421110029481,18:47:09.481,30.7,6.6,19.3,30.0,29.9,35.0,39.2,32.9,-1.493,-1.435,-1.347,,
1421110029518,18:47:09.517,18.3,26.8,24.2,34.6,46.1,42.8,39.2,28.1,-1.488,-1.425,-1.386,,
1421110029544,18:47:09.544,30.7,26.8,19.3,31.5,31.5,36.5,39.2,34.5,-1.503,-1.425,-1.391,,
1421110029578,18:47:09.577,22.9,21.7,24.2,33.1,33.1,22.6,39.2,21.8,-1.508,-1.430,-1.371,,
1421110029615,18:47:09.614,30.7,25.1,22.6,31.5,33.1,30.3,46.0,28.1,-1.464,-1.444,-1.371,,
1421110029618,18:47:09.618,26.0,20.0,17.7,20.9,31.5,33.4,39.2,28.1,-1.503,-1.439,-1.366,,
1421110029636,18:47:09.636,21.4,30.2,24.2,17.8,34.7,35.0,37.6,24.9,-1.488,-1.435,-1.371,,
1421110029676,18:47:09.676,29.2,6.6,14.4,31.5,28.2,33.4,39.2,32.9,-1.493,-1.435,-1.347,,
1421110029711,18:47:09.711,30.7,25.1,24.2,31.5,33.1,41.2,40.9,26.5,-1.488,-1.425,-1.386,,
1421110029715,18:47:09.715,27.6,23.4,24.2,30.0,31.5,33.4,37.6,28.1,-1.488,-1.430,-1.381,,
1421110029750,18:47:09.749,18.3,20.0,34.1,33.1,33.1,21.1,39.2,31.3,-1.503,-1.430,-1.371,,
1421110029787,18:47:09.786,30.7,25.1,22.6,34.6,29.9,18.0,39.2,26.5,-1.474,-1.435,-1.371,,
1421110029821,18:47:09.821,29.2,23.4,22.6,31.5,31.5,38.1,44.3,21.8,-1.522,-1.439,-1.366,,
1421110029856,18:47:09.856,21.4,23.4,24.2,17.8,34.7,33.4,39.2,28.1,-1.488,-1.435,-1.371,,
1421110029892,18:47:09.892,27.6,23.4,22.6,40.9,29.9,35.0,40.9,34.5,-1.493,-1.435,-1.366,,
1421110029896,18:47:09.896,32.3,23.4,22.6,33.1,29.9,33.4,39.2,26.5,-1.488,-1.415,-1.332,,
1421110029931,18:47:09.931,27.6,23.4,27.5,31.5,31.5,33.4,37.6,47.5,-1.508,-1.435,-1.391,,
1421110029934,18:47:09.934,27.6,23.4,24.2,30.0,31.5,24.1,37.6,32.9,-1.488,-1.435,-1.371,,
1421110029996,18:47:09.996,29.2,21.7,24.2,33.1,33.1,35.0,39.2,28.1,-1.503,-1.439,-1.376,,
1421110030000,18:47:10.000,38.6,25.1,24.2,22.4,31.5,35.0,39.2,28.1,-1.518,-1.430,-1.366,,
1421110030021,18:47:10.021,21.4,30.2,22.6,11.8,31.5,33.4,51.1,23.3,-1.483,-1.439,-1.371,,
1421110030047,18:47:10.047,29.2,21.7,24.2,5.9,31.5,33.4,47.7,29.7,-1.493,-1.430,-1.366,,
1421110030085,18:47:10.084,27.6,21.7,25.8,31.5,20.3,44.4,39.2,26.5,-1.483,-1.430,-1.405,,
1421110030120,18:47:10.119,29.2,23.4,29.1,34.6,31.5,35.0,37.6,49.2,-1.488,-1.444,-1.381,,
1421110030155,18:47:10.154,27.6,21.7,24.2,33.1,34.7,27.2,39.2,29.7,-1.483,-1.435,-1.371,,
1421110030191,18:47:10.191,27.6,21.7,22.6,26.9,26.6,24.1,39.2,26.5,-1.503,-1.435,-1.376,,
1421110030195,18:47:10.195,40.2,21.7,32.5,31.5,33.1,33.4,40.9,28.1,-1.513,-1.430,-1.361,,
1421110030230,18:47:10.230,21.4,25.1,22.6,37.7,33.1,36.5,35.9,24.9,-1.488,-1.537,-1.347,,
1421110030233,18:47:10.233,26.0,21.7,25.8,25.4,31.5,35.0,47.7,36.1,-1.488,-1.439,-1.371,,
1421110030270,18:47:10.269,26.0,28.5,22.6,33.1,31.5,35.0,32.5,23.3,-1.488,-1.430,-1.405,,
1421110030305,18:47:10.305,27.6,26.8,29.1,34.6,33.1,41.2,40.9,28.1,-1.498,-1.435,-1.371,,
1421110030340,18:47:10.340,27.6,38.9,20.9,30.0,34.7,30.3,39.2,28.1,-1.464,-1.425,-1.366,,
1421110030344,18:47:10.343,29.2,20.0,22.6,31.5,33.1,41.2,42.6,28.1,-1.488,-1.439,-1.376,,
1421110030380,18:47:10.380,16.7,20.0,24.2,30.0,33.1,35.0,49.4,29.7,-1.522,-1.444,-1.366,,
1421110030419,18:47:10.418,21.4,23.4,24.2,40.9,31.5,31.8,35.9,21.8,-1.488,-1.435,-1.371,,
1421110030456,18:47:10.456,26.0,20.0,22.6,8.9,29.9,35.0,47.7,28.1,-1.488,-1.435,-1.366,,
1421110030459,18:47:10.459,22.9,28.5,19.3,31.5,31.5,31.8,39.2,23.3,-1.493,-1.435,-1.405,,
1421110030480,18:47:10.479,26.0,28.5,14.4,36.2,31.5,36.5,40.9,36.1,-1.483,-1.454,-1.405,,
1421110030516,18:47:10.516,33.9,25.1,22.6,31.5,34.7,24.1,37.6,26.5,-1.464,-1.415,-1.366,,
1421110030540,18:47:10.540,29.2,25.1,37.5,28.5,29.9,41.2,39.2,28.1,-1.522,-1.410,-1.381,,
1421110030577,18:47:10.577,22.9,28.5,22.6,34.6,36.3,36.5,39.2,36.1,-1.493,-1.439,-1.366,,
1421110030619,18:47:10.619,27.6,30.2,24.2,37.7,33.1,35.0,35.9,23.3,-1.488,-1.522,-1.347,,
1421110030626,18:47:10.626,30.7,32.0,22.6,25.4,31.5,33.4,44.3,36.1,-1.493,-1.430,-1.371,,
1421110030651,18:47:10.651,32.3,42.4,20.9,30.0,33.1,35.0,37.6,23.3,-1.483,-1.415,-1.317,,
1421110030688,18:47:10.688,35.5,40.6,27.5,31.5,33.1,33.4,37.6,49.2,-1.488,-1.444,-1.376,,
1421110030724,18:47:10.724,37.0,56.5,22.6,30.0,31.5,30.3,35.9,26.5,-1.469,-1.405,-1.361,,
1421110030766,18:47:10.766,37.0,38.9,24.2,31.5,33.1,41.2,39.2,28.1,-1.522,-1.449,-1.386,,
1421110030771,18:47:10.771,26.0,42.4,24.2,31.5,31.5,31.8,35.9,26.5,-1.508,-1.435,-1.366,,
1421110030796,18:47:10.796,33.9,42.4,24.2,28.5,37.9,33.4,39.2,23.3,-1.493,-1.435,-1.371,,
1421110030832,18:47:10.832,37.0,42.4,20.9,11.8,29.9,33.4,40.9,28.1,-1.488,-1.430,-1.371,,
1421110030840,18:47:10.839,35.5,49.4,20.9,31.5,29.9,33.4,35.9,23.3,-1.478,-1.435,-1.425,,
1421110030875,18:47:10.874,38.6,42.4,25.8,34.6,37.9,30.3,37.6,28.1,-1.493,-1.435,-1.376,,
1421110030901,18:47:10.901,38.6,56.5,20.9,31.5,29.9,27.2,34.2,24.9,-1.474,-1.405,-1.366,,
1421110030944,18:47:10.944,41.8,42.4,24.2,30.0,31.5,38.1,35.9,31.3,-1.469,-1.439,-1.376,,
1421110030947,18:47:10.947,35.5,47.6,25.8,33.1,31.5,31.8,34.2,29.7,-1.508,-1.435,-1.366,,
1421110030966,18:47:10.966,35.5,51.2,24.2,30.0,28.2,30.3,34.2,26.5,-1.493,-1.435,-1.371,,
1421110031002,18:47:11.002,46.6,56.5,20.9,25.4,28.2,33.4,44.3,26.5,-1.488,-1.439,-1.376,,
1421110031045,18:47:11.044,46.6,54.7,19.3,31.5,29.9,35.0,35.9,23.3,-1.488,-1.400,-1.347,,
1421110031081,18:47:11.081,49.9,67.3,25.8,31.5,29.9,31.8,34.2,24.9,-1.444,-1.439,-1.371,,
1421110031090,18:47:11.089,51.5,60.1,19.3,31.5,29.9,30.3,37.6,28.1,-1.488,-1.435,-1.376,,
1421110031145,18:47:11.144,56.4,63.7,20.9,39.3,31.5,30.3,34.2,31.3,-1.449,-1.439,-1.371,,
1421110031162,18:47:11.161,43.4,65.5,22.6,37.7,36.3,30.3,37.6,29.7,-1.508,-1.435,-1.366,,
1421110031168,18:47:11.168,58.0,67.3,22.6,30.0,28.2,22.6,35.9,26.5,-1.488,-1.439,-1.371,,
1421110031180,18:47:11.180,54.7,67.3,22.6,23.9,33.1,36.5,12.8,24.9,-1.493,-1.410,-1.386,,
1421110031207,18:47:11.207,61.3,61.9,12.8,31.5,12.4,24.1,34.2,23.3,-1.488,-1.430,-1.410,,
1421110031268,18:47:11.268,63.0,81.9,32.5,31.5,41.2,30.3,35.9,28.1,-1.483,-1.435,-1.351,,
1421110031291,18:47:11.291,37.0,72.7,19.3,31.5,29.9,30.3,34.2,24.9,-1.493,-1.400,-1.361,,
1421110031317,18:47:11.317,66.3,74.6,24.2,33.1,33.1,35.0,37.6,28.1,-1.449,-1.439,-1.371,,
1421110031361,18:47:11.361,56.4,74.6,22.6,36.2,39.6,42.8,34.2,26.5,-1.508,-1.425,-1.366,,
1421110031366,18:47:11.365,71.3,72.7,24.2,25.4,33.1,30.3,30.9,21.8,-1.483,-1.488,-1.366,,
1421110031375,18:47:11.375,67.9,80.1,24.2,23.9,34.7,31.8,42.6,23.3,-1.488,-1.435,-1.371,,
1421110031417,18:47:11.417,61.3,72.7,20.9,33.1,31.5,30.3,44.3,24.9,-1.488,-1.430,-1.410,,
1421110031429,18:47:11.428,66.3,78.2,24.2,33.1,33.1,31.8,39.2,23.3,-1.464,-1.439,-1.337,,
1421110031477,18:47:11.477,66.3,72.7,22.6,33.1,33.1,35.0,34.2,24.9,-1.493,-1.435,-1.371,,
1421110031487,18:47:11.487,64.6,69.1,27.5,25.4,31.5,42.8,37.6,26.5,-1.547,-1.459,-1.391,,
1421110031541,18:47:11.541,59.7,70.9,34.1,36.2,37.9,35.0,39.2,29.7,-1.542,-1.395,-1.361,,
1421110031578,18:47:11.578,67.9,69.1,32.5,31.5,36.3,30.3,30.9,29.7,-1.493,-1.430,-1.371,,
1421110031582,18:47:11.581,61.3,67.3,30.8,30.0,47.8,36.5,47.7,26.5,-1.503,-1.410,-1.376,,
1421110031588,18:47:11.588,67.9,61.9,24.2,37.7,37.9,27.2,37.6,21.8,-1.488,-1.430,-1.391,,
1421110031639,18:47:11.638,61.3,72.7,39.2,37.7,59.4,38.1,39.2,24.9,-1.518,-1.449,-1.410,,
1421110031646,18:47:11.646,58.0,63.7,27.5,37.7,46.1,42.8,39.2,24.9,-1.493,-1.435,-1.371,,
1421110031700,18:47:11.699,58.0,63.7,42.5,37.7,44.5,50.8,42.6,39.4,-1.464,-1.444,-1.337,,
1421110031704,18:47:11.704,53.1,61.9,35.8,37.7,46.1,39.7,42.6,28.1,-1.498,-1.400,-1.361,,
1421110031739,18:47:11.739,64.6,61.9,35.8,26.9,42.8,42.8,39.2,24.9,-1.493,-1.410,-1.371,,
1421110031765,18:47:11.764,59.7,61.9,35.8,33.1,54.4,41.2,47.7,28.1,-1.498,-1.449,-1.366,,
1421110031801,18:47:11.801,53.1,54.7,30.8,36.2,46.1,42.8,42.6,21.8,-1.488,-1.435,-1.410,,
1421110031825,18:47:11.824,54.7,61.9,32.5,36.2,49.4,38.1,42.6,26.5,-1.488,-1.410,-1.376,,
1421110031860,18:47:11.859,49.9,52.9,30.8,37.7,47.8,42.8,46.0,28.1,-1.503,-1.439,-1.371,,
1421110031863,18:47:11.863,48.3,52.9,34.1,36.2,47.8,44.4,42.6,26.5,-1.527,-1.439,-1.391,,
1421110031896,18:47:11.896,46.6,51.2,34.1,36.2,46.1,41.2,49.4,29.7,-1.547,-1.405,-1.361,,
1421110031923,18:47:11.923,54.7,51.2,34.1,25.4,46.1,42.8,40.9,28.1,-1.493,-1.435,-1.376,,
1421110031960,18:47:11.959,53.1,51.2,35.8,36.2,51.1,41.2,40.9,28.1,-1.474,-1.444,-1.361,,
1421110031996,18:47:11.996,48.3,47.6,34.1,36.2,49.4,36.5,37.6,21.8,-1.483,-1.430,-1.366,,
1421110032036,18:47:12.036,48.3,54.7,32.5,31.5,52.7,39.7,44.3,24.9,-1.518,-1.400,-1.342,,
1421110032040,18:47:12.040,49.9,49.4,27.5,36.2,51.1,49.2,40.9,28.1,-1.493,-1.439,-1.371,,
1421110032075,18:47:12.075,48.3,47.6,25.8,44.0,46.1,39.7,40.9,28.1,-1.527,-1.435,-1.376,,
1421110032079,18:47:12.078,46.6,45.9,30.8,34.6,44.5,41.2,39.2,24.9,-1.454,-1.415,-1.366,,
1421110032098,18:47:12.098,51.5,47.6,37.5,42.4,42.8,38.1,39.2,32.9,-1.483,-1.435,-1.371,,
1421110032136,18:47:12.136,45.0,49.4,32.5,33.1,46.1,38.1,37.6,20.2,-1.513,-1.405,-1.376,,
1421110032170,18:47:12.169,49.9,37.1,32.5,33.1,42.8,39.7,32.5,21.8,-1.488,-1.464,-1.356,,
1421110032213,18:47:12.213,48.3,54.7,29.1,33.1,37.9,28.7,42.6,28.1,-1.488,-1.430,-1.351,,
1421110032217,18:47:12.217,45.0,28.5,24.2,36.2,44.5,44.4,37.6,24.9,-1.488,-1.435,-1.361,,
1421110032251,18:47:12.251,46.6,49.4,30.8,39.3,41.2,36.5,40.9,24.9,-1.508,-1.430,-1.347,,
1421110032290,18:47:12.289,43.4,44.1,24.2,36.2,44.5,36.5,39.2,26.5,-1.454,-1.415,-1.361,,
1421110032326,18:47:12.326,40.2,45.9,30.8,23.9,42.8,36.5,46.0,36.1,-1.488,-1.415,-1.420,,
1421110032361,18:47:12.361,45.0,45.9,30.8,34.6,42.8,36.5,39.2,28.1,-1.488,-1.435,-1.371,,
1421110032367,18:47:12.367,40.2,38.9,30.8,34.6,44.5,41.2,29.2,21.8,-1.483,-1.410,-1.347,,
1421110032371,18:47:12.370,43.4,52.9,29.1,34.6,34.7,31.8,40.9,3.1,-1.483,-1.435,-1.356,,
1421110032425,18:47:12.424,40.2,45.9,24.2,36.2,44.5,39.7,39.2,24.9,-1.488,-1.430,-1.366,,
1421110032431,18:47:12.431,41.8,47.6,27.5,30.0,41.2,50.8,37.6,26.5,-1.508,-1.435,-1.366,,
