time_milisec,time,P1,P2,P3,P4,P5,P6,P7,P8(kPa),acX,acY,acZ(G),tem(℃),hum(%)
1421110115760,18:48:35.760,40.2,37.1,12.8,31.5,25.0,36.2,27.6,28.0,-1.503,-1.444,-1.376,,
1421110115764,18:48:35.764,43.4,40.6,27.4,44.0,23.5,26.9,29.2,28.0,-1.547,-1.454,-1.391,,
1421110115783,18:48:35.783,49.9,38.9,19.2,20.9,21.9,25.4,27.6,24.8,-1.488,-1.483,-1.366,,
1421110115836,18:48:35.835,43.4,47.6,22.5,31.5,20.3,26.9,29.2,24.8,-1.498,-1.444,-1.371,,
1421110115857,18:48:35.856,43.4,40.6,30.7,33.1,20.3,36.2,29.2,39.2,-1.503,-1.444,-1.351,,
1421110115902,18:48:35.901,43.4,42.4,19.2,30.0,21.9,26.9,34.2,26.4,-1.503,-1.439,-1.351,,
1421110115925,18:48:35.925,43.4,44.1,29.1,30.0,21.9,25.4,24.3,28.0,-1.493,-1.483,-1.366,,
1421110115949,18:48:35.949,46.6,42.4,24.1,26.9,21.9,30.0,35.9,28.0,-1.508,-1.439,-1.376,,
1421110115991,18:48:35.991,49.9,49.4,22.5,25.4,33.1,28.5,29.2,26.4,-1.498,-1.483,-1.410,,
1421110116011,18:48:36.011,51.5,52.9,20.9,30.0,25.0,28.5,29.2,26.4,-1.503,-1.449,-1.361,,
1421110116018,18:48:36.017,54.7,56.5,20.9,36.2,36.3,25.4,30.9,28.0,-1.498,-1.444,-1.371,,
1421110116047,18:48:36.047,63.0,54.7,25.8,26.9,21.9,28.5,29.2,29.6,-1.498,-1.439,-1.371,,
1421110116083,18:48:36.082,56.4,63.7,22.5,31.5,25.0,28.5,27.6,26.4,-1.498,-1.439,-1.347,,
1421110116119,18:48:36.119,59.7,60.1,25.8,30.0,21.9,25.4,24.3,28.0,-1.498,-1.444,-1.307,,
1421110116122,18:48:36.122,51.5,56.5,24.1,23.9,23.5,28.5,22.6,32.8,-1.503,-1.439,-1.376,,
1421110116158,18:48:36.157,72.9,61.9,22.5,30.0,31.5,31.5,39.2,26.4,-1.498,-1.498,-1.395,,
1421110116196,18:48:36.196,66.3,69.1,20.9,31.5,31.5,25.4,29.2,28.0,-1.493,-1.449,-1.361,,
1421110116222,18:48:36.221,71.3,70.9,22.5,31.5,9.3,26.9,29.2,36.0,-1.469,-1.439,-1.371,,
1421110116256,18:48:36.256,72.9,70.9,22.5,30.0,18.7,28.5,30.9,24.8,-1.503,-1.449,-1.371,,
1421110116282,18:48:36.281,69.6,69.1,12.8,33.1,21.9,28.5,29.2,26.4,-1.493,-1.439,-1.371,,
1421110116316,18:48:36.316,81.4,76.4,30.7,31.5,20.3,31.5,27.6,29.6,-1.503,-1.449,-1.386,,
1421110116320,18:48:36.320,69.6,69.1,20.9,23.9,23.5,36.2,34.2,26.4,-1.503,-1.449,-1.356,,
1421110116340,18:48:36.340,86.5,80.1,22.5,33.1,23.5,25.4,29.2,28.0,-1.498,-1.498,-1.391,,
1421110116377,18:48:36.377,83.1,83.8,25.8,30.0,18.7,25.4,29.2,28.0,-1.488,-1.405,-1.356,,
1421110116415,18:48:36.415,84.8,87.5,24.1,31.5,9.3,26.9,27.6,32.8,-1.454,-1.439,-1.410,,
1421110116421,18:48:36.421,88.2,85.6,20.9,31.5,18.7,31.5,27.6,26.4,-1.532,-1.464,-1.347,,
1421110116454,18:48:36.454,86.5,83.8,17.6,31.5,23.5,36.2,30.9,23.2,-1.503,-1.439,-1.371,,
1421110116478,18:48:36.477,96.8,95.0,34.0,31.5,20.3,31.5,27.6,28.0,-1.503,-1.444,-1.381,,
1421110116516,18:48:36.515,96.8,95.0,1.6,23.9,21.9,26.9,27.6,15.4,-1.498,-1.444,-1.361,,
1421110116550,18:48:36.550,98.5,93.1,24.1,14.8,33.1,28.5,27.6,28.0,-1.498,-1.488,-1.371,,
1421110116585,18:48:36.585,105.5,110.2,20.9,30.0,21.9,26.9,30.9,39.2,-1.493,-1.488,-1.347,,
1421110116589,18:48:36.589,112.6,108.3,24.1,37.7,33.1,25.4,30.9,28.0,-1.498,-1.449,-1.371,,
1421110116621,18:48:36.621,119.7,114.1,17.6,30.0,6.2,33.1,29.2,26.4,-1.537,-1.464,-1.347,,
1421110116659,18:48:36.659,121.5,118.0,25.8,33.1,23.5,37.7,30.9,26.4,-1.498,-1.439,-1.371,,
1421110116670,18:48:36.669,132.4,121.9,12.8,31.5,21.9,28.5,29.2,28.0,-1.488,-1.449,-1.376,,
1421110116710,18:48:36.710,132.4,125.8,20.9,23.9,25.0,39.3,39.2,29.6,-1.488,-1.444,-1.376,,
1421110116731,18:48:36.731,143.4,129.7,24.1,30.0,21.9,28.5,27.6,28.0,-1.498,-1.488,-1.376,,
1421110116778,18:48:36.778,152.8,139.7,25.8,34.6,21.9,30.0,27.6,28.0,-1.503,-1.410,-1.356,,
1421110116810,18:48:36.810,147.2,155.9,25.8,31.5,12.4,30.0,37.6,32.8,-1.498,-1.444,-1.342,,
1421110116814,18:48:36.814,147.2,141.7,29.1,33.1,26.6,26.9,29.2,26.4,-1.527,-1.464,-1.347,,
1421110116817,18:48:36.817,150.9,141.7,30.7,37.7,25.0,34.6,30.9,26.4,-1.498,-1.439,-1.371,,
1421110116849,18:48:36.849,150.9,139.7,22.5,31.5,25.0,28.5,27.6,26.4,-1.542,-1.459,-1.371,,
1421110116884,18:48:36.884,147.2,139.7,27.4,31.5,25.0,31.5,37.6,29.6,-1.488,-1.449,-1.381,,
1421110116920,18:48:36.919,149.0,135.7,27.4,31.5,28.2,30.0,30.9,31.2,-1.469,-1.425,-1.386,,
1421110116956,18:48:36.955,150.9,141.7,29.1,31.5,28.2,31.5,51.1,37.6,-1.508,-1.410,-1.356,,
1421110116991,18:48:36.990,149.0,149.8,29.1,39.3,26.6,23.9,22.6,28.0,-1.498,-1.444,-1.425,,
1421110117000,18:48:36.999,145.3,133.7,27.4,30.0,34.7,30.0,30.9,26.4,-1.527,-1.464,-1.347,,
1421110117033,18:48:37.032,137.9,147.7,30.7,28.5,29.9,28.5,30.9,21.7,-1.474,-1.435,-1.405,,
1421110117056,18:48:37.056,147.2,133.7,27.4,33.1,29.9,23.9,22.6,29.6,-1.547,-1.444,-1.376,,
1421110117110,18:48:37.110,134.2,135.7,32.4,28.5,29.9,25.4,32.5,29.6,-1.498,-1.444,-1.376,,
1421110117114,18:48:37.114,137.9,123.8,30.7,8.9,29.9,28.5,25.9,28.0,-1.498,-1.469,-1.371,,
1421110117123,18:48:37.122,150.9,135.7,30.7,33.1,29.9,33.1,37.6,37.6,-1.503,-1.415,-1.361,,
1421110117149,18:48:37.149,132.4,155.9,27.4,34.6,25.0,30.0,32.5,29.6,-1.498,-1.444,-1.351,,
1421110117172,18:48:37.172,137.9,131.7,30.7,30.0,34.7,30.0,29.2,40.8,-1.493,-1.444,-1.366,,
1421110117209,18:48:37.209,141.6,135.7,29.1,33.1,29.9,30.0,30.9,24.8,-1.478,-1.439,-1.351,,
1421110117245,18:48:37.245,139.7,129.7,24.1,33.1,29.9,25.4,22.6,17.0,-1.498,-1.444,-1.371,,
1421110117281,18:48:37.280,141.6,131.7,27.4,31.5,31.5,39.3,29.2,28.0,-1.498,-1.439,-1.376,,
1421110117315,18:48:37.315,145.3,125.8,30.7,33.1,31.5,30.0,27.6,31.2,-1.474,-1.444,-1.395,,
1421110117325,18:48:37.325,141.6,137.7,30.7,36.2,29.9,31.5,30.9,28.0,-1.498,-1.415,-1.361,,
1421110117361,18:48:37.361,132.4,131.7,29.1,42.4,33.1,30.0,21.0,28.0,-1.503,-1.439,-1.395,,
1421110117365,18:48:37.364,132.4,139.7,32.4,31.5,37.9,34.6,34.2,15.4,-1.483,-1.444,-1.381,,
1421110117396,18:48:37.396,130.6,127.8,32.4,34.6,34.7,36.2,34.2,26.4,-1.459,-1.435,-1.356,,
1421110117433,18:48:37.432,130.6,121.9,32.4,31.5,44.5,33.1,32.5,28.0,-1.498,-1.444,-1.376,,
1421110117468,18:48:37.467,127.0,123.8,24.1,36.2,33.1,42.4,30.9,28.0,-1.518,-1.405,-1.371,,
1421110117506,18:48:37.506,117.9,116.0,29.1,34.6,34.7,25.4,30.9,28.0,-1.498,-1.449,-1.376,,
1421110117510,18:48:37.510,128.8,129.7,29.1,45.6,34.7,34.6,32.5,28.0,-1.498,-1.420,-1.356,,
1421110117546,18:48:37.546,121.5,116.0,29.1,34.6,34.7,31.5,27.6,28.0,-1.508,-1.444,-1.371,,
1421110117582,18:48:37.581,117.9,131.7,32.4,31.5,37.9,34.6,37.6,13.8,-1.498,-1.444,-1.391,,
1421110117617,18:48:37.617,117.9,119.9,32.4,33.1,33.1,34.6,35.9,1.5,-1.469,-1.435,-1.347,,
1421110117623,18:48:37.623,114.4,114.1,27.4,30.0,31.5,23.9,34.2,31.2,-1.503,-1.444,-1.366,,
1421110117637,18:48:37.637,112.6,112.2,25.8,39.3,34.7,11.8,32.5,26.4,-1.464,-1.449,-1.347,,
1421110117686,18:48:37.686,107.3,106.4,30.7,23.9,21.9,31.5,29.2,28.0,-1.488,-1.435,-1.376,,
1421110117694,18:48:37.694,114.4,116.0,29.1,44.0,33.1,34.6,32.5,21.7,-1.483,-1.410,-1.371,,
1421110117748,18:48:37.747,107.3,104.5,29.1,44.0,34.7,34.6,35.9,26.4,-1.503,-1.439,-1.376,,
1421110117753,18:48:37.752,103.8,104.5,29.1,33.1,36.3,34.6,35.9,18.5,-1.498,-1.449,-1.381,,
1421110117781,18:48:37.781,105.5,106.4,29.1,33.1,34.7,37.7,30.9,12.3,-1.488,-1.435,-1.361,,
1421110117814,18:48:37.814,102.0,104.5,27.4,33.1,33.1,31.5,32.5,28.0,-1.488,-1.493,-1.376,,
1421110117873,18:48:37.873,105.5,104.5,25.8,40.9,34.7,44.0,30.9,26.4,-1.522,-1.439,-1.356,,
1421110117877,18:48:37.877,100.3,98.8,29.1,33.1,31.5,8.9,32.5,28.0,-1.488,-1.420,-1.376,,
1421110117908,18:48:37.907,105.5,95.0,27.4,31.5,29.9,34.6,24.3,39.2,-1.493,-1.430,-1.366,,
1421110117912,18:48:37.911,95.1,91.2,29.1,36.2,37.9,30.0,32.5,28.0,-1.503,-1.439,-1.376,,
1421110117940,18:48:37.940,95.1,96.9,20.9,36.2,46.1,34.6,44.3,32.8,-1.522,-1.405,-1.376,,
1421110117994,18:48:37.994,93.3,95.0,29.1,33.1,44.5,30.0,32.5,24.8,-1.488,-1.439,-1.342,,
1421110118030,18:48:38.030,93.3,95.0,17.6,31.5,31.5,28.5,32.5,26.4,-1.503,-1.439,-1.376,,
1421110118040,18:48:38.040,91.6,95.0,25.8,39.3,33.1,40.9,29.2,26.4,-1.483,-1.449,-1.376,,
1421110118046,18:48:38.046,86.5,89.4,27.4,30.0,25.0,31.5,29.2,29.6,-1.488,-1.420,-1.371,,
1421110118092,18:48:38.091,63.0,89.4,25.8,44.0,26.6,37.7,32.5,28.0,-1.503,-1.439,-1.366,,
1421110118100,18:48:38.100,86.5,85.6,25.8,36.2,37.9,33.1,32.5,28.0,-1.503,-1.439,-1.356,,
1421110118151,18:48:38.151,86.5,87.5,27.4,33.1,31.5,34.6,44.3,28.0,-1.503,-1.435,-1.449,,
1421110118155,18:48:38.155,84.8,87.5,27.4,31.5,31.5,31.5,30.9,34.4,-1.493,-1.435,-1.351,,
1421110118190,18:48:38.190,86.5,91.2,39.1,25.4,33.1,31.5,35.9,28.0,-1.518,-1.435,-1.371,,
1421110118225,18:48:38.225,83.1,87.5,25.8,37.7,29.9,37.7,29.2,26.4,-1.483,-1.444,-1.376,,
1421110118264,18:48:38.264,83.1,83.8,27.4,36.2,28.2,25.4,30.9,28.0,-1.464,-1.420,-1.371,,
1421110118313,18:48:38.312,69.6,85.6,25.8,34.6,29.9,31.5,24.3,26.4,-1.498,-1.356,-1.366,,
1421110118319,18:48:38.319,79.7,85.6,29.1,36.2,37.9,34.6,32.5,28.0,-1.503,-1.439,-1.371,,
1421110118336,18:48:38.336,81.4,81.9,27.4,31.5,29.9,34.6,32.5,23.2,-1.498,-1.425,-1.415,,
1421110118340,18:48:38.340,79.7,81.9,27.4,30.0,28.2,31.5,32.5,34.4,-1.493,-1.439,-1.449,,
1421110118374,18:48:38.374,81.4,81.9,12.8,33.1,23.5,31.5,32.5,31.2,-1.498,-1.444,-1.381,,
1421110118410,18:48:38.410,79.7,81.9,24.1,36.2,28.2,30.0,30.9,37.6,-1.503,-1.449,-1.371,,
1421110118431,18:48:38.431,84.8,83.8,27.4,33.1,29.9,25.4,29.2,29.6,-1.478,-1.425,-1.376,,
1421110118471,18:48:38.471,89.9,78.2,25.8,25.4,21.9,31.5,34.2,0.0,-1.503,-1.444,-1.371,,
1421110118506,18:48:38.506,74.6,76.4,29.1,36.2,33.1,31.5,35.9,29.6,-1.493,-1.410,-1.386,,
1421110118549,18:48:38.549,78.0,78.2,19.2,36.2,33.1,31.5,32.5,24.8,-1.503,-1.415,-1.400,,
1421110118552,18:48:38.552,78.0,76.4,29.1,30.0,28.2,31.5,35.9,34.4,-1.493,-1.435,-1.347,,
1421110118556,18:48:38.555,79.7,80.1,16.0,31.5,28.2,40.9,37.6,31.2,-1.478,-1.488,-1.386,,
1421110118588,18:48:38.587,71.3,83.8,12.8,33.1,29.9,33.1,30.9,39.2,-1.503,-1.449,-1.371,,
1421110118625,18:48:38.625,69.6,80.1,25.8,31.5,28.2,25.4,32.5,29.6,-1.478,-1.410,-1.381,,
1421110118661,18:48:38.661,72.9,80.1,25.8,31.5,28.2,28.5,32.5,26.4,-1.498,-1.444,-1.361,,
1421110118696,18:48:38.696,53.1,76.4,25.8,44.0,33.1,33.1,30.9,28.0,-1.493,-1.439,-1.332,,
1421110118706,18:48:38.706,78.0,80.1,25.8,25.4,36.3,30.0,42.6,26.4,-1.518,-1.435,-1.376,,
1421110118743,18:48:38.742,76.3,78.2,25.8,31.5,28.2,31.5,34.2,34.4,-1.483,-1.439,-1.347,,
1421110118779,18:48:38.779,78.0,81.9,19.2,30.0,28.2,34.6,39.2,37.6,-1.483,-1.439,-1.386,,
1421110118782,18:48:38.782,78.0,78.2,30.7,33.1,29.9,33.1,30.9,39.2,-1.503,-1.444,-1.371,,
1421110118814,18:48:38.814,72.9,78.2,25.8,40.9,31.5,25.4,37.6,29.6,-1.469,-1.415,-1.381,,
1421110118856,18:48:38.856,81.4,70.9,17.6,31.5,28.2,31.5,30.9,28.0,-1.503,-1.444,-1.366,,
1421110118860,18:48:38.860,49.9,72.7,25.8,37.7,29.9,30.0,32.5,29.6,-1.488,-1.386,-1.391,,
1421110118895,18:48:38.895,72.9,72.7,24.1,40.9,21.9,30.0,34.2,32.8,-1.508,-1.420,-1.376,,
1421110118930,18:48:38.930,69.6,76.4,22.5,28.5,29.9,31.5,32.5,29.6,-1.498,-1.439,-1.381,,
1421110118965,18:48:38.965,71.3,70.9,19.2,31.5,26.6,34.6,39.2,37.6,-1.498,-1.435,-1.405,,
1421110118990,18:48:38.990,74.6,65.5,12.8,31.5,33.1,34.6,30.9,39.2,-1.503,-1.444,-1.376,,
1421110119025,18:48:39.025,67.9,72.7,25.8,31.5,28.2,25.4,40.9,29.6,-1.557,-1.439,-1.366,,
1421110119028,18:48:39.028,67.9,65.5,19.2,26.9,28.2,31.5,34.2,28.0,-1.503,-1.444,-1.371,,
1421110119050,18:48:39.050,64.6,69.1,25.8,39.3,33.1,31.5,44.3,28.0,-1.498,-1.444,-1.376,,
1421110119086,18:48:39.086,67.9,69.1,27.4,25.4,20.3,30.0,35.9,34.4,-1.498,-1.444,-1.342,,
1421110119120,18:48:39.120,64.6,69.1,24.1,31.5,26.6,33.1,34.2,31.2,-1.488,-1.444,-1.386,,
1421110119156,18:48:39.156,63.0,65.5,24.1,34.6,33.1,30.0,35.9,44.1,-1.508,-1.435,-1.400,,
1421110119191,18:48:39.191,64.6,65.5,32.4,33.1,31.5,47.1,30.9,39.2,-1.503,-1.439,-1.376,,
1421110119226,18:48:39.226,64.6,63.7,25.8,37.7,28.2,13.3,39.2,29.6,-1.488,-1.425,-1.376,,
1421110119231,18:48:39.230,61.3,54.7,19.2,22.4,29.9,31.5,42.6,31.2,-1.483,-1.449,-1.366,,
1421110119265,18:48:39.265,53.1,61.9,27.4,42.4,29.9,31.5,34.2,26.4,-1.483,-1.405,-1.371,,
1421110119268,18:48:39.268,61.3,58.3,25.8,31.5,26.6,30.0,40.9,21.7,-1.493,-1.488,-1.381,,
1421110119290,18:48:39.290,59.7,69.1,24.1,33.1,29.9,37.7,32.5,45.7,-1.478,-1.430,-1.366,,
1421110119318,18:48:39.317,59.7,60.1,25.8,31.5,29.9,31.5,34.2,29.6,-1.503,-1.439,-1.391,,
1421110119352,18:48:39.352,63.0,61.9,30.7,34.6,31.5,17.8,32.5,24.8,-1.522,-1.444,-1.371,,
1421110119388,18:48:39.388,61.3,65.5,25.8,30.0,37.9,13.3,39.2,28.0,-1.527,-1.439,-1.347,,
1421110119426,18:48:39.426,61.3,70.9,25.8,37.7,29.9,33.1,34.2,29.6,-1.503,-1.454,-1.366,,
1421110119459,18:48:39.459,61.3,69.1,25.8,42.4,26.6,30.0,30.9,26.4,-1.493,-1.439,-1.371,,
1421110119469,18:48:39.469,61.3,61.9,27.4,31.5,25.0,31.5,35.9,37.6,-1.508,-1.439,-1.366,,
1421110119523,18:48:39.522,59.7,74.6,24.1,30.0,25.0,31.5,32.5,28.0,-1.493,-1.439,-1.405,,
1421110119526,18:48:39.526,58.0,60.1,25.8,26.9,28.2,36.2,32.5,29.6,-1.503,-1.444,-1.391,,
1421110119562,18:48:39.562,59.7,58.3,29.1,31.5,29.9,17.8,34.2,28.0,-1.493,-1.435,-1.376,,
1421110119565,18:48:39.565,58.0,56.5,24.1,34.6,28.2,30.0,35.9,29.6,-1.513,-1.449,-1.371,,
1421110119593,18:48:39.592,61.3,58.3,27.4,17.8,26.6,23.9,34.2,29.6,-1.522,-1.449,-1.371,,
1421110119616,18:48:39.616,48.3,58.3,25.8,17.8,29.9,30.0,32.5,26.4,-1.498,-1.415,-1.361,,
1421110119645,18:48:39.645,56.4,54.7,25.8,31.5,25.0,31.5,35.9,37.6,-1.503,-1.449,-1.371,,
1421110119680,18:48:39.680,58.0,63.7,25.8,33.1,31.5,23.9,40.9,39.2,-1.493,-1.435,-1.386,,
1421110119721,18:48:39.721,54.7,56.5,30.7,30.0,26.6,30.0,34.2,28.0,-1.469,-1.430,-1.405,,
1421110119753,18:48:39.752,59.7,54.7,25.8,33.1,28.2,17.8,34.2,29.6,-1.469,-1.430,-1.361,,
1421110119788,18:48:39.787,53.1,54.7,24.1,37.7,26.6,23.9,34.2,31.2,-1.513,-1.449,-1.371,,
1421110119795,18:48:39.795,48.3,52.9,22.5,23.9,26.6,30.0,34.2,29.6,-1.522,-1.449,-1.366,,
1421110119846,18:48:39.846,35.5,56.5,25.8,40.9,26.6,25.4,34.2,28.0,-1.498,-1.449,-1.405,,
1421110119882,18:48:39.882,53.1,51.2,16.0,28.5,25.0,31.5,44.3,31.2,-1.503,-1.444,-1.371,,
1421110119885,18:48:39.885,53.1,47.6,19.2,30.0,26.6,30.0,34.2,29.6,-1.498,-1.430,-1.405,,
1421110119890,18:48:39.890,53.1,54.7,30.7,33.1,28.2,30.0,34.2,29.6,-1.425,-1.459,-1.376,,
1421110119920,18:48:39.920,45.0,54.7,42.4,33.1,29.9,17.8,34.2,32.8,-1.493,-1.444,-1.376,,
1421110119955,18:48:39.955,54.7,54.7,24.1,31.5,28.2,36.2,35.9,29.6,-1.532,-1.444,-1.376,,
1421110119991,18:48:39.991,48.3,56.5,27.4,33.1,28.2,31.5,34.2,29.6,-1.527,-1.449,-1.371,,
1421110120028,18:48:40.028,51.5,60.1,25.8,37.7,28.2,30.0,29.2,26.4,-1.493,-1.439,-1.371,,
1421110120035,18:48:40.035,51.5,51.2,25.8,25.4,28.2,31.5,40.9,37.6,-1.503,-1.449,-1.371,,
1421110120071,18:48:40.070,54.7,56.5,24.1,31.5,31.5,31.5,37.6,26.4,-1.498,-1.444,-1.430,,
1421110120106,18:48:40.106,53.1,54.7,29.1,31.5,26.6,30.0,34.2,45.7,-1.508,-1.449,-1.381,,
1421110120148,18:48:40.148,43.4,58.3,37.4,33.1,39.6,37.7,29.2,28.0,-1.503,-1.444,-1.376,,
1421110120188,18:48:40.187,53.1,52.9,27.4,28.5,26.6,23.9,35.9,29.6,-1.503,-1.459,-1.386,,
1421110120195,18:48:40.195,41.8,51.2,25.8,36.2,33.1,33.1,40.9,32.8,-1.527,-1.449,-1.371,,
1421110120200,18:48:40.199,46.6,52.9,27.4,23.9,28.2,36.2,34.2,28.0,-1.503,-1.430,-1.376,,
1421110120246,18:48:40.246,51.5,44.1,34.0,31.5,25.0,33.1,30.9,28.0,-1.474,-1.444,-1.371,,
1421110120270,18:48:40.270,51.5,56.5,24.1,31.5,26.6,30.0,34.2,26.4,-1.498,-1.439,-1.430,,
1421110120275,18:48:40.275,53.1,49.4,19.2,37.7,31.5,30.0,34.2,29.6,-1.508,-1.430,-1.381,,
1421110120305,18:48:40.305,61.3,49.4,24.1,31.5,28.2,31.5,37.6,31.2,-1.483,-1.405,-1.366,,
1421110120331,18:48:40.331,51.5,47.6,24.1,25.4,20.3,23.9,35.9,31.2,-1.513,-1.469,-1.386,,
1421110120373,18:48:40.373,37.0,49.4,25.8,37.7,37.9,33.1,37.6,32.8,-1.518,-1.449,-1.366,,
1421110120384,18:48:40.384,49.9,51.2,25.8,25.4,26.6,30.0,32.5,24.8,-1.493,-1.547,-1.356,,
1421110120419,18:48:40.419,49.9,54.7,27.4,28.5,28.2,33.1,44.3,32.8,-1.503,-1.449,-1.376,,
1421110120454,18:48:40.454,49.9,47.6,17.6,33.1,28.2,31.5,35.9,26.4,-1.498,-1.444,-1.430,,
1421110120489,18:48:40.489,51.5,54.7,27.4,31.5,28.2,33.1,34.2,32.8,-1.498,-1.410,-1.347,,
1421110120525,18:48:40.525,49.9,52.9,24.1,31.5,34.7,31.5,29.2,18.5,-1.503,-1.444,-1.381,,
1421110120529,18:48:40.529,53.1,49.4,24.1,31.5,28.2,33.1,35.9,29.6,-1.522,-1.478,-1.395,,
1421110120566,18:48:40.565,40.2,52.9,24.1,30.0,28.2,30.0,34.2,26.4,-1.518,-1.435,-1.366,,
1421110120602,18:48:40.602,53.1,56.5,24.1,25.4,29.9,31.5,32.5,24.8,-1.493,-1.439,-1.366,,
1421110120606,18:48:40.606,56.4,56.5,24.1,25.4,26.6,31.5,39.2,32.8,-1.503,-1.430,-1.376,,
1421110120630,18:48:40.630,51.5,58.3,24.1,31.5,31.5,31.5,30.9,21.7,-1.493,-1.439,-1.410,,
1421110120668,18:48:40.667,56.4,67.3,27.4,31.5,26.6,31.5,34.2,32.8,-1.488,-1.459,-1.371,,
1421110120704,18:48:40.704,61.3,56.5,20.9,31.5,29.9,30.0,32.5,28.0,-1.503,-1.405,-1.371,,
1421110120708,18:48:40.707,56.4,58.3,24.1,40.9,29.9,36.2,35.9,31.2,-1.522,-1.478,-1.395,,
1421110120743,18:48:40.742,67.9,49.4,27.4,30.0,26.6,30.0,24.3,26.4,-1.542,-1.435,-1.366,,
1421110120779,18:48:40.778,56.4,58.3,24.1,34.6,25.0,40.9,34.2,28.0,-1.503,-1.444,-1.371,,
1421110120803,18:48:40.802,58.0,58.3,30.7,33.1,29.9,30.0,35.9,26.4,-1.498,-1.439,-1.371,,
1421110120846,18:48:40.845,53.1,70.9,17.6,37.7,26.6,31.5,30.9,26.4,-1.493,-1.410,-1.371,,
1421110120877,18:48:40.876,54.7,63.7,34.0,33.1,42.8,28.5,32.5,28.0,-1.493,-1.483,-1.410,,
1421110120902,18:48:40.897,58.0,58.3,20.9,30.0,26.6,33.1,29.2,26.4,-1.498,-1.444,-1.371,,
1421110120906,18:48:40.905,58.0,58.3,24.1,31.5,29.9,36.2,32.5,31.2,-1.449,-1.449,-1.371,,
1421110120934,18:48:40.934,46.6,58.3,24.1,36.2,29.9,36.2,30.9,26.4,-1.508,-1.430,-1.366,,
1421110120970,18:48:40.970,64.6,58.3,24.1,39.3,26.6,40.9,32.5,28.0,-1.503,-1.444,-1.376,,
1421110120974,18:48:40.974,58.0,61.9,27.4,31.5,33.1,30.0,35.9,24.8,-1.498,-1.444,-1.371,,
1421110121010,18:48:41.010,49.9,56.5,24.1,31.5,28.2,33.1,29.2,24.8,-1.498,-1.439,-1.410,,
1421110121033,18:48:41.032,58.0,56.5,24.1,34.6,28.2,30.0,34.2,26.4,-1.508,-1.464,-1.410,,
1421110121070,18:48:41.070,61.3,58.3,20.9,30.0,26.6,30.0,32.5,28.0,-1.498,-1.425,-1.371,,
1421110121098,18:48:41.097,54.7,69.1,24.1,31.5,25.0,31.5,32.5,36.0,-1.474,-1.439,-1.371,,
1421110121135,18:48:41.135,53.1,56.5,24.1,33.1,31.5,30.0,42.6,23.2,-1.503,-1.410,-1.366,,
1421110121142,18:48:41.142,66.3,60.1,24.1,25.4,26.6,28.5,32.5,24.8,-1.493,-1.488,-1.366,,
1421110121171,18:48:41.170,59.7,58.3,24.1,25.4,37.9,30.0,37.6,26.4,-1.522,-1.415,-1.376,,
1421110121206,18:48:41.205,58.0,47.6,22.5,20.9,26.6,28.5,30.9,24.8,-1.498,-1.415,-1.376,,
1421110121241,18:48:41.241,58.0,70.9,22.5,30.0,21.9,22.4,30.9,28.0,-1.493,-1.444,-1.347,,
1421110121276,18:48:41.276,59.7,56.5,27.4,31.5,25.0,34.6,32.5,29.6,-1.498,-1.430,-1.366,,
1421110121311,18:48:41.311,58.0,61.9,22.5,34.6,26.6,28.5,30.9,29.6,-1.547,-1.449,-1.391,,
1421110121315,18:48:41.315,61.3,54.7,12.8,31.5,26.6,30.0,30.9,26.4,-1.503,-1.405,-1.366,,
1421110121352,18:48:41.352,64.6,65.5,25.8,16.3,26.6,28.5,32.5,28.0,-1.498,-1.444,-1.371,,
1421110121386,18:48:41.386,63.0,63.7,25.8,37.7,31.5,30.0,37.6,28.0,-1.498,-1.444,-1.371,,
1421110121410,18:48:41.410,53.1,54.7,25.8,30.0,26.6,31.5,30.9,24.8,-1.498,-1.430,-1.381,,
1421110121413,18:48:41.413,63.0,72.7,27.4,31.5,39.6,30.0,32.5,24.8,-1.498,-1.444,-1.347,,
1421110121447,18:48:41.447,56.4,63.7,19.2,33.1,31.5,37.7,32.5,28.0,-1.498,-1.439,-1.371,,
1421110121485,18:48:41.485,66.3,65.5,24.1,33.1,26.6,28.5,29.2,32.8,-1.483,-1.444,-1.337,,
1421110121508,18:48:41.507,59.7,67.3,24.1,30.0,26.6,30.0,32.5,31.2,-1.483,-1.420,-1.366,,
1421110121531,18:48:41.531,67.9,67.3,25.8,44.0,20.3,37.7,30.9,29.6,-1.503,-1.449,-1.376,,
1421110121570,18:48:41.570,64.6,69.1,25.8,13.3,31.5,33.1,34.2,26.4,-1.522,-1.405,-1.376,,
1421110121590,18:48:41.590,63.0,67.3,24.1,33.1,26.6,30.0,34.2,24.8,-1.498,-1.430,-1.366,,
1421110121628,18:48:41.627,64.6,76.4,27.4,25.4,33.1,28.5,32.5,28.0,-1.503,-1.444,-1.356,,
1421110121631,18:48:41.631,63.0,67.3,19.2,33.1,31.5,36.2,30.9,28.0,-1.503,-1.449,-1.371,,
1421110121653,18:48:41.652,63.0,67.3,29.1,28.5,26.6,37.7,32.5,29.6,-1.527,-1.444,-1.391,,
1421110121688,18:48:41.687,64.6,63.7,22.5,30.0,25.0,30.0,30.9,31.2,-1.464,-1.430,-1.371,,
1421110121725,18:48:41.725,66.3,65.5,25.8,44.0,20.3,31.5,30.9,28.0,-1.503,-1.439,-1.376,,
